,iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
6,576,29.10224722077633,0.0016336423040367865,0.0015401456612110787,0.0017701147689035415,0.665946444044363,0.7263225873902893,0.8505489149619021,0.984588042533362,0.8691457995173028,0.834591527174383,0.7389498124468306,1.0,0.9240949566507924,0.7366058476547858,0.6600799308965428,0.5190731552470306,0.5938000525533156,0.21147534860646025,0.0002602850368659815,5.08067247435573e-05
7,577,29.49247736891665,0.0018401376360446808,0.0015024763697647492,0.001353312566415521,0.7111002561925964,0.7157958540137193,0.491836029034307,0.9054265966917656,0.9370570812132484,0.8353237568226531,0.5871696722330829,0.6349935679619191,0.9479816086662722,0.9845968787327076,0.6488203635319919,0.4632780120019406,0.08513364519468225,0.646443521081131,0.0002094508202361012,2.6408467747984776e-05
8,578,29.070053070017124,0.0015100280124038525,0.0016037968823641724,0.0020824926857060944,0.6466217760494147,0.8725443230235183,0.9301109052504174,0.7151249534314202,1.0,0.8200913194922934,0.727152347681491,1.0,0.5543758669092648,0.6458443035048897,0.563787729120689,0.8112007584576999,0.4251793469079299,0.01483074756211089,0.0005321099268267293,1e-08
9,579,28.55508445415791,0.002240493069258997,0.0015140087071195407,0.002850325248249408,0.6463195244549316,0.5756742346995425,0.5832261637756924,0.824233995120607,1.0,0.8355522033739757,0.7756791052912122,1.0,0.4544062007932738,0.4713488313699119,0.3648859786364976,0.9752981117259948,0.8761840335489245,0.06391777470698728,0.0003043326506042554,4.487189349916543e-05
0,580,29.165131311373372,0.001948526079726287,0.002090574354339514,0.0016935335587900946,0.6705714704018584,0.5787579631205068,0.88499504891761,0.8555989559801666,0.9300983332483774,0.6278983059071571,0.558242940647167,1.0,0.5388835956056826,0.8297981324179565,0.8510621068602302,0.6562370937439247,0.3249309479496291,0.6133616993763819,0.0003740219781634968,8.279064513305734e-05
1,581,29.37541028200303,0.0019077029415265898,0.0024539191555915107,0.0016363410551245015,0.6738962102358697,0.6509910026414246,0.691581769528518,0.8710558302100257,0.8716954024562672,0.4868809469435317,0.4156883381036767,0.9790103011243176,0.9362712000656308,0.8851747779490403,0.5398604906806245,0.7877130048876733,0.0936249957376956,0.4452563463250051,0.0001670975996639901,1.6004605645769665e-05
2,582,28.569387755636264,0.001504993440689384,0.001775291283791336,0.0024950186570889548,0.838272726476601,0.8138041822734973,0.8626338768384229,0.8730912598042098,0.9632584810029754,0.707190306587457,0.6151854544020832,1.0,0.7280508578570358,0.5338176826844817,0.4267889816702583,0.5535043429197238,0.337719458663588,0.860156597110105,0.00018958158679488466,7.343012219812595e-05
3,583,28.742629055772532,0.0017420512950799274,0.002360013860987276,0.0016476108183948734,0.9683813325353232,0.8296570202043938,0.588804894834222,0.6444571934161046,0.6650799091749444,0.5325581786679985,0.4265750557559279,1.0,0.9860860859477516,0.9067512861455972,0.5165437493129148,0.4132202384805565,0.031920057460434303,0.24549456813600676,0.0001738156349121445,2.659303335816876e-05
4,584,28.671935597080825,0.0017621016778467946,0.0025488198978761978,0.0017197100980260172,0.7957578055836066,0.6776089431331273,0.7959389059950042,0.7744311965769588,0.91563101627275,0.5011503557358201,0.3825189857430316,1.0,0.8271008518773811,0.8328133791041324,0.6100535100012682,0.8285861770900803,0.10787570017048476,0.03326022165844117,0.00018432147785124586,2.7137094097962056e-05
5,585,28.91988547888657,0.002530339067852938,0.0016390920833250775,0.0018169110703125657,0.5985296923174213,0.5530120374211085,0.5768361911636175,0.6606923062126064,1.0,0.8883817638640717,0.7814112670963475,1.0,0.7693259171411334,0.768508516884401,0.7813883632485586,0.7811385127848594,0.6436129518517537,0.914563333282148,0.0006325195727743815,5.923010238917393e-05
6,586,28.50539243727233,0.0019830069821799574,0.0015368344793661448,0.001839346332060732,0.9114446156850016,0.6649532170627606,0.523574272180497,0.7769804339910141,0.5904880422066539,0.8675641414015118,0.7750587688400978,1.0,0.42958379782625783,0.8106884727761166,0.4974246505473898,0.4301905284445551,0.7833011666727806,0.4902913673784881,0.00029047772278800727,6.79845680607305e-05
7,587,28.95086240239755,0.00157810106945111,0.0019361902665080977,0.0013375459236567024,0.9086608588004549,0.6473440944024029,0.837359113692169,0.999369668449756,0.8640836089849331,0.5826338789737584,0.545517432838641,0.7617127274469749,0.999628833770343,0.85309588509616,0.8778150083629053,0.6377063919515439,0.4096063318000287,0.8361223559509322,0.00046867178795179093,7.125113155576068e-05
8,588,28.664844419137665,0.0027336002691635275,0.001487337489688434,0.0015052851374923735,0.6884943124270313,0.4600114685670053,0.4622589300054264,0.8347507141590002,0.6072363486899108,0.9175111660115732,0.8227362253928524,1.0,0.8315189638235242,0.9525059878985722,0.7330911851683667,0.9284845673932302,0.1643753223968345,0.12450385184543485,0.00032758457585813083,4.508328869784473e-05
9,589,29.26397171599789,0.0015644143672547404,0.001583115802932078,0.0013422398499874366,1.0,0.7130505361048436,0.7687882281681782,0.998565373036088,0.9510314167787473,0.7794772378664582,0.6500765654928135,1.0,0.5819806709249509,0.9385357591089358,0.8072388619668138,0.9999999999997896,0.21398279001233395,0.2950081415448317,0.0002376738634087272,4.847335877739001e-05
0,590,28.88649981448329,0.0018878313402723168,0.0017035260651616644,0.0017003430849849563,0.9113695124448896,0.6309502427724486,0.6899601151217064,0.8739287801484322,0.881887290551,0.7752187514344187,0.6311947039642326,1.0,0.9243890233986038,0.7899562514707779,0.6283234682597697,0.8268685757057912,0.8528437714670221,0.3342823883351317,0.00027129908984357964,3.236878895340745e-05
1,591,28.73528228092511,0.0015791184322764273,0.0014540043140485734,0.0017774255443119282,0.6218569728160386,0.8136722114807694,0.8722182598703065,0.9421229919115544,0.5503432819763144,0.9133123952687704,0.7941681374455762,1.0,0.4702088490033965,0.7911603605583742,0.6287760336633961,0.9724507660479068,0.4710364934349618,0.728029275920955,0.00034132529129204947,7.111861658798402e-05
2,592,28.77994791262527,0.0018733974079458426,0.0016803762845626902,0.0019697584541139568,0.9758633588277432,0.6108038549585539,0.6489094977081824,0.6811151052327372,1.0,0.6993870804306025,0.6027180044140328,1.0,0.850228256917331,0.6353786294199886,0.4688932250689735,0.9634159805585912,0.11772323024098452,0.09907667114884916,0.0005921717243428382,1.9090978981728398e-05
3,593,28.88130705912963,0.002350407723194725,0.0018031939042293386,0.0023752966210623394,0.5878192012026293,0.5592706432864184,0.561682965995268,0.90586283958912,1.0,0.7876751998799498,0.6130465563494905,1.0,0.8320571017758099,0.6226617312894114,0.4365434884640563,0.7151566680090492,0.017082905818083804,0.206401950490053,0.0002585002602786269,3.1362615639518594e-05
4,594,28.65179173308147,0.0017904539629484129,0.0014803937827358447,0.0023795652034104275,0.9317477539018176,0.6856329553042314,0.8575512078052755,0.5580326697892882,0.7576518984286685,0.9786680360645293,0.7898153966705235,1.0,0.6172075687889452,0.5727627787925302,0.5489883942828424,0.8527337419713403,0.11204460107905316,0.29424912105651146,0.0005954921657471135,4.188349657791024e-05
5,595,29.239090080384287,0.001843092754782005,0.001468951187957368,0.0020223745208892696,0.6743008899384488,0.6968885688169127,0.6828323297842761,0.756701853413801,1.0,0.8473564270255651,0.7112731190599698,1.0,0.6383635449154241,0.5970512853131306,0.6265017811529182,0.6044829743635107,0.748605712518175,0.8053422719624455,0.0006583582534219201,4.351574005595493e-05
6,596,29.852514118736767,0.001730644478816101,0.001320723325037798,0.0014830741711660544,0.528827993948129,0.6528488766448569,0.6979958756094056,0.999349242388077,0.7673003100104696,0.886509416504165,0.807462413439671,1.0,0.7462110915634826,0.7461173330434826,0.8404101690319626,0.7483929574525434,0.4637319682179231,0.05032962743009006,0.00022946593245154467,5.269953612102585e-05
7,597,28.919104653851342,0.0015201962454479687,0.0020525185142010183,0.0017266330121284976,0.867180065502405,0.8560257897162195,0.895092776494631,1.0,0.8916299459271964,0.579626135073198,0.6112681146222007,0.7250006622004233,0.6671119505773005,0.8595499787198091,0.6020911500585173,0.5520876922407446,0.8432311875609882,0.8325198084405812,0.00043936495720414687,7.636444912040295e-05
8,598,28.2885850685504,0.001911134601438436,0.0015447492028796141,0.002054090467394909,0.5460748476892375,0.7308428258468374,0.6821906943178518,0.8636787065334314,0.9531511370428288,0.8637897751520252,0.7249151287618085,1.0,0.5762990152395174,0.7549238317833286,0.43777590901691854,0.5238694094327317,0.2666385506191933,0.644756511540469,0.0003108488064559877,4.016312187155036e-05
9,599,29.19657659582221,0.00155005179044726,0.0013611646141916125,0.0018634516179195648,0.9678522531703816,0.7680492117071389,0.8694118230926574,0.5607650427290953,1.0,0.9598913053769224,0.8057073353044109,1.0,0.7675616893775269,0.7201061800098437,0.5719483957842729,0.7934731427740824,0.7789978983255885,0.01538557059422879,0.0002716213117119337,6.348363741054408e-05
0,600,29.060225632476435,0.001695508609966756,0.0020920905244418697,0.0016315008608145387,0.999559434152113,0.7298732008267003,0.7518002335235099,0.9994895981608248,0.823984788916345,0.6246418666576845,0.5092680540861896,1.0,0.7978287778469549,0.864653722415671,0.6762338530379379,0.5507030270233887,0.8268911811385894,0.6740025529590801,0.0003222583486024444,4.910337367203255e-05
1,601,29.00275620630546,0.0013838899416485086,0.003081412236169312,0.0018424069431223207,0.9988557497375676,0.7972506605356946,0.939415497538152,0.9779437439114708,0.6876996142161352,0.3509491471991364,0.2824293995421748,1.0,0.9099252300452072,0.6872185157362618,0.5333053477914099,0.6570793689927003,0.4603779434968064,0.6553794515055146,0.00016248981560829098,2.9726636543769835e-05
2,602,28.974365986917995,0.0018330806652423481,0.0019859776379708705,0.0014564464318728707,0.7926885207563747,0.7061975755261807,0.7091108678240169,0.7925323655250898,0.7555402046097791,0.6519422145397274,0.5732000468695632,1.0,0.8789163500726906,0.9994156021978226,0.7400738217287719,0.8822011868487118,0.0323848483900136,0.1367700799810323,0.0001923106717464651,3.295271610387341e-05
3,603,28.67927938880909,0.001403281415158386,0.001415171213904498,0.0012830486071157554,0.8613820143304701,0.6845357473637641,0.9415167530104152,0.4689482595464621,0.4896763019784058,0.8498824951700691,0.6718282486017993,1.0,0.8691071600474451,0.953123048911706,0.7736861106490845,0.4869635821316441,0.048974866834916315,0.004971483506384433,0.0002985212681103633,5.3941061088080826e-05
4,604,29.826167756549314,0.0020349034546335854,0.001443864740959866,0.0013135799469596865,0.37181951646902023,0.5469520815447028,0.6259621416300427,0.7449245745214763,1.0,0.7067309815411515,0.7545389545005523,1.0,0.6458411828847657,0.9022467294719,0.7834439537261528,0.9236738533374172,0.8298067987408518,0.05757884234195632,0.00017304712345023177,2.7963426870725172e-05
5,605,28.841798604131647,0.0027792742299844746,0.0018373648855438685,0.002253704717620875,0.5558871262185675,0.4875371848916206,0.535946036769905,0.8755477189051478,0.5388379464398475,0.8402177751861347,0.7393432511354603,0.8406199094304062,0.6002335988223311,0.6987913309510595,0.5967768295780927,0.5684122001336342,0.5455258561120805,0.14141394318368372,0.00044312801608065167,1.84771667474104e-05
6,606,29.033160551164322,0.0015520951595086039,0.00232921497874794,0.0018633644054185106,0.5236051549510927,0.7744744995733774,0.8304728356114802,0.3912345179387933,0.5522061535477569,0.4944738548922258,0.3969546584127516,1.0,0.4453308711503773,0.6668894758758378,0.5553896722006753,0.905979487665576,0.15175231383249546,0.6944972548516474,0.00023557792947842549,1e-08
7,607,28.588494444852362,0.0013565934929430368,0.002432329071381301,0.0021148447968549755,0.8904063823720797,0.9159184259785774,0.8815452746913542,0.8607046696447701,0.8090685828609586,0.4651750138125243,0.3618299842505893,1.0,0.4613650741934933,0.4977016870033717,0.6275244869899549,0.664679973124732,0.5055355048209491,0.6488053305312389,0.00028736651485938847,3.289930854716295e-05
8,608,29.265415546106983,0.001745512616756817,0.001719069372018045,0.0022914449301375535,0.806135755060219,0.6792722678799021,0.7295566692446946,0.8101985297269325,0.9236982955673096,0.697073645291103,0.6152519981467137,1.0,0.4195469621096051,0.5351690763325138,0.4854127668147322,0.9514316337066828,0.5211958979663603,0.2766832531409088,0.000185190505751498,2.7659189007378515e-05
9,609,29.075003972698426,0.0020079296404837965,0.002271865660738004,0.0018478189896039,0.6234985943933119,0.76024346654548,0.7707765413495734,0.6428828089659198,0.9261183737007106,0.6676476410433502,0.4883881998892455,0.9688031699736765,0.874942420274821,0.88746718306749,0.6241230057197669,0.7876150434210699,0.5688325007510102,0.5532769599238355,0.0007431233447511841,7.181211104712039e-05
0,610,29.23127138489677,0.0023072240898458496,0.0018824902075110226,0.002132659826062089,0.8808332197536181,0.5352555144884272,0.5394691617355081,0.7327381314452286,0.9999956249895982,0.6753811808380011,0.5950265450450881,1.0,0.7670888074443624,0.6436559189089612,0.5233782761477251,0.7972155448055699,0.35693799099326073,0.5589188381075709,0.00016821549710438477,5.865545536715144e-05
1,611,29.577796758991,0.0028262868461564335,0.001793484590242811,0.0017048270190091475,0.4620423294883366,0.5741911891058469,0.464781052440193,0.7516152689161582,0.9476882987720034,0.7832347631236957,0.8165573600919974,0.6790782496240644,0.7862144870621208,0.9844419528037512,0.7038884011607984,0.6375177973816571,0.069709187178225,0.17759197952230865,0.0005691114249728457,3.842085882443945e-05
2,612,28.344313934271263,0.0018119701463213398,0.0015533268983179973,0.0018009336681578667,0.998626885120494,0.6423277186137026,0.6877136143929167,0.9555027089139104,1.0,0.8305765655270243,0.7173157682004204,1.0,0.6764861896549551,0.7272304440595141,0.6370277107059977,0.8083018875406968,0.4159704179238211,0.6475334048120729,1e-08,3.032759838478283e-05
3,613,28.73221151251809,0.0015882802760987524,0.0014633305908604564,0.0015528745526076635,0.5593160310803623,0.7428837415965942,0.7546650086345248,0.6901007171177544,0.9444321811107018,0.756427434856835,0.6902997912249106,0.9615385152717913,0.6807343348763816,0.6918963934024316,0.7291875940978237,0.8781553371341856,0.13858409540204858,0.6468248049140672,0.0005562382232713325,6.410088402897252e-05
4,614,28.737295058349915,0.00288566995395717,0.0025313476920159057,0.0017185704887102136,0.6091828830990775,0.4312433399292291,0.4581785398255958,0.6670841752755465,0.7379025970121901,0.5247352161689705,0.4079099228126038,1.0,0.6209048649539082,0.8002740190520851,0.7006370103515938,0.9999996554165648,0.39969806900690863,0.07469615819252536,0.00018451993432455627,1.2667700074020516e-05
5,615,29.633146114700622,0.0027038762458624355,0.0022132299498362484,0.0018472318775383245,0.5644131257955246,0.3923294414235488,0.459114389650655,0.585589602658837,0.780089187912901,0.5309783424158727,0.4405290526965602,0.9053734198301446,0.7303480866589037,0.7035871251699548,0.5133886682731278,0.8628346291366823,0.2686311035315619,0.3422831321519075,0.0002768320475886044,1e-08
6,616,29.09388564387491,0.0012835549216221875,0.0018640864663057035,0.0015107349443495564,0.8186372839493441,0.9998489287837796,0.8597818262810909,1.0,0.8094114271225477,0.6377962135497839,0.5573951696947831,1.0,0.91820412870745,0.8634884571097272,0.6462545644355582,0.7857058902011571,0.15323455643582318,0.2476243200454429,0.00016262029139613166,2.9903696532884723e-05
7,617,28.89599767588813,0.0020970595737567765,0.002160236105578528,0.0014752774047519512,0.8948084866956166,0.5439446454000897,0.5931815637389861,0.6014180782504482,0.7177710285137133,0.5392656518936039,0.505363431791716,1.0,0.838001564269399,0.7700029922923538,0.8960568043122898,0.9374234664425511,0.5516462358065938,0.6450279844444939,0.0001094290188008995,8.483080828686208e-05
8,618,28.76818725841712,0.0018773012943829606,0.0012491714656417965,0.0016405782752970113,0.9275733373461919,0.5683090371288383,0.6125458881230104,0.6468726590632456,0.9961582128474102,0.9126913757154624,0.8495664478076019,1.0,0.779687257541202,0.7118977257275432,0.6566918246346709,0.6951188011437212,0.5108180771729419,0.17120299812619666,0.0004959423128503281,5.385783518407905e-05
9,619,29.59247724779204,0.0012969117869558455,0.0018781131563029847,0.0016877249068149025,0.9999958772653734,0.9125401802738836,0.9639937951951824,0.6625599229788973,0.7505629684652598,0.628874597681444,0.5503131647106579,1.0,0.5439804122658619,0.7623492135805916,0.6142470776208463,0.907702383031684,0.18348081352204934,0.03987851141075083,0.0001391880380580135,2.5541070810375377e-05
0,620,28.901299053002468,0.0016028533448254614,0.0016203004843013955,0.0015215189548535293,1.0,0.5522871417310498,0.8947716827281778,0.6758780542787786,0.9296248957172965,0.7248310069351229,0.6635097521128457,1.0,0.7922855351988051,0.7309912259530253,0.8404835546425314,0.7644042696126779,0.5794853488073516,0.8697656926623846,0.0003499397883688915,3.479940621087252e-05
1,621,28.505940552371374,0.0015293665686833544,0.0022082599869368558,0.0012824085655972484,0.9886325353808424,0.6283833954733211,0.7403707012404604,0.542970483468249,0.6719615702709087,0.4474004707190248,0.3897711031535736,1.0,0.8906874363148826,0.8415402518125814,0.7613722969448282,0.8205398255348197,0.9646108819638702,0.8199276600045158,0.0002777991056197582,2.500889255296901e-05
2,622,29.059523082940608,0.0022309096034286435,0.0027776104726421336,0.002622894339830151,0.892051042376073,0.6181823806855948,0.6522397939896789,0.5948252681854027,0.8461837151490382,0.4931404540045446,0.4026069774962441,1.0,0.5244368877202726,0.5790042639086801,0.4302484513717484,0.9999791689269376,0.545290920774012,0.6045823113285875,0.00047748462829566574,2.5189594387242664e-05
3,623,28.842016286118145,0.001617193903456049,0.0014967261219915873,0.001268810847772639,0.8126341557776806,0.6598861705092944,0.7560333109669181,0.9007606359170386,0.9754095783929864,0.784213293795431,0.666363085487615,1.0,1.0,0.9295084883415928,0.7885223978139808,1.0,0.913370541297352,0.6341207975828412,0.00018911953166633746,4.615170114241618e-05
4,624,29.085980020715212,0.0019549927154481335,0.0032873476816779323,0.0014525063135344962,0.9522761138985566,0.6952031802656639,0.6460335589936036,0.5943980176968979,0.5443351726023268,0.40192033705994495,0.2874277341721,1.0,0.8581273656160961,0.9999981571447344,0.7834957004999462,0.8761595563414576,0.73118267689384,0.5379646737696595,0.00027410295710372795,4.3569598097426e-05
5,625,28.532739817876557,0.0018480291894878433,0.0014240156734323106,0.001706215824227586,0.6250255411727744,0.7458510240047822,0.6159461003455202,0.7792798917855872,0.9670764889337926,0.8384238931849238,0.8500727912755219,1.0,0.780816434632827,0.8576942279525643,0.4092158686998012,0.8698099805969018,0.11029713317611613,0.004970442785825202,0.0003325041174286336,6.407781426548409e-05
6,626,28.278017938710324,0.00162249222052957,0.001672218703544226,0.0015384551001747515,0.9987387496269432,0.7129121807249394,0.7657464230880222,1.0,0.7887330685018562,0.7484504928075656,0.652371968151897,1.0,0.7649629204194891,0.8718790008460486,0.6628289172064973,0.6174720448052766,0.3976384759253824,0.08564930951796686,0.00024494185518175726,3.94511917085616e-05
7,627,29.04458506439435,0.0016382537535129527,0.002404034921645204,0.00174192767561282,0.7242642003164491,0.6401315037324965,0.9066672358575952,0.9257306283900012,0.742722137709389,0.4979287006376392,0.41334615789749013,0.7075685255061531,0.6200272032093289,0.5973342516237956,0.8510583989493005,0.7898883197650398,0.9445075410398313,0.3435918272006637,0.0007879920193295531,3.500960520425034e-05
8,628,28.907754259568406,0.0019384962412214988,0.0025012298334272094,0.0014644470008032262,0.4731792577848485,0.5433750188669725,0.7881376347582115,0.9006043820436667,0.7407005472824528,0.4930003887461872,0.40871001173123,0.9823452119714686,0.4904848238175889,0.8308073761740096,0.9223898861242772,0.7872415166973654,0.7863671992716162,0.17344458941518245,0.00048369816386056863,2.3441186025763283e-05
9,629,28.89932939985311,0.002438959900437632,0.0020242174371948862,0.001851286913067518,0.920562369211589,0.5272452502794981,0.5525330726259663,0.8639849699910274,0.5891029081265434,0.7040590281598045,0.6109941484347271,1.0,0.7358237384341294,0.8634710955520298,0.5910299246004248,0.4785050653579151,0.6918619172617283,0.5112762040769743,0.00025370181141254333,3.393257248401893e-05
0,630,29.2509753399512,0.002885212832251849,0.002399071778607487,0.0016000011479608278,0.9163770671115689,0.4437430523936365,0.5236195926052717,0.5821869211809183,0.7837906875185302,0.664679515832143,0.4708946976104842,1.0,0.735734475423059,0.9994814032289908,0.8780868775646744,0.8779554352079852,0.3081757906234481,0.34684952827688786,0.00029258122626851785,2.4419453451607346e-05
1,631,28.981406804644216,0.0026726819611622155,0.0015759137007002044,0.0014740907380170196,0.6352088419364985,0.5157327522443051,0.4654065879735951,0.9180748291064078,0.6371468565383237,0.8963462105192139,0.793720877522937,1.0,0.463276577220481,0.9658364858801958,0.9382195734337282,0.8989909540689198,0.03326386055035229,0.7170726880402649,0.00047871367330309933,6.799357976677857e-05
2,632,28.875636394849288,0.0015213792446263086,0.00253685342314236,0.001472278269443794,0.8187851587443142,0.7696899134072672,0.8453142553103725,0.8289606575113968,0.866044030036544,0.4438036690401663,0.3802406767959784,1.0,0.978755752151108,0.7914261871501902,0.825033756297839,0.724548837903589,0.4275289291570149,0.6852234259820559,0.00022836930594810625,2.6873691857609572e-05
3,633,28.475935846685328,0.00226737032413582,0.0029057372722900428,0.0016154208605724252,0.7982983501023205,0.5570384611277398,0.5741866689247745,0.6986156827831678,0.7608923400989684,0.4266825797702787,0.33546841923891313,1.0,0.9304931537868146,0.9029303196682974,0.649151727146853,1.0,0.8431126286471733,0.6193294297447531,0.0002417812983220302,3.749289455001748e-05
4,634,28.637483329890145,0.0014099606050098634,0.0014096243114613547,0.001597085503427742,0.6974974588955062,0.831514212909652,0.8730669107015834,0.7777414374925241,0.8845229928059138,0.8593283728991277,0.7457512184434812,1.0,0.6791776667844922,0.8248480703303585,0.5632102280970991,0.9101359356599023,0.7723081910233571,0.8017831622133197,0.00018846245632586636,5.842278039019933e-05
5,635,29.43675464796229,0.001636907366714957,0.002363088442464967,0.001601656373734328,0.541582849402435,0.8170983631359182,0.9529174949258,0.7912897304834938,0.7841418468689968,0.5352971861871882,0.4890412167849854,1.0,0.7883639107453726,0.9259054644337148,0.5952233322486007,0.6865775168018246,0.14580142428001164,0.0021179604438162913,0.0005606416785124968,3.819651033748484e-05
6,636,29.464070259773564,0.0016532857047870664,0.002414050486762298,0.001723738875498204,0.9999990046252571,0.8363452026294859,0.7529204483504861,0.833778168597899,0.539553171188217,0.5524884400135095,0.4689244335536354,1.0,0.8325300244791618,0.8007396130148234,0.6987045038285526,0.5733034444077678,0.39529196775911296,0.14002617923355246,0.0002369904378833332,3.6131066526667865e-05
7,637,29.172089875654788,0.0014113885108961721,0.0012417904810562708,0.0017032369637826061,0.6035111262255936,0.829580780472925,0.9295652336620182,0.8628377945852326,0.7562186884579728,0.9999999998200452,0.8973375606985142,1.0,0.9797353733521939,0.7344231349558173,0.5667591335394297,0.5250267954769475,0.5432625348969842,0.4934221363395623,0.000289070482254905,4.5898261561927445e-05
8,638,29.457442182001163,0.0014225829874821572,0.0017234643738729405,0.0016208649857910595,0.8628181509998234,0.836863358793494,0.8668519754818229,0.792646569334539,0.7199877490254412,0.697717429027941,0.6071559156381717,1.0,0.7741504523890983,0.6761952212753803,0.7849490626374224,0.6463284153471064,0.015015552565163568,0.4398544365919244,0.0003207663620133916,4.844109019663812e-05
9,639,28.950196270546893,0.0025624181214622954,0.0016853418947480605,0.0017763809358751215,0.8065718658617899,0.4723596679226208,0.5172380573801696,0.4967301987522788,0.9239875816303366,0.7633690015566955,0.7021528960660828,1.0,0.5145355509259115,0.8000565572574614,0.6910630001212097,0.8768888895584642,0.4879429233210747,0.3313252921390725,0.00040226070944804343,4.8129318623191246e-05
0,640,28.66126700231992,0.0019688035215075783,0.0026901114539874533,0.001786156546128459,0.8373656660276014,0.6232467572045174,0.7168713117512904,0.8707608039634653,0.6574093863601174,0.5057117075024643,0.3915396138690092,0.9084660125517158,0.5802520701770624,0.8333715523771085,0.6251538101052128,0.577612428462245,0.4758071443002193,0.26438820278985364,0.00041331159060103984,2.5776724597637024e-05
1,641,29.11881947118107,0.0017535068399352485,0.002182047426707357,0.0017275335971669858,0.9321090409788476,0.8187220908646659,0.783883479235433,0.940654068782803,0.8284130757471427,0.6531935994399737,0.559365695822256,1.0,0.7927206732195226,0.8992620971578195,0.7007372709281703,0.5456646001463472,1e-08,0.27262628197913263,0.0004481094373411376,3.937801601294755e-05
2,642,28.19766755968364,0.002714523552022064,0.0015452035219864493,0.0017435252651847866,0.8219504306676134,0.4255664739847755,0.4276378904994324,0.5914205466081264,1.0,0.8411569553133253,0.6558091373142974,1.0,0.4697288188599999,0.7833117096594423,0.5509230912883945,0.9952334497684672,0.5192709891303048,0.16384790307194042,0.0002575580241569453,4.7302697700701835e-05
3,643,28.784390971795762,0.00208631541430615,0.0018104066396815168,0.0016729346111840624,0.6223586407921576,0.5671683553978212,0.670534331397104,0.9948548329730585,0.8769790954787402,0.6796110788978161,0.6434075115265426,1.0,0.9676898969210256,0.7431499693519598,0.7652427740037682,0.5256391067653098,0.8315327861258418,0.9349707922479756,0.0005632934707446303,6.937930332412412e-05
4,644,29.10004170146013,0.0021939589834210076,0.00202102810665733,0.0018379949297840925,0.858792764764565,0.6478351728796405,0.5299656996156278,0.5728874852628694,0.9015987910289855,0.5927852360945789,0.6583829300724775,0.8534354215617685,0.9687729448078534,0.7339271045055533,0.6581508711878732,0.7746377384578333,0.056026770884537606,0.5663635710973983,0.0005648128394641905,6.402418828072022e-05
5,645,28.73400445836991,0.0015656235724242904,0.0019975933203781326,0.0023720231285923603,0.954742628329814,0.6606166828288988,0.8538574613280846,0.928718112927786,0.507983320793154,0.6044706637609508,0.5506523702279039,1.0,0.6141068423583244,0.5039853402790866,0.4670225758685794,0.7755623577727373,0.6106057466511041,0.3049078617535204,0.00029072552401043783,5.822478426731337e-05
6,646,28.826531032509013,0.0031412921447517284,0.0026731583896855704,0.002520282934626139,0.6545653110522585,0.3793112600820021,0.4537252166518033,0.5017147834408778,0.8957894480839795,0.4598867057850566,0.38546052424456223,1.0,0.5350620381615881,0.5887981237122836,0.4258526851898412,0.6369868765089202,0.13125850872190895,0.6629367557559476,0.0003455637352483554,4.504036140307033e-05
7,647,28.991687661377807,0.0020296704360623363,0.003035040126783517,0.0015592099220906874,0.6366578225854924,0.6122551380544252,0.7249043679764698,0.7368063548243603,0.6635525351381216,0.40432737245619743,0.33200479805171984,1.0,0.950911219777627,0.8654517812031352,0.7662877512917865,0.8991234098777011,0.12918344911549173,0.4422129823438528,0.00046873010426906614,1.867397523480641e-05
8,648,29.194636719451506,0.001366495525482292,0.0016231298929029194,0.0014584371054241485,0.8659914209485704,0.999999382101884,0.7680946617195042,0.5727917668544547,0.6320377371692191,0.7404391569332219,0.7422013540192005,1.0,0.9533603600619452,0.8797890005347224,0.713112709004803,0.7601438049859258,0.921660960642801,0.3487800725773101,0.0005379331616564564,4.124372977581947e-05
9,649,28.917380218064327,0.0019840590898561605,0.001823782809355912,0.0015498567521604614,0.8479669740680555,0.6336990415454768,0.7166411490848618,0.5381757936054211,1.0,0.7297298550178803,0.6379005954566236,1.0,0.9403453566316364,0.9851763400232642,0.7101814199678902,0.4256641468193713,0.8689895087351674,0.3606299683703589,0.0005661170049907626,4.551088529058944e-05
0,650,29.091858743872546,0.001459556976330767,0.002087260138448121,0.0020118353651017995,0.6221040263198132,0.8121154945282726,0.8674663030095963,0.7820564325942619,0.9457791135703432,0.5775083533010203,0.4421909422927072,1.0,0.4614275118591108,0.6920381893260458,0.4209781506244029,0.591242495516518,0.9228265839623936,0.4217366446808176,0.00028682149780340227,3.204507129889178e-05
1,651,28.568704953112587,0.002334157706994411,0.0029212419318728755,0.001574195591400318,0.7830314915805666,0.4864840030750314,0.5071769743181977,0.6783925719961194,0.7463073975719156,0.3733719723384485,0.30466956253412697,1.0,0.4372055561347876,0.8701684200550093,0.6395336643990439,1.0,0.3314163866670953,0.8064399825969693,0.00020475428947508423,3.227103676267662e-05
