,iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2,12,28.54395148892663,0.0015396768337365696,0.0020266232782680245,0.0013864654608777838,0.5539119948380372,0.7672821264750876,0.8826289657831965,0.615181669093857,0.7369283244597389,0.5826056574263848,0.4916709439894312,1.0,0.4448152691827327,0.9215136069136738,0.799725636105781,0.553604265168084,0.2654297470564225,0.4624753965723468,0.000290083034808597,6.464986718762722e-05
3,13,28.997623414436852,0.0018871480588221745,0.0016252474152682606,0.0015581738537001064,0.7513158916101715,0.6992579305522802,0.5169773503349732,0.8589191885604637,0.9147993701683066,0.7311082298812389,0.6088479298555304,1.0,0.9256915780360696,0.7304130757762693,0.7847017127563882,0.7132461428490863,0.9597789166544752,0.8448414363091326,0.0013103977215135898,3.410007072851551e-05
4,14,28.763603257406892,0.0020290084272167053,0.0025264639055823657,0.0018220202456864507,0.8186837553253422,0.6565645732899696,0.6699858953497714,0.658736026935453,0.8732853894653696,0.5032082641836668,0.4101930014207149,1.0,0.6326042485217236,0.8007299419005794,0.5946148786177378,0.8464625529217225,0.15986219566739412,0.9237527543765056,0.0005776848412956114,7.47379306694773e-05
5,15,28.77823112457991,0.0018224386000612602,0.00170493061366761,0.0014757429678040612,0.9569198416498946,0.655388673261616,0.6989788192105668,0.8401819798176293,0.9947167873358714,0.7513044502628706,0.6301857679417446,1.0,0.7863052541821786,0.8794542853269429,0.8009493375503066,0.7169273568535919,0.2441063879262209,0.12211102953296947,0.00012997764959493674,2.902842459179267e-05
6,16,28.393039104383767,0.0016189050412273034,0.002836911069215797,0.002340608581423931,0.9999463047428668,0.8104093276254563,0.8813889204334705,0.9643375279916202,0.834718999293067,0.4672766425447173,0.3697244399897165,1.0,0.9267006318243876,0.6405996312629245,0.4031490073539356,1.0,0.863665842046184,0.8531722822495472,0.0003154709518811138,4.3032219727012766e-05
7,17,28.9544771512392,0.001743228315479628,0.0018630688986464028,0.0016899222850774165,0.44732272247040383,0.815147103546883,0.7089189950193722,0.7660869573089054,0.9911027453305497,0.775251250349144,0.4459915540584589,0.9830268699727116,0.4321509534900068,0.8150016505693195,0.741048737877753,0.6901701156422141,0.13525050376854525,0.2731509446673563,0.00011812725804738466,4.363409414875896e-05
8,18,29.5071510490828,0.0027719196999549944,0.0025526201927492664,0.0018366949133188366,0.8556688851678957,0.4560343773085356,0.4638516489303194,0.5998513542902877,0.9727816198870904,0.496521140868857,0.38823638147022693,1.0,0.9751295650566792,0.7847630185109966,0.5430055542608772,0.9987351165694824,0.7090407220139043,0.6417164719287829,0.0003579110700259736,2.1697127075226416e-05
9,19,28.95715560683436,0.0012878318274286429,0.002061255831709297,0.0014013767217070927,1.0,0.9575223557422682,0.9764104536266892,0.6591159624296071,1.0,0.6127711325806362,0.4838356130266482,1.0,0.4861802674380595,0.9959965045656592,0.7525341947108579,0.6942686250899262,0.2042285805114213,0.5534230489344514,0.00025704988480274027,4.121490179287424e-05
0,20,28.51036073442501,0.0020857862164706527,0.0018600384470916496,0.001510213200433208,0.719672278643607,0.5961474493699866,0.5804711675264038,0.6998707798690197,0.7639527165929082,0.6591880310786713,0.5795322119756178,1.0,0.4825153452566257,0.8887230445159133,0.7375616070724125,1.0,0.912018538160954,0.3228066330733459,0.00040244961528318473,5.47661023488355e-05
1,21,28.258436436413216,0.001771385745496068,0.0018785453720204792,0.001648532720179785,0.9999995160876168,0.6776248995950884,0.6101721845259843,0.6701448429347258,0.6774315117463713,0.6441424141769216,0.5142450463231172,1.0,0.564705377934752,0.8076256057195611,0.5438362586668263,0.7371392457722594,0.7352542685549615,0.4610546042429808,0.00044430820621343964,6.346162471193573e-05
2,22,28.932293245863754,0.0017108655525036045,0.002539993728061407,0.0029166306087708986,0.6383939253164759,0.91524905580033,0.8978071045737207,0.9993050543781776,0.6978702938093698,0.5563448511124174,0.5666630054390182,1.0,0.492871964280179,0.5655528736256402,0.4304265681105704,0.8803950878521698,0.4535865810014638,0.2350930677034052,0.0006656440031672095,2.9323671388359337e-05
3,23,28.73576684024522,0.0017994323028582282,0.0017161964047370248,0.0020048833203856753,0.5268374584921485,0.6970517034941451,0.7191927687973639,0.735881710788264,0.9984667542059013,0.7119294629816189,0.6124787064984365,1.0,0.9323304688134376,0.6275418420771153,0.5123364689995572,0.8226666392427644,0.43134059137594066,0.3294091152736762,0.0004392044694659925,3.33677698956536e-05
4,24,29.763829193711754,0.0019443134766220505,0.0012341592193276796,0.0013944161929092536,0.6563401522724903,0.5013453518965818,0.6417020654011185,0.8700105216244955,0.6801064594781903,0.9074666507677562,0.8892604896118798,0.9026935239830314,0.8861079961639994,0.7713977708401155,0.8258139224334886,0.7132863675476336,0.9040696226349628,0.7182517749409738,0.0005174831460378893,2.2442469167327506e-05
5,25,28.47817762188273,0.0015304767071442347,0.001623938699199301,0.0016623731037868072,1.0,0.8178121022921245,0.8750185050380088,0.7559303669559212,1.0,0.7757721845326706,0.6921796679068581,1.0,0.5436098070959405,0.813387345120549,0.7099379366204581,0.8595043647524451,0.6020233592149922,0.9926151969545028,0.00035063529409412597,9.883664387982938e-05
6,26,28.477748048915306,0.0017066759941709586,0.001697151405054165,0.002417909511647109,0.9993191573394452,0.7185708847937036,0.8219783992897406,0.9736740563481506,0.6654911511533333,0.7946540660734963,0.7093244785866955,1.0,0.6678149143661496,0.561485525534078,0.4746404587840004,0.7434146261642759,0.4188066054575437,0.2894720923349501,0.00026971189929542167,4.417521840094363e-05
7,27,28.62343367144113,0.0017140434974266539,0.003130718533931653,0.0015513738423308945,1.0,0.8978699961566708,0.7549684572523306,0.4531209438005757,0.6644895849449461,0.4544841475681296,0.34496875752941275,0.8419146922180722,0.5940417330254885,0.9346843382504662,0.9016159301740247,0.8241521567624205,0.1719377322702646,0.8186328351150126,0.00020555875402472607,4.081575719916408e-05
8,28,28.682062194174627,0.0015238433513672376,0.0018815352371741585,0.0017319606862939985,0.8531383245159707,0.7502242915637694,0.8932559881217781,0.544162070268534,0.6944875288960972,0.6537991832200669,0.5851969688801558,1.0,0.6840270890771397,0.62763173624273,0.7706274771547043,0.8164250138595955,0.008652180085840509,0.8675729104057189,0.00027359843253010885,3.798336318261431e-05
9,29,28.992534118045203,0.0020377739710573106,0.0015193697121733685,0.0027192964921127216,0.9039700488089936,0.5325642658416212,0.6738853625960554,0.6846808770475961,0.951825345023471,0.828251662370973,0.7726697916742283,1.0,0.5952524312664416,0.496550860749808,0.3665870666799111,0.7646301002084303,0.14782764388320013,0.014833777781940338,0.00010264926114306185,4.75383967518117e-05
0,30,28.641200923473612,0.002185179562051498,0.002831501071960563,0.0022153440684045127,0.9831999461765548,0.6474702995928882,0.5922687249446248,0.7202051256353009,0.7291883780431464,0.465918642788641,0.3903411453926847,1.0,0.6569419843344527,0.61565295174542,0.6002016565016934,0.8293370466151277,0.6201522590901104,0.32844062676162145,0.00018898946448481224,1.604086814643857e-05
1,31,29.168836335332607,0.0017230485628900727,0.0019365921114312126,0.0016606840430199998,0.5479313970551094,0.7495126847536374,0.9013917174377716,0.7462579116454251,0.6787804945692173,0.7149498885285324,0.6061047886123321,1.0,0.8152259840978979,0.9240945822363063,0.5865353777457394,0.8773107946617914,0.9960237381187068,0.854301899717437,0.0004138254846665634,4.945159943214872e-05
2,32,29.41381001593361,0.0020788278112315872,0.0020644374496947004,0.001699886427165509,0.5783188294335431,0.575212834140586,0.6898340853734932,0.584928806636974,0.8884431339644236,0.6425531784651834,0.493067848061603,1.0,0.5235872606550283,0.8342126305580974,0.6870180300096131,0.5907772497357673,0.18248735072170524,0.9914158525975628,0.0004995185265437851,5.451181400628613e-05
3,33,28.85931167685508,0.0019727519489261547,0.0017866745488778755,0.0014499402461232158,0.4953033816393671,0.6639498557573311,0.703359479557069,0.5734758317611468,0.7655463425217883,0.6639770123935809,0.7145637905000202,1.0,0.41121057558780894,0.9229762075721368,0.9060137179327434,0.5983682763345752,0.4750208061267205,0.7639518005077759,0.0005264919597220974,1e-08
4,34,28.741550127907338,0.0017967351744945235,0.0018105376277383067,0.0028449786029540736,0.7000242724073111,0.6683102606227088,0.7307839823939356,0.9999819827236256,1.0,0.696321585858231,0.551695312834112,1.0,0.5420569145442055,0.4449986367729058,0.32299494346689106,0.9759772487474788,0.18876060304483608,0.2335249917125656,0.00024834902683490423,1.999090153537164e-05
5,35,28.260048356405626,0.0018693469511326113,0.0015308093314362892,0.0013950827494765838,0.8857767615262877,0.6822095476960576,0.5022123078211671,0.810707981953064,0.5182879316347608,0.6592708745570308,0.864323678035637,0.8693107600406484,0.7816698199564078,0.883572843754781,0.7979433186161843,0.6546437554288516,0.8413346658113595,0.3384398552523945,0.0005031051157128874,3.8787452895483465e-05
6,36,28.78796278119989,0.0019863945921373416,0.0018733468216626246,0.001425204441195982,0.8669376740947187,0.5616742286285146,0.6270730403546406,0.9121226749061022,0.9999998504970182,0.6311689286872073,0.5545053813159944,1.0,0.6509127975262805,0.9503130927198682,0.7761384521160789,0.9776222671042964,0.799668500836036,0.7933604646583171,0.0004093110310438575,3.7280929680083556e-05
7,37,28.878411416404877,0.0025078860613059195,0.0017783903254598445,0.0022661071568422786,0.6826663554899937,0.4980567619980296,0.5637146564645982,0.6948394199987461,0.5650838381371891,0.8195150624967712,0.6535940128224987,0.9514873767906226,0.4802964702383655,0.6506405274434477,0.5313360103670336,0.44154022084843375,1e-08,0.615556630291932,0.0002534989893759332,1e-08
8,38,29.265079539511408,0.002215495878341245,0.002971910669276989,0.0021599282943767784,0.876190617662665,0.5027703666406159,0.5152522306463897,0.8191989080253118,0.6802509978526148,0.3803885243749712,0.2975172046705663,1.0,0.7395490246093274,0.6150581594416343,0.3852736001882199,1.0,0.5641376453425347,0.4851685546931096,0.00029352242064156764,3.778300531476209e-05
9,39,29.35496796923408,0.0024467612598231825,0.0014877614819914233,0.0015937808787697685,0.7105844025767168,0.4671184973544874,0.5082097794273617,0.8251557447829789,0.9887701849707098,0.8333803827808874,0.747034651156021,1.0,0.6040971947367018,0.8883260239712237,0.57810628750196,0.6981752379283771,0.0003743522376824515,0.2958806122321933,0.00034311336258041614,4.154780608423003e-05
0,40,28.948348422050696,0.0015909790818745553,0.0013614623264854853,0.001348787181362443,0.7311227667298034,0.5454831277794946,0.8976330085956515,0.8041640767148155,0.7843139439558426,0.7381185089304578,0.976513367055325,0.4325408294218557,0.6679801909442635,0.7399388144254869,0.994216052589278,0.6536464888079039,0.3016380947582149,0.27681386082762743,0.000855851409092223,7.305043832489533e-05
1,41,28.194374731558646,0.0018215024565451652,0.0015424981919440195,0.001902500019627329,0.814799173796263,0.7448406846843038,0.7608076976710811,0.9974147570062496,1.0,0.8873398693308594,0.7770600947422972,1.0,0.5365779440893919,0.7983248118292899,0.6035355479233038,0.7819541025548483,0.3521323192278936,0.8708470605028509,0.0005662337253964367,8.202292974412995e-05
2,42,28.38580326221652,0.002473555684886664,0.0016427217516892245,0.0014202162843836574,0.5568598544982817,0.5110139517038761,0.4440998554764913,0.7606374896835165,0.5760970486005821,0.7500245481977283,0.6680936552571991,1.0,0.891910580784397,0.7333934387307491,0.9562957426505168,0.8873408237296706,0.3197914572991437,0.41101575412112973,0.00016593216234755959,3.875305894324166e-05
3,43,28.915485956254784,0.0019212164693466762,0.0016436161972240293,0.0014990951217978554,0.95001042193524,0.6001101177907004,0.6223726187152425,0.8546439842422282,0.989704015061444,0.7078671868522912,0.6954720581655613,1.0,0.4403787801759093,0.8524646854869617,0.8071071964299626,0.5967593053269385,0.6367391641360634,0.21847319144928815,0.00031189659746039267,4.954270035140152e-05
4,44,28.49588957940613,0.002387902907310002,0.0024286381820192715,0.001894682053375396,0.8207528258813448,0.5516176025290269,0.4508672078215624,0.8845095783240506,0.530438553647479,0.4876507497634328,0.4940170249344236,1.0,0.5774574965639986,0.7242898165562989,0.577175187799373,0.677639963545301,0.1533286634589755,0.37353579357760897,0.0003233272562032097,3.6571736525436986e-05
5,45,28.71963961004131,0.0021047635788647434,0.0015260583062428614,0.002005856424147689,0.7748666526041632,0.5302733933596419,0.6535090109711358,0.7557954007771281,0.5713193616578452,0.8626955456666856,0.8140393594175434,1.0,0.9628765836276874,0.6350796221690277,0.5090886017459749,0.6410234166435606,0.21451028868053326,0.5674922695345376,0.0002272696577955147,7.42389279675959e-05
6,46,28.549221808121466,0.001853705607069545,0.0013933649613823151,0.0017375130563813679,0.9545901015722542,0.5847749584994353,0.65404447065437,0.7104900168334198,0.8245982007848981,0.858269665212061,0.7770876547703645,1.0,0.835834965430856,0.6284645582685079,0.6823548831864858,0.741470326222853,0.1681345198638668,0.02325404828560468,0.00040138994438670966,6.229966561516198e-05
7,47,29.12057628809505,0.0013695161793159105,0.0019410838734685851,0.0016363177664164286,0.7428703975585853,0.8917855252463938,0.8538845674680194,0.8901115131269133,0.7051331465659195,0.6001378012315128,0.5133371934924224,1.0,0.7528857026211686,0.826499332412934,0.5354900540045037,0.9004870142517973,0.2822647340731943,0.17305039014799345,0.000189031253430616,4.76126092924245e-05
8,48,29.224219345251516,0.0017858669544864594,0.0019720242527836995,0.002069145950308271,0.8836716732122554,0.6462919042038403,0.8729748457076608,0.945397654817354,0.7841454161649108,0.6966342605171117,0.6319407898821106,0.8565623510987418,0.6323777752802664,0.6741354844308598,0.6285705359354958,0.6404879235454674,0.08894852900302236,0.4621871027753005,0.0004430506204278206,3.532031949643466e-05
9,49,29.120922063083423,0.0019557862893905265,0.0019007748278617727,0.002483421563676036,0.9184057001953778,0.4807015086001828,0.7662506922173875,0.8092376180248902,0.6845092156461381,0.6838762570289341,0.6186999344326598,1.0,0.504540921974549,0.5698482839883626,0.44289631385138584,0.7649204979293212,0.42506947234211945,0.12529953048870673,0.0001309889276290832,3.600613756410409e-05
0,50,29.57646221244722,0.0018580095739910152,0.0019350848387120199,0.002314771045246855,1.0,0.6968564630235793,0.7926172216413983,0.5721444197967276,0.8298465149426622,0.7545378419588884,0.5925395194337524,0.9139801851577188,0.9999999576502488,0.6683265031642441,0.42277947763205015,0.6816241157273121,0.5398927863020359,0.4693599510813449,0.0005718888858605166,7.06447291986545e-05
1,51,29.430902930827635,0.0018436875860840527,0.0016736722648987845,0.0016287271680230366,0.7707664249982482,0.649198615652743,0.6615157035813486,0.8694195680203539,0.956956684229762,0.7623327379251555,0.6257498068636752,1.0,0.7652835951415538,0.6814506358286709,0.7469478914450493,0.9999549384682436,0.24315803417338835,0.189571560103914,0.00023586433839195567,4.6606677941596335e-05
2,52,29.045029911079773,0.0017233122340972185,0.0028436903590344786,0.0016063541468965825,0.841519048741568,0.6829466411133674,0.7527539059456838,0.9802541887227963,0.6857838269696596,0.4037217684839121,0.32570868337776626,1.0,0.9419384891994836,0.8313281044837699,0.6103466000410781,0.8589253918607227,0.11137897747828474,0.10972395484418074,0.00016253190637544046,2.6725721002318625e-05
3,53,29.001892265934753,0.0016214607657215052,0.0015179754478494287,0.0017581393189906036,0.8217227976361307,0.7830711397464994,0.7808701231732011,0.6778612122944244,0.8685344886326019,0.809445252679489,0.7536176196359643,1.0,0.6689670707621399,0.584949645804937,0.7937340282760866,0.4644452602531006,0.7617561366074665,0.1392766187009935,0.0004509305163903909,3.9688999520948176e-05
4,54,29.203408473645016,0.0018029036177917288,0.0019472064325470886,0.001646885792466135,0.9020430169655448,0.5196598071082915,0.8858580677246216,0.669738691893245,0.9984738739486662,0.5891268595824034,0.6941809220437082,0.5448572893670406,0.932732190136331,0.7163694500792882,0.8264517930968122,0.8165609969131064,0.9175459279147216,0.005741418698117562,0.0007867542027917284,6.74382844254584e-05
5,55,28.954331559506286,0.00202606426110874,0.0017807358052213118,0.0019191869149682852,0.7135992590873421,0.5116637593234044,0.606248886455416,0.8614752612036118,0.9511757816640308,0.6181534866630263,0.5429905897193547,1.0,0.6917755598000721,0.6827333988419217,0.4271916552514462,0.5638589489209325,0.35424159721503834,0.7815036813272787,0.00030234701860260005,4.6900698462692965e-05
6,56,29.084845295890673,0.0015170922974249155,0.0015189981972753008,0.0023780506677296143,0.9146980512445322,0.5656395627508293,0.9245379158640394,0.6374786635943035,0.6806840408819318,0.825836729454967,0.6570769240395671,0.4215434894353055,0.6743290549166632,0.4853591665543584,0.4558372875567535,0.40004992630017416,0.5867975024002132,0.6422640673768478,0.0005748979467860016,6.723202759628677e-05
7,57,29.20430006867312,0.0016893481045331946,0.0020268300180824594,0.002168778929595772,0.9330990332395768,0.659144309999761,0.7203819435852159,0.8309873083892589,0.8714642239330099,0.5078112922697813,0.5146941571469672,1.0,0.6020332943783732,0.5885086487188074,0.4181133950184204,0.780780544432663,0.4435611470396325,0.5449766593077243,0.00013228389717384603,4.060001106476197e-05
8,58,28.391797845157825,0.0014739408586115221,0.0017351743344998782,0.002474668367053179,0.8763595542620304,0.7991816110884195,0.834501511835124,0.8746053653171693,0.9721986223101544,0.7127761343139851,0.5848222446472667,1.0,0.6193527267976024,0.5336468655526714,0.3834106222690997,0.8036595360881807,0.10382062492480336,0.5737742184939271,0.00025366245124630593,3.616095161329547e-05
9,59,28.534542429826022,0.0018167253988228273,0.0014843146094685178,0.0017259927218577498,0.6552283370480477,0.6197876710593381,0.6881886713634314,0.7449673045473104,0.8911647698637833,0.769101646383071,0.7013747421610345,1.0,0.4925069155735735,0.7285356367076818,0.6022672729079299,1.0,0.40056188851023533,0.8623216892040495,0.000357724119481706,7.871950749932521e-05
0,60,28.862765864664933,0.0014893501215678118,0.0016982375134792507,0.0018190998572308328,0.8249494538138465,0.7916307245558429,0.8497664482932737,0.9867410895392814,0.9639701658405778,0.7603497467541253,0.6340286385254038,1.0,0.4925025435618689,0.7813301672281747,0.5545554326139985,0.9081528850656037,0.24354324649464365,0.7426346687172471,0.0005093853261647352,3.911680589213651e-05
1,61,28.843196374008237,0.0018875510882685465,0.0021966984507506004,0.0016708860643021015,0.9743432094312284,0.6669822820833582,0.7089909952186567,0.786227162667085,0.9802675359499476,0.559174778237363,0.4885324795340416,1.0,0.9001684516271318,0.8281105194046707,0.662416418621285,0.9999988222480556,0.17941277412227785,0.11962575532272103,0.0001623842594021263,2.6550015221560308e-05
2,62,28.56401567962072,0.0016430918779170025,0.0018191997962200836,0.0015818021810750096,0.9005738634387019,0.8107036215876394,0.7581713043758449,0.8538886521843446,0.9119408627984664,0.6895135939908253,0.6262794327973514,1.0,0.6218115952631483,0.7628624048469425,0.8554018399498646,0.5567533564096321,0.4286919602698045,0.4348598296311238,0.0002239341554630125,2.853805717484281e-05
3,63,28.77388445650185,0.0018420858508213511,0.001649944834805683,0.0013985898415844187,0.8320349237551945,0.5657478415507289,0.6112208140390814,0.6401133473517336,0.9999999634295031,0.6372501319770769,0.5712481472954128,1.0,0.8376489142430368,0.8580843090852976,0.6723266614751313,0.8653718791773813,0.4958068707678546,0.859929340997533,0.0002980020881134249,3.8145385340415665e-05
4,64,28.89385266236917,0.0018171774588748855,0.002130264051532216,0.0014857326560841488,0.7153627228069509,0.5541281300361938,0.7452576151535976,0.739789629240681,0.7425829994876648,0.5614128416418873,0.4545956612739985,0.8952337944292003,0.8483171750374573,0.7164505936363317,0.843656596492244,0.811910907638312,0.29371052214852555,0.13714686559939576,0.0003459387808260605,3.573958321262394e-05
5,65,29.012030870095412,0.0014529299705474676,0.002527316671521673,0.0015852479443146938,0.9691261298690036,0.7102565649308397,0.8655723653001085,0.9666664548191232,0.6946967333703722,0.4459751199310924,0.3602131528743607,1.0,0.7753013336626654,0.812321834465425,0.5926875438409897,1.0,0.21750364879113265,0.19266533106032874,0.00012484148594421596,3.711247070864454e-05
6,66,29.0777316386806,0.0015221765598447126,0.002233152603203392,0.0015864236475454097,0.9247044722140464,0.6428399674425881,0.8970620006821894,0.7746687708596742,0.79583997603822,0.4612094065291549,0.44848529103660906,1.0,0.6738562725337143,0.7086021061186537,0.7409417320161139,0.8013910745036491,0.8262357332826822,0.1289917462079676,0.00032252310243230387,3.601649404394447e-05
7,67,29.082394373236884,0.0015780415343925047,0.0012830586815876788,0.0017918994130390886,0.6225801714779066,0.8375780052705277,0.6743213405458268,0.8411814301371218,0.8819966789714926,0.9497415281058644,0.8190522849580318,1.0,0.7483129815771803,0.5460456767702286,0.7104499880960136,0.462406182770901,0.6886389914528775,0.478006848081288,0.0003467039346887191,1e-08
8,68,28.982717372423906,0.0019714957940996647,0.001943070960518045,0.0017566246052371224,0.8650054921494966,0.5371739404208733,0.6642916748618578,0.949611872315901,0.522961696028686,0.5925609473693461,0.6617834736678448,1.0,0.9320081559649418,0.669159886199414,0.6377175180864818,0.510746618974673,0.6406707858735047,0.8687277319985006,0.0005152136283514963,3.5717549921154834e-05
9,69,28.842723309308692,0.0017862541264237477,0.0022791264533193467,0.0017847667879504758,0.6745073383111257,0.6912548434569633,0.725908882080835,0.9999289032218824,0.699384384397601,0.5539812912632281,0.4748907695081753,1.0,0.5002319601974048,0.8123559457769176,0.5986963469579576,0.5807683142228106,0.3284118605616656,0.7517209149788077,0.00011244190433512546,6.627550170740237e-05
0,70,28.69713211051711,0.002098104417171287,0.0018147168847572612,0.0015617085960484831,0.7871672301380392,0.4945362096054394,0.5641120592472838,0.708917895770207,0.809577447253446,0.6118223896002655,0.5616498680765442,1.0,0.5913395247066205,0.6802729113147278,0.7738738050436792,0.9896087616867127,0.7556697995436322,0.8423155245932918,0.000290224822228069,7.428057618757979e-05
1,71,29.09271240620685,0.0014761695923916627,0.0018339499434552038,0.0014230754090078235,1.0,0.766001142149165,0.7582786113364886,0.6842014142544957,0.9713187756478164,0.6173266159309435,0.4956709015722373,1.0,0.9372376088682568,0.8708855033990522,0.579263867634677,1.0,0.05766463974435436,0.627156295276633,0.0001414659417121045,5.8971178040212464e-05
2,72,28.93497827037593,0.001537049308684868,0.0015368412322848135,0.0017861895706035023,0.9595930506765836,0.6854198796410031,0.6938736074544128,0.8494947576755637,0.9987536598666548,0.6818535349208512,0.6563271378130985,1.0,0.8624921802931197,0.6576629386733985,0.4851917658579154,0.4706150887586654,0.6407573110307735,0.01723496487386983,0.0003200638082865304,4.416766139481165e-05
3,73,28.54576494885468,0.0017883493043202023,0.0019320491395405925,0.0026790898102964644,0.840290793310653,0.7044216741880343,0.862092273262627,0.739143881325805,0.7521039364793968,0.6967328879547008,0.6421683421934298,1.0,0.7620205364918059,0.5255364024952504,0.3814201305835617,0.6550444409843407,0.4570705483569856,0.11234065936120484,0.00022031623107876539,3.4480954143212283e-05
4,74,28.512113514375745,0.0021595270154490254,0.002046040955486217,0.001721096464853744,0.8882285901073379,0.6857454261981252,0.5445613766781325,0.7684374392884427,0.5612189103944255,0.6854477630301765,0.5890496332479843,1.0,0.8545100251449278,0.619510598844426,0.8421895827978798,0.9628957838941729,0.6893613964166709,0.232684441305873,0.0003895027008565255,1.6013666480962918e-05
