iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
4410,29.01958944622056,0.0018087338293150679,0.0017543035269817486,0.0017339498597726544,0.89825996102828709,0.64766164118934044,0.74189598926990852,0.72430704213116059,0.74560519516705637,0.66660853992169578,0.71779881174268045,1.0,0.73752456765125951,0.79951319108918906,0.61658879170101422,0.49248649292951385,0.04026778906255013,0.18626099933518792,0.00016455595579756288,3.662673888049639e-05
4411,28.78340897621717,0.0013277829873787339,0.0015308825824257299,0.0019416924247503964,0.78682706681212,0.83005496046868799,0.94501961353398389,0.71808528504349445,1.0,0.75600863679981423,0.61797388954525245,1.0,0.90024820187107935,0.62546885243525829,0.43733074345513062,0.96111841291231703,0.65013159953787369,0.96743361217554369,0.00030325825702243181,7.9254925057392622e-05
4412,28.889345944284095,0.0024084948987709853,0.0015103626720326391,0.0015572980118369606,0.69526390338256072,0.47225652612632252,0.48956668893261163,0.74082137740832976,0.90899168228436855,0.79209657983546544,0.71005567582124351,1.0,0.52703968725545947,0.72635743481294424,0.84313289728136576,0.75137861293424435,0.13315341755914906,0.99396035583774367,0.00027214640398226519,4.5818018114207604e-05
4413,28.44725551736169,0.0018559008112626341,0.0016752796756373534,0.0025261381355302093,0.46587439638005246,0.88681166953454271,0.49881045286148895,0.74107956998587143,0.40600330040322646,0.74130824645425397,0.9636243253267841,1.0,0.85580555447774842,0.48213772737466321,0.4888805176761622,0.90896832109295911,0.28784608021687408,0.18719120289742186,0.00030332056225307324,5.7950265902884102e-05
4414,28.471342844061617,0.0018519422054676382,0.0018768559065527324,0.0018847562141984242,0.78042726357135694,0.49635893285441962,0.7231280575683916,0.53575432090143371,0.54909698703923415,0.6410163700969389,0.52587452665057033,1.0,0.62978265173558046,0.63238557377513771,0.56008102149407191,0.96429314841991864,0.42986032025531562,0.82805631232116017,0.00027076912437273837,6.5588720656373223e-05
4415,28.56467869466033,0.0023118325218580149,0.0021016444077084917,0.0014656169747319647,0.76702824648681189,0.48728200070556671,0.50029623676828039,0.64533050120687352,0.98262060779616145,0.56413348411381936,0.4412009247400811,1.0,0.98455131289139897,0.90696526967072677,0.67768224895503182,0.86280741772360581,0.7855095621606607,0.72384320247964073,0.00036843196490721208,3.3635396713749266e-05
4416,28.568263822818118,0.0015375415161574812,0.0021337338684771501,0.0014576095193926109,0.87655111345108461,0.77915375688290289,0.83088252675438479,0.43012093519769917,0.90759357685938657,0.52261096242652205,0.49215604750456987,1.0,0.62445721941644339,0.8537561865313481,0.8336039781697846,1.0,0.36186965887182121,0.53797637633708106,0.00024206052811093226,3.9658137725551157e-05
4417,28.70736605366284,0.00194688080648453,0.0030281938643413886,0.0016378970264194215,0.64060951628076546,0.64710519159382507,0.65571716097131494,0.62293400933109222,0.6206460507892142,0.38795624453753991,0.31787489677891767,1.0,0.83945329592452578,0.82501640877395177,0.65880431853273658,0.87521400111976755,0.12215675969949552,0.30085689072418698,0.0001535000694091182,1.3730669373601678e-05
4418,28.793452469042087,0.0020985169617394051,0.0018789603615476658,0.0016136656748594325,0.70954480365860795,0.60772226567182053,0.65191484880885053,0.84074363077136871,1.0,0.69224793401181972,0.59249970928844242,1.0,0.4873969926940187,0.91698784705621228,0.72563420138845136,0.80556641346225755,0.51982873632306215,0.79678300440410832,0.00030547212112064237,3.1443703944311618e-05
4419,28.949208178063024,0.0014491666924504321,0.0015531616692046613,0.0018704563905640459,0.72279242331783622,0.91550186521021804,0.84788049472724825,1.0,0.86910826272246,0.84127135161305122,0.76789571944027357,0.60748317978604316,0.73687279730903832,0.72707497904013663,0.58305285380638694,1.0,0.26934535724898462,0.93269743498574875,0.00035191118590066628,5.2371025877295807e-05
