iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
740,29.203869487203406,0.0022261836648229671,0.0027357632087521289,0.0013628106847644594,0.9533875358616154,0.54562127943585437,0.54867288644689316,0.72371800454819235,0.90284417479579071,0.46930606015079657,0.35742655247499211,1.0,1.0,0.99934230249835898,0.8990102350518181,0.71988022857162237,0.45542101958397468,0.7359071269139239,0.00011826744486503893,2.6310637365301037e-05
741,29.32900774366869,0.002153914528838452,0.0022507576624583581,0.0016514964081233985,0.81390618696847361,0.65518507490462574,0.73248876654563855,0.60568034695205852,0.6624229728455121,0.66015139285112157,0.66864679095695179,0.85835899415666361,0.74617404715160851,0.97856129261347857,0.84196845706467016,0.56731544463623051,0.78469131682903992,0.19930317397756953,0.00038627049434902805,0.00010687597266223481
742,29.605994500604012,0.0022874567494996501,0.0031238726878497491,0.0024768737008578068,0.67543888190916701,0.61238619679965767,0.6398611919879138,0.83808010885855089,0.74302295208038283,0.45274345970742663,0.34754278442375797,1.0,0.84077867751371782,0.61550611277783029,0.41352937821803198,1.0,0.47793070306780877,0.95305289530067994,0.00015081862788740574,1e-08
743,29.323536198293393,0.0022716395819820656,0.0023698276724710698,0.0023265253815435982,0.7865337995267736,0.48584850512030336,0.56979738019682113,0.91129471832333853,0.6275423285104158,0.61705704803181827,0.4456689878750007,0.41024798065980472,0.48517153491377074,0.50009713877253481,0.6066791760941056,0.46832609201554926,0.610203035854745,0.097836193479443334,0.00026396469940881406,3.5708740237561098e-05
744,28.79579806925552,0.0015943158807067981,0.0019910065572443236,0.0015182922958946188,0.7085566940779302,0.75201219551673248,0.81203457744864149,1.0,0.77287433809812822,0.65988144051366548,0.53233813250613726,1.0,0.9290791257003328,0.80723697203468958,0.79681833585734496,0.91363803105867758,0.41768378394402722,0.6890075027603928,0.00071808200562900604,4.9609081876733629e-05
745,28.73102176156369,0.0015457311979398813,0.0026789570923106409,0.0024173745291078408,0.99551865678174845,0.84982017460850634,0.90609501646614743,1.0,0.90865500949983991,0.48261560506758144,0.41025943051986813,1.0,0.68247613951881736,0.62127497551563793,0.42756006619091691,0.89425482542817503,0.71899652403154624,0.98237308184818506,0.00023159775020215045,6.6763336769970483e-05
746,29.00019509656851,0.0017895651832423587,0.0016458646400037136,0.0014190418037771102,0.78250759042423024,0.70834024126698036,0.69906592414634594,0.81229292456798885,0.9991578361202138,0.81684885470423219,0.68728603057221727,0.94709971654012581,0.46816674227414207,0.99914303255567427,0.81970190416632094,0.77272015403316896,0.89241398635968339,0.43487680013165675,0.00085255932666999934,5.8338100497989931e-05
747,29.45118291490588,0.001606876049119188,0.0019323075258446121,0.0023070592362008924,0.62041818730833853,0.924244314211635,0.90595604911338401,0.71567288683536279,0.86749087529133684,0.76396752979223437,0.67473873070684498,1.0,0.5993379090303621,0.69362458981538955,0.49189873101966952,0.77777384363983715,0.53561885938164644,0.99742851402718735,0.00041489200687611083,9.5965276353748852e-05
748,29.167601159207827,0.0015609884041538624,0.0028582444995704503,0.0030603592744666841,0.55804018979743686,0.99655257089672433,0.9999266295375735,0.69297466710450584,0.7034108823654861,0.5377492615057522,0.43493489412491387,1.0,0.44371068135089925,0.54102589424953951,0.40987598527073843,0.58704086117540044,0.18760093066064898,0.970308043220376,0.00024048458386088933,5.6833644432430219e-05
749,29.096787076267034,0.0017436644016642355,0.0028086923523124585,0.0018140947858147349,0.99999997260960705,0.67703645373579213,0.79052994942741739,1.0,0.83475626694867888,0.43004097308157041,0.35525466949505757,1.0,0.56407605218143975,0.75543641094317626,0.64913478478744324,1.0,0.84114536443421362,0.84016271846077917,0.00022176178301064331,3.2528532087849893e-05
