iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
2900,24.62453458661416,[0.0019899430236046678],[0.0015445389842733692],[0.001496148088601934],[0.86705531742079889],[0.51916330840401648],[0.60387882502316781],[0.61497370565781873],[0.99999524783699156],[0.71121962212944123],[0.65225467357097011],[1.0],[0.75976532991665291],[0.82974492064879435],[0.67247036038532315],[0.806757320062925],[0.0021596823347598271],[0.001466997639667289]
2901,25.691599686980503,[0.0019545421871223212],[0.0030327955270756379],[0.0017725680053361503],[0.59198231688274572],[0.58434188596620229],[0.80897720286421038],[0.48848965229540703],[0.78805204539813434],[0.40526605094191903],[0.33529691342152701],[0.9983613059768105],[0.77215155830095594],[0.78971398300103735],[0.68961025440365731],[0.63475019864177584],[0.0019545421871223212],[0.0030327955270756379]
2902,27.58618763514724,[0.0015052670579766003],[0.0016925798313722207],[0.0019303628772818771],[1.0],[0.69921630591670136],[0.81632918043086033],[0.92962194044304536],[0.92938303083445983],[0.66256007343345891],[0.57690907759681043],[1.0],[0.87430267326676891],[0.63037581917298091],[0.41020009627936044],[0.99999772273033849],[0.001677631474902963],[0.001813612897511474]
2903,25.20380221801348,[0.0018980977715487568],[0.0020976498936856047],[0.0015682715668979275],[0.86140634546198236],[0.6008958332776555],[0.6155681252224805],[0.81260581509368524],[0.75819649963092139],[0.60033105887920246],[0.44621187855566513],[1.0],[0.59440414821130116],[0.85794373313758998],[0.61413894422947657],[0.63198034478809828],[0.0018980977715487568],[0.0020976498936856047]
2904,25.26414555935867,[0.0017336181618279323],[0.0018934468724648434],[0.002302165034964887],[0.94527668203313864],[0.80188520899876936],[0.76941965546815028],[0.95791519917362011],[0.61336107233521941],[0.70789008184786839],[0.73042180393692058],[1.0],[0.65741658422440752],[0.51557441282937411],[0.67444699771246774],[0.47648449035524626],[0.0016408542234250256],[0.0019051339593462724]
2905,26.434303857623398,[0.001753905669218514],[0.0024217737665950256],[0.0019204027062706963],[0.91635649892159177],[0.71232266025613022],[0.93207826635892499],[0.80265331841782561],[0.44366225789239844],[0.60251518733760845],[0.49496135279644149],[1.0],[0.83141305359203788],[0.64165381820025291],[0.83162134581212288],[0.45663964071538354],[0.0023756621559354318],[0.0017937950987692575]
2906,26.57334398347807,[0.001691223933589947],[0.0017723835104729857],[0.0018028748013368401],[0.60785157229342213],[0.74396331031961005],[0.8194216636627405],[0.95295491397675125],[0.93162510946768107],[0.70765240172262334],[0.62634354330242503],[1.0],[0.62372151466623127],[0.78019252479116141],[0.60328856514241236],[0.95709398547610092],[0.0018244951280866339],[0.0015912590061087362]
2907,27.205402593057592,[0.0023701350213901629],[0.0020318179436370487],[0.0017526293578459806],[0.7090070084467901],[0.51422633815736229],[0.53506415272815389],[0.78454604106885517],[0.8083623597098839],[0.61172392026489086],[0.52144393358837304],[1.0],[0.58420372563074507],[0.82880732779652844],[0.60643203681498581],[0.64578294709689521],[0.0022447484487839175],[0.0022344833476896087]
2908,26.33842399894936,[0.0015109961317798515],[0.0025169304785808699],[0.0014403487045140939],[0.97463915066704609],[0.78742099320472647],[0.83185587128092386],[0.91245089333328888],[0.78655191368130351],[0.45960100503388085],[0.36444882106280629],[1.0],[0.91681319414695683],[0.93809699453395456],[0.62140102915034212],[1.0],[0.001897970364654944],[0.0013210791221824891]
2909,25.64162920952317,[0.0016394820317880976],[0.0020951491820425105],[0.0022433411832781802],[0.97320858693971135],[0.72347663110139715],[0.85307726503943604],[0.93236276488329417],[0.87922514637313443],[0.6292046995434244],[0.49769760772776767],[1.0],[0.81005441149490554],[0.62308356805890586],[0.4036316092882809],[0.76087453063609334],[0.0016394820317880976],[0.0020951491820425105]
