iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
0,26.585132810064135,[0.0022339498653970447],[0.0015043303616560366],[0.0015794036348601437],[0.81810272978271503],[0.48109286815444335],[0.48020222862543377],[0.58103414823629262],[0.79738824312819978],[0.73689607517815525],[0.68902984894512787],[1.0],[0.8452904737212863],[0.76397983561310223],[0.63130862045119529],[0.50075429996470366],[0.0013704322488485854],[0.0014120526757368523]
1,27.064522454202468,[0.0022752781845424286],[0.0014623199437029388],[0.0017072922527550105],[0.66118943388716933],[0.45889249994716236],[0.45968765104102433],[0.82376009895631452],[0.70555271084107507],[0.72447285183016241],[0.73206770681248923],[1.0],[0.93584207118433771],[0.69722785525999953],[0.45504331185030245],[0.62510977320968675],[0.0022752781845424286],[0.0014623199437029388]
2,26.55684053672389,[0.0018467692022892668],[0.0015551968276336092],[0.0013555985013332661],[0.58995171586099171],[0.62379145566293537],[0.79726173951249635],[0.5807712448928285],[1.0],[0.79131488058063892],[0.68594886927138821],[1.0],[0.94816032452257892],[0.99923860265309949],[0.804014393049305],[0.53919486135970796],[0.0015031969117938471],[0.0015026827489222905]
3,26.58794658541849,[0.0014680094686004841],[0.0026817488360239561],[0.0015649101884031014],[0.96885669922824991],[0.76313821462922427],[0.84750611490766281],[0.78233820741397608],[0.81116373611554637],[0.40885975744161784],[0.31204023308738393],[1.0],[0.90183485983404665],[0.8440655426733561],[0.58933585308470837],[0.5301459345031192],[0.0014473592583431616],[0.0019755152476471083]
4,26.480986515296316,[0.0018608236583814719],[0.0020917665510679084],[0.001810635452949183],[0.70798283774865423],[0.60220853639336125],[0.67045563604497649],[0.70791663647718839],[0.97474526266166717],[0.52129411893455313],[0.47487561803364697],[1.0],[0.79118699665365422],[0.75658360468301278],[0.44516377742704305],[0.77036258696185511],[0.0013377601199006106],[0.0016291663550502267]
5,25.42142455940288,[0.0014832611797275241],[0.0020205489255107345],[0.0024689604725415815],[0.9411897844764876],[0.87064858680574675],[0.88575922481303193],[0.90919800004134255],[0.91680678615331235],[0.64689362561655539],[0.52374905204430156],[1.0],[0.53147264974985242],[0.56962593748797907],[0.42823747784693672],[0.74930423002958357],[0.0014832611797275241],[0.0020205489255107345]
6,26.541284155741067,[0.0019959907642801977],[0.002685500311354061],[0.0025477141866068753],[0.70448359277558359],[0.64114899912777412],[0.88913002936248631],[0.95698590579590759],[0.90032529195172839],[0.53844123074554984],[0.46117600464527475],[1.0],[0.45117340755854496],[0.50541175716981246],[0.66939155677403561],[0.93895607874111153],[0.0018093775688590163],[0.0023113841293011528]
7,27.55431728842737,[0.0030632979146462125],[0.0017050049563585579],[0.0016358023891773765],[0.55242137317000584],[0.382305126548388],[0.41516657938130974],[0.53067911823130387],[1.0],[0.703450348383869],[0.68386468191844185],[0.99867320120225422],[0.80316636857668988],[0.86779872226015087],[0.61711705269401296],[0.44209047365354481],[0.001906206850914749],[0.0016965629698683093]
8,26.45365293914453,[0.0019186219824646189],[0.0019792092391910376],[0.0012631046527590284],[0.8483532961353849],[0.54273425010591936],[0.68117136398666744],[0.62355223570865603],[0.53318753460946544],[0.62216915240055881],[0.52238935483066795],[0.86325000153987974],[0.80698373024237746],[0.99997115995135255],[0.91790948028629138],[0.74407395494416628],[0.0020986173883106307],[0.001503965845184585]
9,26.529458030431478,[0.0018670190664606956],[0.0017378353979586314],[0.0013482597181060374],[0.53934298262585545],[0.61707642732352364],[0.75330585160615005],[0.77351230301224128],[1.0],[0.70053171775340706],[0.59012017158875685],[1.0],[0.68807627667742055],[0.98979172776083024],[0.79991718440688997],[0.83406596349194584],[0.0018670190664606956],[0.0017378353979586314]
10,25.570825029950907,[0.0021755391513874622],[0.0014828586272634392],[0.0012271689857665247],[0.70833640769301076],[0.45186165384763272],[0.54700150810668335],[0.43660896313358744],[0.75883446185676517],[0.65338668910469155],[0.80085415548600669],[0.92029379027791491],[0.90467150019801434],[0.94599762974253532],[0.79716627199126644],[0.64850286583860806],[0.00062046517457431394],[0.0016494836433265658]
11,26.12118634037164,[0.001563901019383751],[0.0020276216064324948],[0.0017389882215019803],[0.57708499627452314],[0.84849745958547662],[0.93787718532021214],[0.6812215993576296],[0.81228141729203962],[0.63395399274038144],[0.55029356358063797],[1.0],[0.76432542800573966],[0.83000933217432771],[0.59033205649025067],[0.93978651987837658],[0.001563901019383751],[0.0020276216064324948]
12,25.67261791632271,[0.0016754018923211267],[0.0016287829941114551],[0.0017997749182598333],[0.94048230691935331],[0.54185480542820108],[0.84793800612289338],[0.69973869999880567],[0.7743231796711757],[0.78986047568961071],[0.61085883916258987],[0.94995437467102251],[0.5078453067722053],[0.75450472042965355],[0.53638218564853801],[0.40536886796944194],[0.0016754018923211267],[0.0016287829941114551]
13,26.098711670264272,[0.0022511078544001917],[0.0019832932068404308],[0.001458944834999587],[0.56446195298258073],[0.50726737019127011],[0.54656988735990475],[0.48950717461718551],[0.70685332541452184],[0.61306061921902388],[0.46954885321668532],[1.0],[0.79970175741627803],[0.87609225641180477],[0.72202752390911851],[0.5073051472910669],[0.0026561869251976455],[0.0014786847292042604]
14,24.556529390590192,[0.0015646485541540578],[0.0020254403851621694],[0.0015760211515148392],[0.47722811250737718],[0.77583627229444341],[0.93741934649826453],[0.5066213084971477],[0.81790368518535694],[0.6638056469772522],[0.54065938160761251],[1.0],[0.80109123810485738],[0.90339426836137937],[0.67553389095449923],[1.0],[0.0020465068655783902],[0.0019736191746133613]
15,24.63033724810803,[0.0015027649016404743],[0.0024290619490882626],[0.001812781117463913],[1.0],[0.85449466322033318],[0.99587917544387938],[0.62611026695486438],[0.90547541776073981],[0.53652152955706722],[0.45511064772943061],[0.82526195766492694],[0.99950144499955584],[0.80249797108081999],[0.56202692727929138],[0.971885178944491],[0.0015027649016404743],[0.0024290619490882626]
16,26.82367051266705,[0.0022137597746884063],[0.001989325275766729],[0.0027359793007383781],[0.89890061197728999],[0.58011930949393664],[0.60072551422461573],[0.68617999136834718],[0.91165115455512158],[0.68768727813670827],[0.5721192488675545],[1.0],[0.61308793928505945],[0.54536483980328287],[0.37139615442603835],[0.83513957821003104],[0.0019873544787318842],[0.0012374306891185793]
17,25.541157216463535,[0.0017304377750447797],[0.0023467202811282561],[0.0021271987680507309],[0.95379819388636622],[0.69768071925622477],[0.80470636349371727],[0.91321817495062885],[0.86817322151682708],[0.52126588033863952],[0.46037625540287075],[1.0],[0.68125407505840718],[0.67875863841891981],[0.49380411530821811],[0.70545608493695089],[0.0017438115009396626],[0.0020118751035860805]
18,28.23378442722298,[0.0018673464201541257],[0.0016504648840705016],[0.0019080149249126599],[0.99597797151037271],[0.6980181500657282],[0.85636359586926214],[0.52408002200954018],[0.90960863635574829],[0.89680842628592916],[0.78255879613661872],[1.0],[0.49883550607156202],[0.80464011386280099],[0.71220384418799221],[0.99994783134575926],[0.0017208559618540065],[0.0018081558626144578]
19,26.30497850955445,[0.0023868200008245188],[0.00193517969349849],[0.0015101366469733035],[0.81882700367558103],[0.47685152396085267],[0.48723439779053751],[0.59701297870592407],[0.87711013620448419],[0.62591579879460946],[0.53249808237800755],[1.0],[0.87310574423451681],[0.87985055121060296],[0.69181419007642009],[0.95087429570032378],[0.0016645203585293755],[0.0015793464693828474]
20,25.96870349460709,[0.00194817152290927],[0.0021009455874476113],[0.0015974062097176001],[0.90826786443342178],[0.59978363894059994],[0.70014276365650197],[0.8089639465247318],[0.81066579925864124],[0.61089714187687794],[0.54571251504861762],[1.0],[0.79296236062473568],[0.87754543847082556],[0.75834584011986528],[0.92207827407655962],[0.0025254287610902981],[0.0022109707903459896]
