iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
4300,24.815420144332087,[0.0016317948394370951],[0.0020052226770254644],[0.0013350372992270709],[0.84489320706917126],[0.66023934786847382],[0.86410071220846063],[0.90338387754824978],[0.67583901950084724],[0.57219070825859142],[0.609980281728841],[1.0],[0.88993327360489016],[0.9702802263198782],[0.82654311720437301],[0.55031641570873746],[0.001513392552502657],[0.0015330354462689821]
4301,28.357584891464903,[0.0026286471823236957],[0.0016693147800230235],[0.0014633091330452097],[0.65956409299365504],[0.41574443379008508],[0.43289516458580346],[0.52648006354912391],[1.0],[0.67830435704369219],[0.59140135297782193],[1.0],[0.91405594848170213],[0.86195139680355259],[0.6709053215682923],[0.88092931971320954],[0.0017363113692352994],[0.0014360000887709279]
4302,24.65173000400881,[0.002099778546387765],[0.0018810156621054674],[0.0017861910159946426],[0.9588060318050271],[0.64385654612969367],[0.7043114320356636],[0.96473043186371654],[1.0],[0.76966266137790296],[0.66237101451835612],[1.0],[0.89046761088093174],[0.91710861836503965],[0.63306089203062466],[0.99278832362813474],[0.002099778546387765],[0.0018810156621054674]
4303,27.129591205059846,[0.0018187858331533691],[0.0015187557691385689],[0.0018564439603979688],[0.73361784327324631],[0.63946754496065439],[0.65229975594054879],[0.91038380582188094],[0.81818852244589402],[0.8214894751926004],[0.69372881862131253],[1.0],[0.66397974680389105],[0.74363344723574265],[0.49025259915474617],[0.65911312581465986],[0.0021648530786388953],[0.0014185749719498597]
4304,26.471594110068043,[0.0017997802601391055],[0.0022209167408518415],[0.0019782255647471381],[0.61508954537893579],[0.6070726375066352],[0.94232787012763308],[0.85370156458640878],[0.7849443977004541],[0.66207494269194078],[0.41484251338182232],[0.78540321620762676],[0.60139706208268884],[0.67685181844882347],[0.6615661195239706],[0.98261212823624766],[0.0017997802601391055],[0.0022209167408518415]
4305,27.29322128226364,[0.0015519035252729574],[0.0016887681455871606],[0.0019139556011961711],[0.96416665037289939],[0.63422926414170266],[0.87742141318691824],[0.49124627169452395],[0.86503472645441359],[0.69290583264948413],[0.61422224998711339],[1.0],[0.46472685476012598],[0.68825651994678538],[0.48575400792770629],[0.89947546645898635],[0.0022440598137906109],[0.0016468884763168323]
4306,28.12251590713196,[0.0018573287134858174],[0.0027271081180100798],[0.0024684569287452551],[0.90139127964366694],[0.64233560447486038],[0.7111692680560171],[0.92776135837963658],[0.75125229227046375],[0.44662878599176387],[0.37032857238253003],[1.0],[0.68178340112730451],[0.56147824569738314],[0.38903718114677388],[0.86777399137472633],[0.0018573287134858174],[0.0027271081180100798]
4307,26.83397156780955,[0.0013680290165251074],[0.0024798994400034302],[0.0014553927475441375],[0.95199494420491038],[0.83482675680786245],[0.87234746969084576],[0.99998799606200262],[0.86923795627351463],[0.45125463150746342],[0.35145428473373008],[0.98841046896283991],[0.89659320704568812],[0.89081954009139919],[0.68468512229726997],[0.78592874249315847],[0.0014904272872605095],[0.0014576059939060415]
4308,26.6753788746141,[0.0014627493679408299],[0.0021550040241360424],[0.0015853211099304265],[0.99459852422224604],[0.90920977244944023],[0.64024361728664603],[0.97189185328471561],[0.71848218526562158],[0.47472710644333616],[0.53354238968974577],[1.0],[0.45535259911695708],[0.64151862610833266],[0.9292300279271779],[0.79936495448311073],[0.0014627493679408299],[0.0021550040241360424]
4309,27.487364005157307,[0.0014431498002973608],[0.0026555208432818],[0.001978193971342912],[0.859760049427849],[0.89146529316072387],[0.96009093198824291],[0.57958891124614031],[0.55259068788029397],[0.48126292548394961],[0.38051137361483955],[1.0],[0.83726155651193102],[0.72525163505497892],[0.50746385008595474],[0.7137694717573535],[0.0014431498002973608],[0.0026555208432818]
