iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
2400,26.581047137395714,[0.0019189815973980062],[0.0015706428855245536],[0.0016495833788237046],[0.97976509947479906],[0.70197586024766589],[0.63217476967663866],[0.49116373953234688],[0.94643828333020852],[0.83608962219515792],[0.76501141600272549],[1.0],[0.74268808542676923],[0.92976145861376924],[0.58142289554163007],[0.52796224992169138],[0.0019189815973980062],[0.0015706428855245536]
2401,26.536092526848584,[0.0024777474704026914],[0.0020001857815125645],[0.0016274983322918102],[0.78123613797797731],[0.47808001155228658],[0.48472089020623033],[0.51057623495111781],[1.0],[0.59414901994563973],[0.49678675320150828],[1.0],[1.0],[0.82513026716383364],[0.55106358752633533],[0.90952384434377498],[0.0025502738013064574],[0.001648873820789154]
2402,27.96344048768908,[0.0016949670484111556],[0.0031158700035556763],[0.0014947510930104491],[0.9964108718299064],[0.75726185971143689],[0.85049134241786706],[0.493197542695196],[0.79381467412274165],[0.42712094185288108],[0.3316892384256751],[0.78856433788814717],[0.5658109971182067],[1.0],[0.78453611379714516],[0.60733092504595731],[0.0018810784855835538],[0.0017153733475195332]
2403,24.747366652522558,[0.0017578842372855674],[0.0019953040290116575],[0.0017260653032295514],[0.93683298431021855],[0.73446273833148124],[0.70809469135640435],[0.80736203420495811],[0.97327367318631985],[0.6739962078887729],[0.50093470747119717],[0.57309329138735188],[0.61393803019795956],[0.87675409235032176],[0.5201325893305343],[1.0],[0.0017578842372855674],[0.0019953040290116575]
2404,25.67735919457543,[0.0025234859316872194],[0.0021180546807415546],[0.0017777333649644511],[0.57398232124035997],[0.53888168569794426],[0.53377819019248052],[0.69205360365842206],[0.78998263928414536],[0.63405337312711252],[0.52567986438578596],[1.0],[0.74398607583738796],[0.84650425603311397],[0.53244336727484864],[0.85647783018368895],[0.001785076327688484],[0.0019085497871365598]
2405,27.564764977177546,[0.0018357973179451426],[0.0015673286993919122],[0.0019424565574285291],[0.62698895533822219],[0.62477086979324215],[0.76429605519215515],[0.7046093746745028],[0.77279481350180168],[0.72612385991438255],[0.83174499150997794],[1.0],[0.79834110537584591],[0.7000598071906089],[0.50325321672513557],[0.75080192765460518],[0.0018769043049883805],[0.0015379152308249155]
2406,26.927107113154488,[0.0018988077339643361],[0.0019086798954361384],[0.0017094137846487834],[0.8898893841057387],[0.66414981926331151],[0.69030787347563083],[0.7978474507205946],[1.0],[0.6665314570025318],[0.56567690351494815],[1.0],[0.97316276700896076],[0.82915141196297815],[0.57897391553687405],[0.81863213554920045],[0.001884558170803019],[0.0013822198160733934]
2407,27.161909615245392,[0.0015151602409521625],[0.0019252674635856226],[0.0014054858102616752],[0.79119462924440787],[0.86972436555355759],[0.92810545547879308],[0.70847069821274145],[0.76287151001840137],[0.68110868959706738],[0.59179317517972307],[1.0],[0.67451167564451375],[0.98681512884505562],[0.88577002555464091],[0.41305131783776672],[0.0015606179437491763],[0.0015550830029376073]
2408,25.888124195447265,[0.0018808690372780212],[0.0020898122272533515],[0.0015278678714730209],[0.85311502517403071],[0.6077030302324874],[0.66645580334247634],[0.88453602078978233],[0.91782022748521719],[0.52669304687786023],[0.45402381595467078],[1.0],[0.84312426944791863],[0.82593067544504528],[0.68978330930811982],[0.72319892291494925],[0.0017861380211618427],[0.001448367247271376]
2409,27.31097498255162,[0.0019919261907354602],[0.0019930069270761019],[0.001615052134913364],[0.68294142940601699],[0.61920027151509682],[0.66628252870750448],[0.77914572377841562],[0.82774607395640531],[0.64799983763317681],[0.54734186581419264],[1.0],[0.72005628223265983],[0.87977511634999805],[0.6164822318407257],[1.0],[0.0019941887385943602],[0.0016742289638340679]
