iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
100,25.23167111610687,[0.0017686680317400283],[0.0017181384075806716],[0.0015008901831352062],[0.96620152810278226],[0.66969046113416275],[0.75129556041900791],[0.7477513684310646],[0.96251986720621852],[0.74184101482205933],[0.6448758121666921],[1.0],[0.89191726395706239],[0.92813639463397557],[0.68522699654648211],[1.0],[0.0023341100533069703],[0.001429839301415381]
101,26.412321534892772,[0.0014784517892089677],[0.0019186558346605542],[0.0015998992908758947],[0.58550979361705302],[0.82808025284045528],[0.99739218479279712],[0.81037931306705846],[0.64112519643443089],[0.68989675794729488],[0.56747894319825798],[0.99704585666249934],[0.68028968298885306],[0.66142377404198449],[0.97131312032759842],[0.70194521764670714],[0.0014784517892089677],[0.0019186558346605542]
102,26.791831638559756,[0.0017162111561737636],[0.0014675277063461722],[0.0017014213287684932],[0.99020650434150559],[0.57952053638516943],[0.79760085639786427],[0.53269943012921694],[0.85229863484357415],[0.71008700727315066],[0.82266097442022734],[0.78384319568279137],[0.69759953169350208],[0.69604812401958327],[0.67198415120635291],[0.55601788667035301],[0.00039156980215021564],[0.0014252367178337888]
103,25.228833987595362,[0.0019445897989808225],[0.0023296855144501194],[0.0018293404364909116],[0.91771317797853524],[0.56966987158641913],[0.63727387231019628],[0.74061928722552639],[0.87657837372164593],[0.49888883457205918],[0.41031751516208104],[1.0],[0.89443545056868101],[0.72588533223134022],[0.49708430412040983],[0.87058469070796995],[0.0019445897989808225],[0.0023296855144501194]
104,25.567525083678355,[0.001533684615054598],[0.0022686056658199338],[0.0020300605903039726],[1.0],[0.88287415995350571],[0.97572443791528851],[0.616554246691837],[0.98924028877084469],[0.60533567981524794],[0.49367372415072464],[1.0],[0.66806861536995354],[0.76830617628470721],[0.53338117529869222],[0.61900684546245444],[0.001533684615054598],[0.0022686056658199338]
105,26.594016788329153,[0.0018734250898899685],[0.0023248628809705574],[0.0016348390350768849],[0.92181473755897314],[0.62523733528973979],[0.70367621465274954],[0.77473710788881867],[0.81022512795371515],[0.50410734882354968],[0.43063533827485589],[1.0],[0.84445577601376698],[0.81867599516255263],[0.63267587789576851],[0.95169399414309219],[0.0014615528819405532],[0.0017075394604786909]
106,26.41133499245157,[0.0018266519534904657],[0.0025716018581140587],[0.0019963276935761054],[0.7588907527025156],[0.61619540158648389],[0.73207693261131013],[0.80061534508893306],[0.89178342529520072],[0.4426166124965335],[0.35573945044506294],[1.0],[0.91582586967430812],[0.67270197427726286],[0.45811628112447167],[0.75146567794110442],[0.002364762138430343],[0.0013678165208863557]
107,28.30406152311535,[0.0016634986422714437],[0.0018586059109014785],[0.0015871775363560658],[0.88970976413139069],[0.72358137528677491],[0.82196178315265478],[0.54322601987861097],[0.73298956602348253],[0.69488542981441737],[0.58455717750974845],[1.0],[0.86102891468295906],[0.76480192212399278],[0.75244485605857647],[0.59266274060794333],[0.0028359405189896658],[0.0015439924903821733]
108,25.346864937645172,[0.0019886207968963232],[0.0032671829423634446],[0.0016435690441326534],[0.67881248597699451],[0.68362817921879326],[0.81576045551668575],[0.61567481126123125],[0.71056907082917253],[0.4197614659910765],[0.33726857065912708],[1.0],[0.80858207990985842],[0.95544951764193642],[0.77790736587933784],[0.67048683567096812],[0.0019886207968963232],[0.0032671829423634446]
109,26.13535269501677,[0.0014206337777981637],[0.0018741701089294849],[0.0013368480693868867],[0.95014995296938642],[0.8161379085902305],[0.75306718648655258],[0.89776020923509725],[0.81170169098346401],[0.58779214257323709],[0.4995716808661157],[0.84578504784676967],[0.67095573128732977],[0.92695835566535012],[0.7196710052573021],[0.96668817117053996],[0.0013580504853327735],[0.00081171865262036347]
110,26.18572394419824,[0.0022908767739838187],[0.0019042338909094347],[0.0014119448882788932],[0.9210489866105579],[0.50709610863059273],[0.56019065231877074],[0.74976320461471935],[0.999957198243691],[0.67488657472723035],[0.5664674709151134],[1.0],[0.9800223605980225],[0.99228547293440061],[0.73673163035123523],[0.98721223344721443],[0.0022908767739838187],[0.0019042338909094347]
111,26.48748806247039,[0.0018096864440010907],[0.0017115836470050216],[0.0015209954436681272],[0.76550914180740948],[0.65259476104513259],[0.66431908843061105],[0.71693093224865312],[0.99929782637486098],[0.6894827234824672],[0.57891465593020008],[1.0],[0.73579034250062358],[0.84602892171450361],[0.63470404004787917],[0.99929202533927908],[0.0018096864440010907],[0.0017115836470050216]
112,25.336650182953523,[0.0018203151073342694],[0.0024813253794476187],[0.0017006954589284251],[0.81355551057800513],[0.68994685558042845],[0.67964330092814818],[0.74386867144812208],[0.78779196927892392],[0.49004886792622154],[0.40194887324510392],[1.0],[0.70775851634355913],[0.75109418896818014],[0.66774381293240026],[0.76293609749616276],[0.0019472140065264765],[0.0020563512460533007]
113,25.09261004849573,[0.0021780383298682371],[0.0025997360601084374],[0.0016563548752713264],[0.59934314747722661],[0.56305066900762268],[0.71870489526034664],[0.54343243933815855],[0.64196687556860776],[0.4910485685047799],[0.46238636923073456],[0.99687984496343574],[0.64138213583501047],[0.8958746817840294],[0.74243897342728116],[0.59602655418870398],[0.0025338053550614803],[0.002203570257378884]
114,26.088139470662163,[0.0017737877963335258],[0.0023565246879633794],[0.0015253944607894754],[0.62689175976866007],[0.63469461130602667],[0.81361793537006633],[0.59745500475195379],[0.72814926757187193],[0.51944572801877387],[0.44433904516994804],[1.0],[1.0],[0.91298051502056043],[0.64745888911115179],[0.85705828555407959],[0.0017737877963335258],[0.0023565246879633794]
115,26.146096338165744,[0.0021982768023170451],[0.0021083961081236335],[0.0018937190277347749],[0.86475731536376621],[0.55591992619553732],[0.63922789733181684],[0.79178298041244477],[0.98423956613131303],[0.59682737131278085],[0.5269933659161532],[1.0],[0.91956642883723494],[0.73079515060482447],[0.55044012496465933],[0.72712674192218896],[0.0019280118545696445],[0.0016414134851869822]
116,27.536574571659248,[0.001575340185689611],[0.001974092993192178],[0.0019486298669524338],[0.66922198215857964],[0.72691662494516551],[0.94180119315028454],[0.99485786887653327],[0.61235589342661367],[0.63001438092347939],[0.64244353567856916],[1.0],[0.96905463733202168],[0.65238349561179731],[0.61425654616701919],[0.66354608442423635],[0.0017884368558552799],[0.00154719836259537]
117,28.04112362794381,[0.0020883260950380067],[0.0018125900726692623],[0.0017249211206760151],[0.92677149217665999],[0.52189217341556837],[0.59441979881610418],[0.62124395205337746],[0.79576520223622582],[0.62051923073934567],[0.63346513799765836],[1.0],[0.87333968231823544],[0.67805363277270581],[0.6713647115262269],[0.83532886299156472],[0.0024338050207437512],[0.0013300650209669973]
118,27.585265424892118,[0.001996158473865528],[0.0020493265144714279],[0.0014020528758525996],[0.84769934996908214],[0.59860118436809762],[0.66215888593926275],[0.46790751597388519],[0.83637838883469195],[0.60770015712317493],[0.52313847736359342],[1.0],[0.83101209759813499],[0.93834008853509532],[0.82709311795465124],[0.89572427665687648],[0.0013758672398103133],[0.0016020749013277991]
119,25.86258738322935,[0.0021217035118683003],[0.0019494052828512576],[0.0014843019321741369],[0.78997362528503201],[0.4664498611178397],[0.53610855520224221],[0.58240174481374063],[0.92264536186069956],[0.52119160413337473],[0.46690451156603929],[1.0],[0.99807658662249188],[0.80241362024616958],[0.56745751307526926],[0.79097819461818653],[0.0021217035118683003],[0.0019494052828512576]
120,26.18453503462245,[0.0023557008509474953],[0.0019935054315494694],[0.0019209567286044282],[0.74418563322943654],[0.54550483500776459],[0.57294615830422113],[0.69534134881540699],[1.0],[0.68066590945049377],[0.5410144181685439],[1.0],[0.90563165711408322],[0.76731580942456223],[0.51569406819681907],[1.0],[0.0014957496833647443],[0.0020411321068413146]
