iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1800,24.710471468727132,[0.0018956449950976451],[0.0016445298119870944],[0.001708705997253368],[0.99999982682024413],[0.63517064164122161],[0.68863747774522033],[0.67020685563616955],[0.98452099892811096],[0.74566233260996584],[0.73640439456670814],[0.99971792264236892],[0.5337378300419684],[0.81345037251035646],[0.68924162182422011],[0.7501361673695115],[0.0018956449950976451],[0.0016445298119870944]
1801,26.923336461948992,[0.002026248792553198],[0.0020688749658389627],[0.0024614282932467479],[0.68371292256239335],[0.67501104112532395],[0.76037651945038509],[0.86964688276679813],[0.9976116172933891],[0.6551468452088367],[0.56754088215780918],[1.0],[0.65946403379265806],[0.62428599158115894],[0.4334915836235893],[0.86954971714433626],[0.0016557076902687928],[0.0018626359040719853]
1802,26.94238693776643,[0.0019839146219751136],[0.0020444200943861013],[0.0023414811635787403],[0.86439346991535215],[0.55534278776644463],[0.64716919079329571],[0.75379341071508632],[0.69425258850338523],[0.59701607521509847],[0.5439601832394878],[1.0],[0.73496637739248194],[0.57670982637510304],[0.39046111521410726],[0.56060612136686661],[0.0019839146219751136],[0.0020444200943861013]
1803,26.683029959932835,[0.0022889446724961848],[0.0014435620124849113],[0.0018401791888777996],[0.53468339553898869],[0.51955871254650532],[0.53449892862533288],[0.76658691342593377],[0.96821134679024334],[0.9003524453902213],[0.69539482745906778],[0.81065699004589842],[0.48575563338950184],[0.71514703811310576],[0.59768770631420631],[0.46082648910060114],[0.0025224901948860401],[0.0017427106810734005]
1804,26.42002639608233,[0.0015027851298740069],[0.0015683723876794842],[0.0013268339665192252],[0.47292482464281216],[0.81503842950263306],[0.7812953057327956],[0.69602406066110345],[0.82337110645185341],[0.77915264280059837],[0.63962756118637065],[0.62339261959273029],[0.80500883590840644],[0.94046624308490023],[0.77161424369533582],[0.8986848655301729],[0.001404045825768363],[0.0016323803762612887]
1805,26.050228361765402,[0.0019036236958108188],[0.0025162032492337949],[0.002154975790996938],[0.82981475546418959],[0.6541988301189583],[0.72895119655546614],[0.87973182490061186],[0.93853810562120943],[0.50711610999648726],[0.42032603150246578],[1.0],[0.83607665496118189],[0.69778055117108428],[0.41705553746726637],[0.88508645138815489],[0.0019036236958108188],[0.0025162032492337949]
1806,27.810833160982906,[0.0019076692802937889],[0.0017371063824981325],[0.0013307897686754],[0.56680309290417985],[0.61608236703730457],[0.68060222052103148],[0.59058287678898336],[0.93337081412267331],[0.70941558369786217],[0.60214307923998023],[1.0],[0.71488435833227948],[0.99751569759714875],[0.80878924038740085],[0.54268498070312521],[0.0019076692802937889],[0.0017371063824981325]
1807,25.34972851733458,[0.0012872389060860079],[0.0018038658836114219],[0.0016949205924572941],[0.9987052486077419],[0.80043600427412098],[0.92217857096949118],[0.72442321551466371],[0.81335105852835843],[0.57164886592495834],[0.51814810303187075],[1.0],[0.68236684951918836],[0.71554760376285853],[0.49051374358737287],[0.89559813352249584],[0.0016685160268511412],[0.0018582597676274903]
1808,26.693795579402003,[0.0014201619824488199],[0.0016475390385400357],[0.0017955347691979706],[0.54542352512970782],[0.9167849516457427],[0.95558912737293411],[1.0],[0.68201710095683332],[0.77389745265423404],[0.66782101794090676],[1.0],[0.57982730329037302],[0.71955166985778418],[0.65591308706192153],[0.9998389443304817],[0.0013829083239123574],[0.0016883421259016318]
1809,26.25588378292528,[0.0022477772664530882],[0.0019726446637014505],[0.0017014778747460046],[0.79398402003668467],[0.5012543725426909],[0.60178871017680591],[0.79358931893961726],[0.84285059539901774],[0.61907773500750995],[0.58965158620853586],[1.0],[0.90824710437762579],[0.77853771962746632],[0.6650709969165155],[1.0],[0.0020001131244377079],[0.0016805804706468419]
