iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1400,26.653325571548194,[0.0016876437541709088],[0.0028765240059929198],[0.0017495031456680188],[0.91604757277259807],[0.65832025402861993],[0.8071724555446691],[0.76482293442812077],[0.6380394329850485],[0.37287930537518021],[0.31815003346433446],[1.0],[0.78726390908142663],[0.73300079107019922],[0.54304952999958556],[0.84124977793270417],[0.0016876437541709088],[0.0028765240059929198]
1401,26.009235781518303,[0.0017288104267544346],[0.0019011140216302347],[0.0016411049034678049],[0.70681682491090558],[0.77958354306235811],[0.74955696782288528],[0.44340817611392619],[0.71578912762320424],[0.60110397708902996],[0.68116827408274783],[1.0],[0.61883369090489426],[0.87006035236266355],[0.67816118364221789],[0.53574412079427924],[0.0015861532659799948],[0.0014955541522433391]
1402,25.60803975930135,[0.0015648467491498064],[0.0027855315402215419],[0.0015578432470056969],[0.75480347377326573],[0.81564435227308951],[0.83377160709886355],[1.0],[0.54719492232323863],[0.45643660207044129],[0.37942961224923788],[1.0],[0.78556550417014837],[0.89683105945890174],[0.72427550860637457],[0.67637301344923528],[0.0016118062846842696],[0.002010222716560206]
1403,25.5066482207325,[0.0020004292779262078],[0.0017610691769029962],[0.0013667553021346479],[0.81514263538577936],[0.48774494057700285],[0.73199011830906835],[0.44130196048660336],[0.9614556475813687],[0.56290052511851518],[0.73034786871816437],[0.93584610192970374],[0.78819284140607659],[0.92422822553411921],[0.86902671266271092],[0.94167795090870432],[0.0021275636471372872],[0.0014440515006054477]
1404,26.542898685031396,[0.0016208041900092063],[0.0018025594184855609],[0.002165525311226657],[0.6853222663688503],[0.84594227781401432],[0.84872530189643403],[0.51913551397846636],[0.99994275994921655],[0.73450833022278728],[0.60985703585692685],[0.98445068352645138],[0.79649277992994927],[0.64624605526012135],[0.50197743567573028],[0.51120936181890242],[0.0017932128263100644],[0.0015941651945967639]
1405,26.229169490239805,[0.0018437952546180858],[0.0017634549931588306],[0.0025537862120354471],[0.45634527675216929],[0.65112622579547874],[0.73905836611404463],[0.8259998162161597],[0.69771933723838198],[0.68037715704859103],[0.68051233040769288],[1.0],[0.80144096099885265],[0.53084512311931564],[0.38322064146463769],[0.45533638958984118],[0.0018437952546180858],[0.0017634549931588306]
1406,27.04212805949543,[0.0015573005051137123],[0.0022067432290184819],[0.0013615481508758021],[0.99913726454099061],[0.64927598104360662],[0.87444139605064208],[0.66833139630735361],[0.86393871584592641],[0.47757212557363943],[0.43091076246259885],[1.0],[0.62903735715124265],[0.94664207629404995],[0.70772527271583752],[1.0],[0.0015091843234353308],[0.0015083015096488683]
1407,26.61191206810449,[0.0020372528493706743],[0.0025221781321245751],[0.0015589413225750581],[0.7561395213649782],[0.52894307679932662],[0.5745976657955596],[0.66736901258503745],[0.799798724414575],[0.41857968610347834],[0.34714994721118697],[1.0],[0.63579456101328746],[0.82305089181328372],[0.56645657531356619],[0.82188416082600413],[0.0020372528493706743],[0.0025221781321245751]
1408,25.301848716417066,[0.0028296306704556629],[0.0016295852729921179],[0.0014540224492496368],[0.69384976520151509],[0.41733194949352448],[0.47282927480936676],[0.53855877991997825],[0.62544794629158773],[0.82731025352742105],[0.78371210812707215],[1.0],[0.49582149468339548],[0.99999916002409339],[0.81614337227408607],[1.0],[0.0022651315683592799],[0.0016593026303208802]
1409,24.875395309958613,[0.0016210805526412075],[0.0015601817437390086],[0.0015584914720784271],[0.71735893834852082],[0.72993395176234488],[0.81763854242843048],[1.0],[0.8789818978121714],[0.76234759243796613],[0.77222984584088994],[1.0],[0.90719486931070059],[0.86646478982812325],[0.60850306870194892],[0.67836764334354693],[0.0019680851109291075],[0.00159827654684086]
1410,25.660139402646724,[0.002121330122500209],[0.0020436283937771971],[0.0015210881280738331],[0.83610936154145055],[0.56814238492506597],[0.59761460173519687],[0.43857638260968335],[1.0],[0.60526590495898525],[0.48645451397820799],[1.0],[0.59142445851292391],[0.95585806720849131],[0.61168119308110125],[0.5538907806520702],[0.00172962798869708],[0.0016202316821893881]
1411,26.21368934646789,[0.0018094631458223098],[0.0015809847059821691],[0.00191526590188551],[0.74415653165106221],[0.79526977166552326],[0.73532022487077231],[0.94517009016750442],[0.5109594751021943],[0.89197446278826065],[0.78973126107011971],[1.0],[0.8103998742049161],[0.83805166063232606],[0.45784583581845806],[0.74395878713086205],[0.0018094631458223098],[0.0015809847059821691]
1412,26.560847455490595,[0.0018271295666152931],[0.0021902722712702771],[0.0021454470026769368],[0.68805204671489562],[0.71607943166245747],[0.78123669919611749],[0.81391027849535103],[0.76405954489993455],[0.63586687438720479],[0.52703642705404541],[1.0],[0.89761388164565237],[0.68037654481560106],[0.50853347504209268],[0.60762182215746929],[0.0017865129891593279],[0.0015084044265316621]
1413,25.83729039383671,[0.0017690152743956578],[0.0024083166198996531],[0.0018316177049992888],[0.81066743803070629],[0.64228090991259079],[0.80700024057641628],[0.76667237197387483],[0.86546204312279129],[0.44014786560389901],[0.44844598585420692],[1.0],[0.83855532208547101],[0.67875019658480817],[0.70446517725592062],[0.44329725463790948],[0.0016261105202612369],[0.0016040779022023499]
1414,26.84344431878071,[0.0017685308379833953],[0.0016771408764034157],[0.0021199951447740673],[0.90659859485426963],[0.6388764983057198],[0.81531840755807194],[0.60661274399831266],[0.86927343593126805],[0.77104300878122567],[0.66378294136687588],[1.0],[0.66770472447286189],[0.65067073274824327],[0.45852618863790634],[0.86193404508283233],[0.0017685308379833953],[0.0016771408764034157]
1415,25.07362010700757,[0.002235926880497674],[0.0025038476463489223],[0.0014049560290670393],[0.93468324764023447],[0.53629643534426619],[0.55496664296784426],[0.45247319130384089],[0.66547090190935032],[0.48528585811927227],[0.43489112098897348],[1.0],[0.5375945231929149],[0.97962913228699089],[0.86138725880016753],[0.58565941237177377],[0.0016151045634925087],[0.0015599729747332036]
1416,26.24440165416498,[0.0022342409888061465],[0.0016559587105958729],[0.0022007044467997616],[0.8169301952959227],[0.58264905651410959],[0.64550619749939164],[0.8278051061725451],[0.90424512772894583],[0.84211520092453607],[0.77855544526634746],[1.0],[1.0],[0.69678650291990707],[0.45957353223216268],[0.7250313539185762],[0.0016011060978670111],[0.0017752846874569128]
1417,25.378886747792635,[0.0018249849568092169],[0.0017652997182672214],[0.001654610799584455],[0.87684339332665728],[0.68313396650138125],[0.6765977654149018],[0.9324851774402787],[0.84411885676730725],[0.68243467436538108],[0.62910320350461713],[1.0],[0.89557340171151223],[0.79555554653685223],[0.63318146624051674],[0.5883473615857685],[0.0018249849568092169],[0.0017652997182672214]
1418,25.99498197708392,[0.0019621987681924802],[0.0023199043212450698],[0.0015669156160803555],[0.92251003756114114],[0.58639811674717623],[0.61551517586110205],[0.6630521889181078],[0.994565990572021],[0.50616556171209171],[0.4032545148956721],[0.99270773666429935],[0.79819633109774024],[0.89244476765738412],[0.58585229612168321],[0.81357495151628068],[0.00186035391011663],[0.0016969566725173468]
1419,25.88934594616275,[0.0017500374697877463],[0.0018857037980022362],[0.0027779966849167947],[0.9523226372976048],[0.57162706734755464],[0.75102068209685857],[0.95446894377856184],[0.94371895799009553],[0.62141094964252175],[0.48815574513419818],[1.0],[0.65493786319351666],[0.47277568089277044],[0.2153480445743679],[0.83423952543745683],[0.0016078700292826986],[0.0017921062467646798]
1420,26.11994379077529,[0.0015334855830097527],[0.002080182597958502],[0.0014912611267241527],[0.52893064565842285],[0.88856917382693124],[0.82154907551203116],[0.50283376486678732],[0.57559132410207947],[0.60019045569970597],[0.5590742444145842],[0.86104435602959262],[0.65065858068828597],[0.94228381289640806],[0.66651661084579339],[0.62592371683780545],[0.001486888820993959],[0.0016845371400040499]
1421,26.109155514923025,[0.001783317590877298],[0.0020443300349261562],[0.0014350586440974311],[0.88555883133466884],[0.68833413562678225],[0.89901689958795905],[0.5359607701590835],[0.92445298912778218],[0.62226558280905142],[0.62961811961639258],[0.93368887703590553],[0.68563111789360986],[1.0],[0.96432583436941066],[0.40544442997232977],[0.001783317590877298],[0.0020443300349261562]
1422,26.981325415547303,[0.0015817840966093621],[0.0015710226116771864],[0.0017721308471463915],[0.85895805333340891],[0.84832664787639844],[0.97145950840618478],[0.83675130573376211],[0.57362013809859291],[0.89518407427844338],[0.85177730413087727],[1.0],[0.69896878364646986],[0.85554063744919784],[0.64415036573387874],[0.87184821411749924],[0.0020654917983217169],[0.0017833277239791001]
1423,27.38658662552785,[0.0023835108253996151],[0.0022278108216117198],[0.0016980280930927183],[0.7159424668258989],[0.62643081635496745],[0.58673920887931663],[0.64934159078306042],[0.70016726895677073],[0.65665516663676038],[0.5433563082038797],[1.0],[0.92300030942420097],[0.88491789012665611],[0.78140654531927201],[0.51014695667224608],[0.0021384659937538908],[0.0016176398001176984]
1424,26.867947787335037,[0.0018469710811008233],[0.002052016903789311],[0.0013588602682487738],[0.92604467847722205],[0.66177824086050141],[0.6517174622154569],[0.82006967551099863],[0.86790405729666664],[0.5758029435823192],[0.53426890233400615],[1.0],[0.80124106886874324],[0.9999684233181354],[0.78242575297930184],[0.9780645591535535],[0.0021326143947733578],[0.0018080970860087087]
1425,26.171826776653567,[0.0018267184714324536],[0.0029951671467320362],[0.0018028431965178005],[0.78242161322621517],[0.80993729316208096],[0.8610314647152868],[0.75186816905463749],[0.84199712581745012],[0.50246444688895953],[0.37097763949554957],[1.0],[0.49339264187673137],[0.96378793046897893],[0.66600983999759411],[0.86005404579837319],[0.0018267184714324536],[0.0029951671467320362]
