iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
4700,26.418530436653896,[0.0015858617101395245],[0.0025127117895158979],[0.0013853134493397867],[0.64295145826499234],[0.68866017127374979],[0.81355114657467098],[0.96489110844589798],[0.83380274833798806],[0.41764710247355713],[0.341713191164987],[1.0],[0.4910418541454461],[0.94604694303802117],[0.64316192957961693],[0.80592624165535454],[0.0015462965568235898],[0.0015611978333872067]
4701,26.80547997880444,[0.0017909821730895392],[0.0017165199069166803],[0.002256031264865066],[0.80716851289166214],[0.7098513465775671],[0.75316499125128211],[0.84830663830025987],[0.72043177514424517],[0.79162790558646956],[0.67040368932893502],[1.0],[0.57437688462818637],[0.64941876428098855],[0.44644641745750757],[0.86924793765215247],[0.001742074334135979],[0.0016720236180683412]
4702,25.724197005195506,[0.0018999622278846884],[0.0026302815137685953],[0.0017481993712960553],[0.9761370114082415],[0.69244659996844093],[0.7510188458249325],[0.83376122495197391],[0.99936561269293245],[0.50973557352859322],[0.40450387028770779],[1.0],[0.97992882639571688],[0.93535540284933893],[0.50674196584623765],[0.94409311756853542],[0.0020120577586623112],[0.0018620559134144843]
4703,25.975713739998692,[0.0021448641898073051],[0.0027806645171081223],[0.0019519164952172541],[0.74408158020406578],[0.54039564712369337],[0.7438519428590642],[0.52406332722468429],[0.69799889752825184],[0.4284595764567295],[0.38560031733063188],[1.0],[0.59071216004652349],[0.64835249197014178],[0.69547117713374518],[0.95139279841386237],[0.0021190544454730009],[0.0020463606796896627]
4704,26.19764159991577,[0.002267819347614497],[0.001720463366896352],[0.0024535838203180727],[0.74689275774512986],[0.54223807424651682],[0.49649315072666161],[0.91343823804957969],[0.79843011989160551],[0.76385434967951427],[0.61542326577650308],[1.0],[0.86857886845309185],[0.52501858291451331],[0.3563879157558692],[0.85682936217030248],[0.0016547829060418184],[0.0023797015454550818]
4705,25.51767490075741,[0.0022309234761082597],[0.0025520575959470104],[0.0016077367883789995],[0.50587122729297396],[0.5618024060269613],[0.68584915571228311],[0.55619918957576497],[0.78174688340150311],[0.45456086009455776],[0.4489013541404846],[1.0],[0.57847994328159336],[0.76282462918341754],[0.91569750089834634],[0.90630986751711928],[0.0020086607764864262],[0.0019733822161145387]
4706,25.845664373158268,[0.0018395866037309583],[0.0014574525899236912],[0.0015749512683496114],[0.47068512468336821],[0.62364388512392832],[0.72179680499057863],[0.68190903274150672],[0.95687919500257945],[0.85147037384042545],[0.72123625446397044],[0.84760981152973969],[0.83556185086988244],[0.81948614217061788],[0.6630409477336181],[0.94124834104506372],[0.0013439630698035554],[0.0016397922333526993]
4707,27.800880638405385,[0.00160254119761849],[0.0019100424795083781],[0.0016811920502109445],[0.78716788345833799],[0.74105680400480556],[0.78846969629951036],[0.75229729642532772],[0.80605489336011804],[0.62685903953518374],[0.54857047561130767],[1.0],[0.90967574988991484],[0.75704432927437382],[0.63249366484123293],[0.45908142443146782],[0.00160254119761849],[0.0019100424795083781]
4708,26.803849983435615,[0.0013627099507381168],[0.0025215369371369145],[0.0015263005355702908],[0.75094060574127186],[0.90419715833524972],[1.0],[0.50365446961109828],[0.56707692479588079],[0.46373074605206421],[0.44498558431272833],[0.99752269680898153],[0.75953016187679867],[0.93901569942641117],[0.66590743603911107],[0.53278078799551143],[0.0019735204754733893],[0.001908205564960741]
4709,26.15314170423521,[0.0021297492759495551],[0.0019648682293957886],[0.0018871514626619401],[0.82741573889565301],[0.60872612353973554],[0.70367026164965185],[0.79954171866253465],[0.97742916488072695],[0.71194490224536877],[0.61246373771287455],[1.0],[0.61519021269668683],[0.74535508438692433],[0.75842398677860245],[0.99825499040682675],[0.0023425563427383334],[0.0021593086062441924]
4710,25.99486168833825,[0.002340525692203832],[0.0021667641713418173],[0.0018032459570734294],[0.68315445500465599],[0.60224079992171775],[0.6756990114149648],[0.66016396229583763],[0.60465068938996913],[0.66271007161996187],[0.64959809509897148],[1.0],[0.75564954449182453],[0.71390965540565476],[0.96052663479443079],[0.46172357105531286],[0.0021394772119421868],[0.0024686196603919131]
4711,26.025880527039693,[0.0017084272180019622],[0.0016020838796275694],[0.0017981697772705418],[0.86008620646076572],[0.65558117721038145],[0.65699955172949498],[0.99951437339881366],[0.58295540910401722],[0.69913208180607866],[0.70485274411245102],[1.0],[0.64340223413192987],[0.55078102943483553],[0.72248627042267011],[0.95097402997735792],[0.0017084272180019622],[0.0016020838796275694]
4712,26.59018232535541,[0.0028452998539122976],[0.001806709706093701],[0.0015497462043125854],[0.60611244213691862],[0.42754724108052089],[0.41272146922965919],[0.5970579310918489],[0.88812457055929706],[0.70171008865728113],[0.55418778828553172],[1.0],[1.0],[0.86595081462797285],[0.65154346262085383],[0.78827631618621785],[0.0019953553130804269],[0.0015151699947119068]
4713,26.45838930262493,[0.0015691428568749277],[0.0023364606136214716],[0.0013306200881958996],[0.5848214225209154],[0.8172809188084964],[0.89138817293529249],[0.58998764710975515],[0.76649716706348348],[0.50129432622998227],[0.42115180308270295],[1.0],[0.99855381333750226],[0.9551479273287582],[0.8484412211666067],[0.93334952393684745],[0.0014813888767280514],[0.0014839235003437645]
4714,25.772866617765143,[0.0016299131723006566],[0.0015008561573713886],[0.0013906742501015867],[0.94032998834466652],[0.70342101521089639],[0.73335336926837891],[0.60924071538495972],[0.60844738242435981],[0.79662943355330507],[0.69143158745842415],[1.0],[0.55755825358827449],[0.93092163966425723],[0.72681372892353224],[0.72589065544472642],[0.0016299131723006566],[0.0015008561573713886]
