iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
4000,26.88479631300825,[0.0015265193724850468],[0.0027712703406004291],[0.0014710430999367863],[0.99238421420704648],[0.82468536017739136],[0.8526876829690172],[0.87706416772002993],[1.0],[0.43342852285751643],[0.34548636936361166],[1.0],[0.98912530332413851],[0.99591074164717974],[0.6196051957717148],[0.88311842566952059],[0.0016582617674992806],[0.0013643287851927699]
4001,26.195522309387844,[0.001533423815454904],[0.0016264737608092106],[0.0015778473973032114],[0.58115593144493893],[0.79872563965797194],[0.96641438956077308],[0.56638301672356661],[0.61532969673099913],[0.77669713094479598],[0.72381487750274598],[1.0],[0.90437586298323036],[0.8320972790762482],[0.68499452366875224],[0.77888367188922902],[0.0019486556192025439],[0.0019143637659976287]
4002,25.51838700273851,[0.0020655902643429425],[0.0014974050854210663],[0.0014966660665416409],[0.62916772357780004],[0.45904000269686035],[0.70518218935269961],[0.7329663653651286],[0.99305710386939583],[0.73308473879627734],[0.80446972768764613],[1.0],[0.74019186773667522],[0.92054594626014608],[0.55580285597882173],[0.53929635425698841],[0.0020655902643429425],[0.0014974050854210663]
4003,25.98093350316811,[0.0024481728737737463],[0.0020408186554736196],[0.002096571817053694],[0.58513106545230431],[0.55464867025071918],[0.57689881659311504],[0.55424636837723595],[0.51910920130525329],[0.63092418210057355],[0.64800163907375641],[1.0],[0.60978075583436642],[0.52555028976540397],[0.71038053836630577],[0.79182832113797641],[0.002183971678476726],[0.0019114811727428127]
4004,27.086989886644567,[0.0024658280970035751],[0.0030135317654521598],[0.0021581365975271161],[0.68040474450319677],[0.47353243244962567],[0.52433500320380022],[0.57737462148133845],[0.69265237502785759],[0.38927875417112218],[0.28010192624375141],[1.0],[0.75977596137117798],[0.63956222223367654],[0.43394977427801762],[0.58930556617987806],[0.0024658280970035751],[0.0030135317654521598]
4005,25.873040658942323,[0.002194512012406058],[0.0021464834592319626],[0.0021563682576880572],[0.79748349030078991],[0.50703642379350633],[0.60825136013407544],[0.70115066822124106],[0.97869579131342355],[0.508680922300212],[0.47596542146427123],[1.0],[0.79936903278211691],[0.59466877935392748],[0.43321894354577228],[0.90277967193470188],[0.0019188334195293089],[0.001711376833141709]
4006,26.002703728913207,[0.0021373712039292614],[0.0017840350611860734],[0.0015406669961050001],[0.57831241863157734],[0.47815735485202998],[0.69936784665364859],[0.91255758685058241],[0.77119683184665977],[0.74179371947672401],[0.63055492975860594],[1.0],[0.96209022221995011],[0.73067090486183495],[0.88767877753794833],[0.97817531688096504],[0.0019341323322387693],[0.0015769931867112841]
4007,27.73360654765514,[0.0015693281313347573],[0.0015670944018938981],[0.0019055323130733326],[0.98083254237819562],[0.71368148710651846],[0.80609617536468681],[0.87953352514953775],[0.92935475810788803],[0.80803990364333478],[0.67865243806850162],[1.0],[0.94820020269460592],[0.69831756536234024],[0.45327677460461591],[0.86146770735020062],[0.0019915355044557437],[0.0016150736784216746]
4008,25.618147482678392,[0.0013462399593526797],[0.0019392755627021807],[0.0015348238066326125],[0.75982936161521575],[0.83244935644344875],[0.97194126653910384],[0.89869841083220003],[0.85784898693917633],[0.57650373930027077],[0.48004792265385798],[1.0],[0.63293059939451934],[0.84231011623057028],[0.60622440562337754],[0.86370537270160674],[0.0013500197759329646],[0.0014477338568675835]
4009,27.326012429162688,[0.0013705851681660164],[0.0017383048439733595],[0.0017361404273981695],[0.63761916911483052],[0.8839682739397019],[0.87140808130317338],[0.9362208674970407],[0.89935929576291218],[0.66398667499945518],[0.56987227520181216],[1.0],[0.48859406137904804],[0.74000902519131895],[0.52697012473116023],[0.99292191802599861],[0.0014346150694573567],[0.0013646614127983403]
