iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3800,26.302040514131782,[0.0014015244001508442],[0.0017154006171961056],[0.0021101801129083109],[0.75813870466838551],[0.86203938309374672],[0.86857387893591276],[0.88848771578920505],[0.76476016335544528],[0.68831268860554462],[0.6123953891712034],[1.0],[0.42544954914582001],[0.56242143612970541],[0.56584555230125444],[0.70048997672799762],[0.0014015244001508442],[0.0017154006171961056]
3801,26.48687671341037,[0.0020819543533987517],[0.0021908240021059622],[0.0013301191410136637],[0.63585806087468377],[0.49425402110516037],[0.67670109411025037],[0.64606322375222702],[0.89135992319936153],[0.51759739807099503],[0.40981103941553693],[1.0],[0.66729734738633972],[0.93789048040643719],[0.84302810763460623],[0.51277027179102219],[0.0015459359735597311],[0.0020169712876697554]
3802,24.897433565535252,[0.0027976357929976325],[0.0024878191057559063],[0.00209306704593204],[0.7553396627456912],[0.52429302128115784],[0.55801027501536904],[0.43650189307083331],[0.66353895023093135],[0.62585284838936051],[0.52912887902792727],[0.97162695735286775],[0.85082637805261618],[0.73565981808372138],[0.65870425141503053],[0.99974133667173093],[0.0027976357929976325],[0.0024878191057559063]
3803,26.631010886597146,[0.0025257647580370635],[0.0017486712303904084],[0.0013108951865202223],[0.80060791557591737],[0.45318324688082401],[0.46730828612127451],[0.5539396038311134],[0.981174540304667],[0.68496965032705626],[0.59828303147104089],[1.0],[0.73352849411940602],[0.99615950701503864],[0.78559421699136922],[0.73670781985042744],[0.0015443618007729421],[0.0014186512772084159]
3804,25.279205271803555,[0.0015718370152125738],[0.0019830841288345225],[0.0023741112623408278],[0.58592896477177503],[0.72505187658003933],[0.844027549225153],[0.99486815174442056],[0.99997754418582019],[0.62319738467370112],[0.49824225506068504],[1.0],[0.51885174556044478],[0.61064865775070498],[0.31756679177557967],[0.9579920531704309],[0.0020486886453558451],[0.0013435355000988025]
3805,25.783253947887257,[0.0015961198239058394],[0.0013661880464059806],[0.0013703860207642804],[0.55875175097542618],[0.72452052251601784],[0.77660522612279603],[0.70537005087427262],[1.0],[0.86168640908109484],[0.74543687659787961],[1.0],[0.65970333132730996],[0.96387436151766293],[0.70504199984390326],[0.62736196766542984],[0.0015961198239058394],[0.0013661880464059806]
3806,25.182944913427622,[0.0018391783240624959],[0.0013686362247973816],[0.001493598791098838],[0.89889119330975031],[0.66634416733281099],[0.5701915101263193],[0.58386524751749758],[0.83903113998349199],[0.86749245949586662],[0.81707025040123671],[0.92922937878103784],[0.48826079222973195],[0.90271025516434356],[0.66869750963552466],[0.51845433967324861],[0.0014756750761749093],[0.0017046195701578282]
3807,27.593179418953063,[0.0018897682565308105],[0.0023322945185093036],[0.0031775825869171381],[0.76821941720470743],[0.71026689059104486],[0.8478771074870749],[0.77211764602987798],[0.72066927504359723],[0.59540974811404102],[0.54041509834525803],[0.99999780403305039],[0.49365242124496339],[0.47333004893227754],[0.37289830812024305],[0.656441395597813],[0.002378159368506938],[0.0016761696181749608]
3808,26.481959804153906,[0.0014332537133707746],[0.0017266348182639613],[0.0021625494525160938],[1.0],[0.87431515137382898],[0.94788704902865617],[0.79895567504024467],[1.0],[0.73716567014787893],[0.64314213281093124],[1.0],[0.72244147011428517],[0.65148979377187444],[0.46362591232667205],[0.97104741039743558],[0.001569204478494679],[0.0015836879429866335]
3809,25.345819955327322,[0.0015927047134304262],[0.0020568523527031424],[0.0019847204034612598],[0.86608233078712238],[0.85525798278391718],[0.95838959382934119],[0.99995823665824901],[0.94645676951392899],[0.65486997601861741],[0.64367325930030894],[1.0],[0.69629483005294734],[0.74823106698684139],[0.63935330563417647],[0.90441212096893842],[0.0025301673084145992],[0.002620459688327692]
