iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
4400,25.1932203176083,[0.0015726113225758009],[0.002300209029601652],[0.0019049451952442564],[0.90276598262793262],[0.77191544885200203],[0.8288692954795267],[0.8956944931157993],[0.95232270520383611],[0.57079085151201614],[0.40962446968143584],[1.0],[0.79443289574925047],[0.74983164976705519],[0.52317549347502201],[0.64371089539963688],[0.0015219213791572428],[0.0015354227540334553]
4401,25.135891629888626,[0.0018710204728305535],[0.0015713904229505138],[0.0019499850116834194],[0.57582228251377099],[0.68846945739047793],[0.80981481062040939],[0.69308613476263847],[0.68407134109938972],[0.86753994085796926],[0.78241108688075378],[1.0],[0.9983043736682502],[0.59052029113866222],[0.65778289009794411],[0.79584075279459732],[0.0018710204728305535],[0.0015713904229505138]
4402,27.26796383358995,[0.0013286251489258993],[0.0014396179802602105],[0.0013657811144095477],[0.74711486188139675],[0.97670772100607917],[0.87590784070158656],[0.82744481879164866],[1.0],[0.87555844886289991],[0.61002197604458264],[0.94049856988993064],[0.99554761596694863],[0.81118620667571117],[0.9102285563760858],[0.6151751715785071],[0.0013286251489258993],[0.0014396179802602105]
4403,25.097826382978127,[0.001610403224322432],[0.0024371849496123144],[0.0013114996923731526],[0.9086152678136491],[0.6195302626638044],[0.77605783945832918],[0.71568410308373243],[0.70670684710969867],[0.42543291427396968],[0.36629546613533215],[1.0],[0.49067517570261393],[0.90720759376011872],[0.84266591475585539],[0.86262461389213752],[0.001610403224322432],[0.0024371849496123144]
4404,25.07604544895707,[0.0018175460802959953],[0.0023942642894613786],[0.0016103686337989309],[0.86119038157390748],[0.72192534384937035],[0.7304980427034089],[0.87106046997251108],[0.66074645873540316],[0.557396014309679],[0.43874835824582659],[1.0],[0.6222043396978939],[0.90974978242670146],[0.66105068863775085],[0.69096343192746867],[0.0018071826573769489],[0.0020483383417484458]
4405,27.076900584667264,[0.0015588615402604145],[0.0014952391397784481],[0.0016655540002565306],[0.75072210036383158],[0.68393271620517815],[0.87356155958850223],[0.69626134295960984],[0.75970443806969368],[0.78691691424525756],[0.71429398097715346],[1.0],[0.90565136444372274],[0.82649862381393924],[0.50453151113333661],[0.49867769523107752],[0.0013618665658327034],[0.0014143036801211872]
4406,25.85615495158557,[0.002124678542779368],[0.0015412096177642165],[0.00154071044284676],[0.76136367525859794],[0.5021150475036783],[0.57048545219531022],[0.36513279775308582],[1.0],[0.68149289173315075],[0.70711474603097946],[0.99630981580198097],[0.47538645163511156],[0.81894608268835056],[0.58630503059894246],[0.52882345298215583],[0.0018525399106679163],[0.0017773188207699242]
4407,27.0935404256292,[0.0013945856614951402],[0.002916028115684588],[0.0014197080037876009],[0.91371674029968641],[0.84533412838684052],[0.96588429517021923],[0.74403577215364602],[0.69191477370891152],[0.41606179593575793],[0.32647005553864417],[0.93283149193024895],[0.89268815768495968],[0.78607840822389607],[0.91609427270664812],[0.53128580572674911],[0.0013945856614951402],[0.002916028115684588]
4408,26.314600509822462,[0.0018366781729206028],[0.0023827340421346821],[0.0019722195931329289],[0.89744121885467387],[0.63596702530784577],[0.7182279344596858],[0.57976045443944069],[0.79023438299661597],[0.46789332110128912],[0.43797599484527677],[1.0],[0.82532275010462564],[0.61319788522824881],[0.58465179800735245],[0.46885337898347168],[0.0019053752413428771],[0.0019261149660476096]
4409,26.071944196917563,[0.0022000216819720864],[0.0022812195411208713],[0.0014972316958860032],[0.81311879232183526],[0.5651291951124322],[0.63630933814745383],[0.5848435158946067],[0.92037241804467596],[0.58221685382254518],[0.48027870166572595],[0.95879732614797009],[0.51630169191077901],[1.0],[0.80033528058519177],[0.7503973146515508],[0.0021028844584005668],[0.0025929751173346949]
