iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1600,25.393415011355312,[0.00190426755446782],[0.0019808448694358383],[0.0014244982990189725],[0.89901961930067409],[0.63395925585388024],[0.55341302173241613],[0.90751352324184187],[0.80903325178521079],[0.57661224334775807],[0.52018598242475489],[0.95437650715729561],[0.68745492327840285],[0.96291031507086622],[0.62184226563729594],[0.54974111745113774],[0.0014811632030471977],[0.0014363880527967776]
1601,26.472206363809327,[0.0019538864896132546],[0.0028770310855811831],[0.001664439111231486],[0.63584479861127707],[0.76422250954247506],[0.68142639197538424],[0.58738024915444553],[0.91335138321244114],[0.45176852504368448],[0.34988657898216924],[1.0],[0.88860105250844001],[0.89928476269947444],[0.69871523000835112],[0.84267411163571204],[0.0015119685579720321],[0.0021218940333359027]
1602,26.45803158369447,[0.0016269243593987626],[0.0016351441758470919],[0.0024131331022579361],[0.5788170561223932],[0.5576740882019634],[0.85880721828672568],[0.78248774266901189],[1.0],[0.65889302528661364],[0.56921431294607472],[1.0],[0.56504791415828182],[0.48757236718631497],[0.34738686469952273],[0.72476672749384541],[0.0012379975895973616],[0.0017899488405329067]
1603,26.66011882147881,[0.0014036821670148636],[0.0015000405417840423],[0.0014015490210109172],[0.9625985218176154],[0.77341731819571491],[0.8043723144712871],[0.52528627144027829],[0.8804570858757359],[0.71302996469302837],[0.66266128564128379],[0.91777886747914383],[0.96032904555339615],[0.63798679618669851],[0.86384777617667119],[0.46676291174416296],[0.0014036821670148636],[0.0015000405417840423]
1604,25.543665517665396,[0.0016748900556463608],[0.0022579810292596703],[0.0015095341462912359],[0.85008319133867882],[0.77648064985377396],[0.74991138440153782],[0.65618502859134376],[0.69783018922978735],[0.56896977065227694],[0.48317965954622777],[0.6722095930575499],[0.63724309726900874],[0.96367998083524031],[0.63417812200210633],[0.84675499776619878],[0.0017696241286783154],[0.0015345352195237916]
1605,26.46664924059732,[0.0015588516885285397],[0.0013889524193432257],[0.0021638160454050537],[0.77875404722200448],[0.82596759266360387],[0.88829798493374268],[0.87541481395130483],[0.977134871383885],[0.94503067959361098],[0.87549096873274501],[1.0],[0.85634474355907553],[0.63844966483470522],[0.44976913049348138],[0.93486137352690302],[0.0016339100479771385],[0.0014822780041862105]
1606,25.34845725299773,[0.0020489516836261767],[0.0025680787112165038],[0.0018007822332871126],[0.46821667976656917],[0.5967914570126398],[0.72390171650503476],[0.56268744439593021],[0.87233176482759145],[0.44932430875525176],[0.3937105052014454],[1.0],[0.64168217586105825],[0.79988786506484844],[0.62812716027824989],[0.75223831717284639],[0.0019144699033290524],[0.0017343369950972298]
1607,27.41122045748309,[0.001486928107515384],[0.0015425217716700246],[0.0016095033012428761],[0.82014612705115897],[0.78368161250153634],[0.8325343856162758],[0.76446930980680738],[0.88546635880832647],[0.7838288820512348],[0.66730152908700302],[1.0],[0.64487508706799646],[0.84724820442375193],[0.57942883352936581],[0.77824719317815716],[0.001486928107515384],[0.0015425217716700246]
1608,26.695013825400288,[0.0022501350097955952],[0.0026652317464901931],[0.00151192140555928],[0.55794224950808047],[0.55780171283453606],[0.57767671653548081],[0.53250506076221105],[0.69576579694466789],[0.4247439090339698],[0.37595408312869649],[1.0],[0.87154923907180348],[0.87920076081970355],[0.68267972096148322],[0.81776168630160706],[0.001823604292819192],[0.0022120903318031404]
1609,26.625932346543113,[0.0012880027627276691],[0.0025975832132228982],[0.0014697122992933243],[0.73766663076650463],[0.90571330896543112],[0.95312243665120433],[0.98416674829852291],[0.82351466876978408],[0.4478761503394616],[0.34027301330889304],[1.0],[0.87601055022305185],[0.930002702544096],[0.59606016883460611],[0.77076301972679939],[0.0016068673871191819],[0.0014792541782693291]
1610,26.792532546808722,[0.0015152365576198146],[0.0022256009384557518],[0.0014620245194745807],[0.93328535205220819],[0.68504348067592802],[0.74736713385215392],[0.99790953362187373],[0.75504427531051233],[0.50012017958873289],[0.40022021889851245],[1.0],[0.50497267598976159],[0.8653462399504801],[0.60905056211861286],[0.78158071625896253],[0.0019983627544621352],[0.0022281995442146041]
1611,26.647254128508134,[0.0016169877418357737],[0.0027867027375322317],[0.0019384189393932827],[0.91732351808261903],[0.84185794602980901],[0.90805837849917892],[0.5370027637337772],[0.76738268564333678],[0.51461865592223344],[0.39373095923208351],[1.0],[0.59612775437551591],[0.79528777863011357],[0.61568419674502184],[0.62166433831704659],[0.0016169877418357737],[0.0027867027375322317]
1612,26.30902541907413,[0.0019889554624772932],[0.0019017920015724221],[0.0013650267720387022],[0.54636628642921459],[0.49589052677839673],[0.60347031223779535],[0.88068862184157493],[0.62512428721038671],[0.56085318014500152],[0.50105994424126887],[1.0],[0.99997108377791943],[0.67457997538756453],[0.82666329251107173],[0.87959319767499711],[0.0013561383961572804],[0.0016324474461720251]
1613,26.41548322585231,[0.0015057105187144537],[0.0013966390066991186],[0.002189935993262504],[0.83679784039165717],[0.86416539914092105],[0.69454721071485503],[0.62952760517907946],[0.54514218847334239],[0.9526300340598135],[0.7268048346341861],[1.0],[0.85330843696191194],[0.54445978308149467],[0.43242947908572443],[0.661963353962017],[0.0015622822356257116],[0.0014599158073131946]
1614,25.54197784534202,[0.0015080274662643833],[0.0015856857706142979],[0.0014127836468292299],[0.84053852925856498],[0.78175064946900852],[0.88131806297922155],[0.62684679408697785],[0.76744308174091014],[0.74778306265906536],[0.70440135518352986],[1.0],[0.59938576756872342],[0.95573907913645639],[0.69426103117107785],[1.0],[0.0015674772304270501],[0.0014983802907896915]
1615,27.265158893035707,[0.001703187198496936],[0.0022804691136339428],[0.0019458237496089992],[0.84310756647868612],[0.79602213297449043],[0.82898437779328504],[0.86309036640586634],[0.83385579529738851],[0.6247164182467082],[0.46161622176723904],[0.99956712499114686],[0.52550209841531959],[0.76431155102005233],[0.57531378798403843],[0.9018971663862918],[0.0025442632399406695],[0.0017055366805284189]
1616,26.080193370892214,[0.0018233724853533584],[0.0022641995568586371],[0.0020581497303373553],[1.0],[0.73410684136130677],[0.83240077713206651],[0.74168521109992369],[0.80739834089031604],[0.6590730114247213],[0.51479684662571679],[1.0],[0.88808091671899447],[0.67961451123100491],[0.70625866759546441],[0.64542983695196754],[0.0018928208770048749],[0.0019439982404044209]
1617,25.928252891836348,[0.0014573840671616156],[0.0018082725728608695],[0.0016612133289539699],[0.70103520801474006],[0.77494540646329879],[0.85121656798848078],[0.8528057504210016],[0.87122777849297495],[0.63464146390881671],[0.500782012876831],[1.0],[0.80241007996775571],[0.76328012328686157],[0.51754901877067694],[0.99999999999764455],[0.001896094308825591],[0.0012993917426016299]
1618,26.451829708479853,[0.001776346584504207],[0.0022167082328125032],[0.0018655394868954955],[0.9904407375109554],[0.63655131185111169],[0.7651777707081906],[0.64159127671335625],[0.97052619829465725],[0.54130347570811554],[0.45980514619133644],[1.0],[0.6339490278510127],[0.74570791782871204],[0.58541614498265571],[0.59438640402035736],[0.0015208234541644328],[0.0017168771711409403]
1619,25.54401832751457,[0.0018796528313979599],[0.0020000169269946966],[0.0015487400637885229],[0.92908778028267802],[0.55895450341640496],[0.78358056903921458],[0.76110693089039905],[0.8765056137571392],[0.54982569204222387],[0.64827891226136736],[0.86203696354358139],[0.9710224839607966],[0.76798226950464643],[0.85822408379807757],[0.93126613798100077],[0.0024908995335083395],[0.0016990125730597661]
1620,26.247941471777523,[0.0021789670771061309],[0.0014600701043432918],[0.0029009981506417093],[0.94050297716465092],[0.53635447512893342],[0.58965865211676527],[0.6069231519669358],[0.89925798213249153],[0.80138602497196065],[0.99464608076403982],[0.92250788403765449],[0.51595354228106582],[0.42594122391521044],[0.46180862989472388],[0.53118296838431478],[0.0017769171561253794],[0.0016203462525579693]
1621,26.065576757659688,[0.0022727722867432743],[0.001738960926179367],[0.0020088304755113695],[0.50976421093285817],[0.53983543950046886],[0.64993113724340368],[0.83414375395257334],[0.93205041354252449],[0.78557438295658244],[0.62620697302891415],[1.0],[0.47871688911729415],[0.6289119867606312],[0.73407122092045307],[0.46727555852885988],[0.0016310094253220719],[0.0016089329857806867]
1622,26.98182423388367,[0.0015197393832790951],[0.0019465644565156981],[0.0016493091527619574],[0.8978892192865231],[0.65483516513451001],[0.78309811592343448],[0.87630588324610881],[0.86927889376663592],[0.52836002601542975],[0.45657986372226794],[1.0],[0.68046872768877187],[0.76145422500640825],[0.47290018060978423],[0.5603907993178705],[0.0015197393832790951],[0.0019465644565156981]
1623,24.73676799214899,[0.0024476814402786817],[0.0020312173181300519],[0.0015976051112821521],[0.50436991308378953],[0.42991995602587224],[0.56478314746682168],[0.76293623074297856],[0.67610349768597988],[0.57119001436553662],[0.52462873452325776],[0.9429800441247389],[0.83883549380978384],[0.64317385992081055],[0.87299835483856403],[0.84593081599098019],[0.0015859093463492235],[0.001371884738110174]
1624,26.89183326356524,[0.0027881218340758962],[0.0016890392925927866],[0.001789228623221617],[0.79275894035698313],[0.42800417262655932],[0.43782019634587771],[0.59626344300241874],[0.99963244310951793],[0.74379531623637851],[0.65368458298945853],[1.0],[0.99622147640290548],[0.76764251935962036],[0.58220818533951624],[0.91103808241647588],[0.0027881218340758962],[0.0016890392925927866]
1625,26.900579169470664,[0.0015828318170535427],[0.002089355804952675],[0.0015513210811048395],[0.92329580636675268],[0.84326528080672825],[0.94162122375055501],[0.86774941580475384],[0.86221749723127061],[0.64873258890371222],[0.57945846235473231],[1.0],[0.87211377309011828],[0.94836062677178967],[0.77655277177509852],[0.95940944003776407],[0.0015496842790481691],[0.0016029495433389496]
1626,24.860451595458613,[0.0016063126394513239],[0.0025666452698671072],[0.0020756642730509478],[0.64197212752847987],[0.67061146525596493],[0.84539978041779429],[0.68789377967861709],[0.66751942959314114],[0.4589699414826921],[0.34712163133960028],[1.0],[0.58951914693039165],[0.57456970721995082],[0.5216795050747336],[0.63350853710204902],[0.0016063126394513239],[0.0025666452698671072]
