iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3900,25.527248610706387,[0.0021496306640982343],[0.0039640710180539607],[0.0025912316182394313],[0.99990282816294629],[0.60092396392785719],[0.66961406227027997],[0.71349231441035488],[0.59027078465327876],[0.32174436733508105],[0.25240476265118605],[0.99999965766452847],[0.8189329616881057],[0.56672740459777182],[0.41193028969187262],[0.80624255455968141],[0.0021496306640982343],[0.0039640710180539607]
3901,26.06022380152154,[0.0015407772434365419],[0.0016131219355043913],[0.0015127138120454853],[0.74784304377669275],[0.73002445206970701],[0.76636154111185983],[0.77539372736241585],[0.92015435803831069],[0.71792405043237917],[0.58564057826081461],[1.0],[0.55580891289227796],[0.84258851294892301],[0.65427098672869877],[0.54224302881053899],[0.0015557259122186418],[0.0012420272538910537]
3902,25.382715989384536,[0.0019135313771259654],[0.0015776031035270033],[0.0021304956077589643],[0.85845751404868986],[0.56906158694639131],[0.69045867478380063],[0.89389278550750917],[1.0],[0.7967015369793744],[0.69809549353593936],[1.0],[0.82615229959921643],[0.63669572561866294],[0.43146421393675466],[0.82624359612379061],[0.0019135313771259654],[0.0015776031035270033]
3903,26.593880501297335,[0.002130939435692536],[0.0019815473762304636],[0.0015283323042128982],[0.88772768277660186],[0.53538532385437188],[0.56317132406622428],[0.82239309721369014],[0.99992615561214104],[0.59500842352825556],[0.52372031904222871],[0.99905687218577954],[0.77457272704716318],[0.92359793972114446],[0.62878649938857578],[0.70406559133135704],[0.0014373657644138338],[0.001797302340369733]
3904,26.659121845395465,[0.0015814517352716884],[0.0015418215295353033],[0.0020891787762579161],[0.92167944734017038],[0.82848147975607245],[0.9407511857280384],[0.67033512062857092],[0.86078294264619615],[0.85360577533886228],[0.81446804350034563],[1.0],[0.58273763422772862],[0.68880316000125252],[0.5962393879125093],[0.49148193215111369],[0.0015814517352716884],[0.0015418215295353033]
3905,25.676331546719524,[0.001657238409130346],[0.0018290007498433236],[0.0017235752587854702],[0.86000399473200062],[0.7821409721145941],[0.8061078282433467],[0.98890887533671923],[0.73228893521914007],[0.56726594714350631],[0.76856308377905513],[1.0],[0.90947666994418208],[0.90414775366460409],[0.43014663991283608],[0.63819999828496465],[0.0024422001849734865],[0.0014022809663409297]
3906,26.41561245603416,[0.0017219570516744942],[0.002204657799417753],[0.0021659029890911397],[0.79299980539877257],[0.72185254068336657],[0.82654110403991377],[0.97051794549222148],[0.8600676695546442],[0.60567101346920194],[0.50131397517109311],[1.0],[0.6913218773748997],[0.68781466335427954],[0.47211357070244281],[0.5607533147181234],[0.0016144899331115292],[0.0018249655996331327]
3907,25.93781957744484,[0.001786710313619766],[0.001519352112202943],[0.0019850575332305831],[0.71940692569851494],[0.61714692473016097],[0.72666526900063022],[0.91941469202275816],[1.0],[0.75217693947988551],[0.67060196408158912],[1.0],[0.77354197247568957],[0.63818860769242103],[0.43477993399727338],[0.76552103348464395],[0.0015664226378498403],[0.0013333061012780201]
3908,27.351456655731756,[0.0017222687421075689],[0.0030428167084933233],[0.0017123087499827383],[0.74405482048492888],[0.70921834526728167],[0.80277162123765411],[0.81513195126108418],[0.630317716382923],[0.40975695630979314],[0.31273411534876128],[1.0],[0.67070347247101225],[0.80846435080939494],[0.65343938282893321],[0.89561228593093256],[0.0016675326184006356],[0.0023722887126305103]
3909,26.53628272093493,[0.0018579410171709054],[0.002201592749686121],[0.001719046690525583],[0.79178105126444676],[0.72586370359452168],[0.78141488279577542],[0.56948589749494904],[0.73359572571973208],[0.609003364375033],[0.54796738867540784],[0.77521429399897457],[0.91610041493981842],[0.86526717071533987],[0.66824238054561691],[0.54756043527978138],[0.0018579410171709054],[0.002201592749686121]
