iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
2500,26.92488080139185,[0.0018829297995218153],[0.0016284549025147865],[0.0019801332263073568],[0.9324702274632255],[0.61798204671447055],[0.69365792418352923],[0.83871342962130391],[0.99871646762476274],[0.76443817207486786],[0.69995394053278503],[1.0],[0.73707972724106663],[0.68055221772267183],[0.55114391273570573],[0.85427346231142498],[0.00055471123202238681],[0.0018552103626931493]
2501,26.077158407732888,[0.0016670328717224847],[0.0017631241271952591],[0.0016799580695803229],[0.90223849783096355],[0.75832976314519485],[0.80126710065932583],[0.97187964443481434],[1.0],[0.71977324322109526],[0.61960214780926071],[1.0],[0.77045856622901909],[0.84449917851082845],[0.59535640524424382],[0.81969060116986114],[0.0016785150657530057],[0.001569844765131112]
2502,25.809343653284582,[0.0013527251910513405],[0.001994125022865223],[0.0015926593533408528],[0.77775432340502193],[0.90172041002461767],[0.93971116587889836],[0.48560673637393731],[0.87456388285762598],[0.57221740645015751],[0.50399115830315167],[0.56144215692959576],[0.65830168151882629],[0.73910135942416288],[0.78369421955955954],[0.85706493971126285],[0.0019285760787800532],[0.0017260679938613799]
2503,26.029225890136118,[0.001487601265579952],[0.00218501760129447],[0.0015661802868276453],[0.82655863009813979],[0.87391776760190643],[0.9002904730933643],[0.87631547129053677],[0.54419856364561014],[0.57869771280093163],[0.56071777449222171],[1.0],[0.46105928483166753],[0.93687249148923391],[0.66324612141234551],[1.0],[0.0017712799461855888],[0.0015784968579748426]
2504,25.337142631013496,[0.0016874215939002291],[0.0023348261437848294],[0.0015438994266339656],[0.6769227652733576],[0.78432884974794848],[0.69830041619104277],[0.70317860697752477],[0.86316003729536628],[0.48172688142151865],[0.40214858155343214],[1.0],[0.5822151884162724],[0.77630300805414953],[0.85679931514846275],[0.53379857119951646],[0.0016874215939002291],[0.0023348261437848294]
2505,25.743118142808193,[0.0016240988126724476],[0.0025447941682559261],[0.0014393649644561801],[0.99206437164919359],[0.57449252287260022],[0.64639958854541057],[0.71002192039953771],[0.7093589727953058],[0.35090357380552661],[0.32024739021483162],[1.0],[0.8302601843890971],[0.807000386471736],[0.53449554844095093],[0.95762166323270592],[0.0013240924312994951],[0.001800829501079293]
2506,27.349582512441476,[0.0014639894332342251],[0.0025892359210775706],[0.0016968820807966578],[0.77549071888968435],[0.75033193635406537],[0.88451370407970387],[0.94413257532092509],[0.62737461167538666],[0.41542992872034068],[0.3567140349291204],[1.0],[0.71917518007712511],[0.71771337962165083],[0.61467813727187015],[0.5416840461800364],[0.0014639894332342251],[0.0025892359210775706]
2507,25.807183321528168,[0.0020471905862342044],[0.0022399484092981981],[0.0016505404786517075],[0.88343666554545752],[0.60458523249761398],[0.65898561314518478],[0.56189285098833108],[0.70908915522733929],[0.54672823530849124],[0.5304825326654049],[0.99947606611991002],[0.90601408812941875],[0.87132062938725063],[0.60710871406985134],[0.97488551945167123],[0.0016542797301639101],[0.0017697138118944467]
2508,25.480668223106747,[0.0018074074839663501],[0.0019450067760053424],[0.0024332969169539309],[0.66149513386598446],[0.62269574584557308],[0.72313398786295191],[0.79595983382321278],[0.92931651559138773],[0.59513115328175181],[0.51697782382561763],[1.0],[0.60572089044100053],[0.52933628289538237],[0.3614810898970412],[0.85765163307913761],[0.0020744185250116121],[0.0018241385019487355]
2509,26.33983618460006,[0.0022462694195848898],[0.0023924926037779959],[0.0014205124163291227],[0.78571435755872798],[0.54939505884859918],[0.64494086089295066],[0.49624046647786357],[0.68728248417316251],[0.49664008020844486],[0.55330586480429722],[1.0],[0.62491437288074136],[0.98953053903793653],[0.96884859695820491],[0.56781986172025867],[0.0015854904525081093],[0.0016402307826922091]
2510,26.35179762051361,[0.0017432059358417074],[0.0022737314960795119],[0.0018202735544325388],[0.9997487410851893],[0.73164816829418877],[0.81497679119913102],[0.6437620733988374],[0.76845851088930395],[0.56016395982663281],[0.52300761193388079],[1.0],[0.56227235368717088],[0.8354440492156967],[0.60099799858520675],[0.49955028084182734],[0.0017432059358417074],[0.0022737314960795119]
2511,26.65228823005704,[0.0015041406668484525],[0.0026881761662084225],[0.0015882170729480949],[0.80664993088333392],[0.76155321132987175],[0.91553714963017208],[0.97752799093579235],[0.73605751396110475],[0.41223685329061999],[0.36106881479787556],[1.0],[0.96894935267422899],[0.830342606526425],[0.63070013907162958],[0.5464400430932782],[0.0019266319293231304],[0.0014037241205205886]
2512,27.050986363211692,[0.0018721948767984609],[0.0019511333018350507],[0.0016549986079495427],[0.74371176705308817],[0.64877685147756081],[0.63827652983969152],[0.90196476124005232],[0.831577769643288],[0.6131354681667841],[0.59418926973547226],[0.8503989839683741],[0.52775605458841557],[0.67191285521237454],[0.84341646953011096],[0.69951034436662174],[0.001370896485816564],[0.0014287859778734369]
2513,25.222422687442744,[0.0013965629357126641],[0.0015591757696074016],[0.0025905177169119886],[0.76730632320635728],[0.81777763877773046],[0.89674335476267508],[0.99972821843557402],[1.0],[0.78353569517163524],[0.64021415126823999],[0.99922228232805332],[0.54832187860892379],[0.50510799332109002],[0.3348256603041041],[0.91667122708984694],[0.001383431525363632],[0.0016289494928798387]
2514,25.180467926265006,[0.0020722360878321355],[0.0017565944601396488],[0.0017339943656261569],[0.92610077624316323],[0.54921135931655685],[0.4569333094027852],[0.80511456355658528],[0.77739360331126517],[0.58997746847947596],[0.61004489597773393],[1.0],[0.45292278609113074],[0.75748269853476891],[0.47395761923598234],[0.70850940065834922],[0.0020722360878321355],[0.0017565944601396488]
2515,23.96555166318287,[0.0014077919190163546],[0.001682868585714703],[0.0016867840829034586],[0.78502464240024339],[0.79733243985097924],[0.91536010679792024],[0.46022196333092874],[0.94939278645473357],[0.68650072082004521],[0.63216135420464048],[1.0],[0.52920614608369365],[0.75409454347714],[0.59059570502464698],[0.94041483198056008],[0.0014671508955080292],[0.0014437056446258145]
2516,25.98839041202223,[0.0016107147552607004],[0.0031980878117226497],[0.0015363345421177677],[0.99774367012706422],[0.75859555593399675],[0.76318900768283093],[0.96605402754851188],[0.75741014507527149],[0.36816336902745356],[0.27155746365498057],[1.0],[0.86922562556636795],[0.89763174807402679],[0.64662992871750169],[0.96072957913242818],[0.0016107147552607004],[0.0031980878117226497]
2517,26.62392708894197,[0.0016612901616321896],[0.0024002553358782874],[0.0022775668733402421],[0.86862852450108274],[0.61357388951636838],[0.88842779430390939],[0.97637932237104896],[0.6096252872534601],[0.52326373600440967],[0.45020729294663914],[0.99998306073953813],[0.46441563897988447],[0.61348804441617033],[0.48913242124131262],[0.732244340305927],[0.0023296151252937825],[0.0015272631649461688]
2518,26.912433890656185,[0.001747563541893149],[0.0015008801619343926],[0.0017830451436188222],[0.83827945539870341],[0.59848704196913427],[0.69889527146134145],[0.53776556678480603],[0.52607913472885681],[0.73783724918290683],[0.77594987047514041],[0.97170076793327143],[0.45730828429982839],[0.71574191336725757],[0.50494759760645436],[0.77659566964776272],[0.001747563541893149],[0.0015008801619343926]
2519,24.76693889523981,[0.0019840085606498414],[0.002153367676087814],[0.0020791261299703545],[0.94065230623966101],[0.64178395944254074],[0.73147835643826564],[0.82306723783817504],[1.0],[0.61550800010969731],[0.5218169209939455],[1.0],[0.90475755130640301],[0.73229437503148853],[0.5020682702025242],[0.99760247553829073],[0.0019840085606498414],[0.002153367676087814]
2520,25.63559966773334,[0.0012761503554017395],[0.0020975138236553059],[0.0022308014960468192],[0.70858075333318604],[0.87387553224198389],[0.90920705073563912],[0.99462949911246756],[0.66747961448286974],[0.531129472795274],[0.4308877664865326],[1.0],[0.80987056410753677],[0.54592468825164919],[0.33109255496755052],[0.82661102484773785],[0.0012761503554017395],[0.0020975138236553059]
2521,25.88056172589071,[0.0023173514201926815],[0.0019254155530279982],[0.001656478122609828],[0.4847784473915544],[0.55562992900503416],[0.64302399132897159],[0.44725524189786342],[0.83122072796199964],[0.68795483920518996],[0.60811619170393238],[1.0],[0.97046560304155294],[0.93308305719982254],[0.57954844430889008],[0.75713433049890266],[0.0023173514201926815],[0.0019254155530279982]
2522,26.33498243624042,[0.0015204170347991597],[0.0023762730911113805],[0.0015327659213192346],[0.96125116261247578],[0.71237380171376441],[0.79180873540446006],[0.87812887099590509],[0.8157133023219667],[0.44049347914992726],[0.36015926175627366],[1.0],[1.0],[0.81195268968767031],[0.56353165982107445],[0.65877729178805955],[0.0014185268163189324],[0.0020175950812569288]
2523,26.116091016971325,[0.0015061122592511245],[0.0016158197961711473],[0.0015805917840400197],[0.78069341895954136],[0.67474091252379531],[0.8294245354316685],[0.58674849314763966],[0.98583914814532525],[0.6445714616267475],[0.58679184773324344],[1.0],[0.85266137751257853],[0.7659171317560387],[0.5536564564639993],[0.54987916938998782],[0.0015736605212191557],[0.0017989358503973651]
2524,24.294321522471396,[0.0016221455327263268],[0.001543640559422188],[0.0015187710895640527],[0.85225716742372959],[0.68329913211824833],[0.75777933947975773],[0.60111874246817787],[0.72487843316423239],[0.75052726810457793],[0.66535796391755908],[1.0],[0.98922683934364319],[0.85933377136876032],[0.55311767653716082],[0.5181181296552364],[0.0016088150978755822],[0.0016969567900644855]
2525,25.997497102744813,[0.0022554521860606025],[0.0017046387715959344],[0.0015343783807442168],[0.6785072577605451],[0.4782183943683595],[0.58201944165563368],[0.5425989004150964],[0.91012483617067252],[0.69614610632109697],[0.60886949025092585],[0.9817934678147564],[1.0],[0.8521582048351638],[0.61973818086447807],[0.48768612255301913],[0.0022554521860606025],[0.0017046387715959344]
2526,25.938272389494728,[0.0013461839326062153],[0.0017665422835635436],[0.0019821895147358881],[0.69352637086478519],[0.9015766746817041],[0.98877831560440033],[0.83459963412230231],[0.91043144745230586],[0.71006453462624564],[0.59106570512502798],[1.0],[0.9467558053017695],[0.6025203196796568],[0.55103630977964502],[0.51313194253502592],[0.0013461839326062153],[0.0017665422835635436]
2527,26.030985843980083,[0.00153093144177191],[0.0015441453674782668],[0.0023792492153805189],[0.93959635063891767],[0.78856026291509518],[0.78451816475959069],[0.49997698306770261],[1.0],[0.78582469203427752],[0.63888006199901315],[1.0],[0.833179430407049],[0.52051968929432957],[0.39421824050539273],[0.50737237802511692],[0.0018713731102659725],[0.0012980464081411291]
2528,27.757690603419327,[0.0017386590445826466],[0.0018750011731376026],[0.0015593738294992221],[0.77431428185263007],[0.73160906891777544],[0.7402542963391755],[0.76090854890035842],[0.94331518585036855],[0.70700636812488149],[0.53863477960750394],[1.0],[0.60281316067516111],[0.89199287660879101],[0.71616145025694933],[0.86556169921793802],[0.0018017343413714304],[0.0016508288861421527]
2529,26.978589125327378,[0.0019372956808272335],[0.0023119825917924386],[0.0024740865078022312],[0.62838417041612282],[0.76261909199135913],[0.77363422824075778],[0.57358345383654152],[0.60838319690540199],[0.6344712904759654],[0.53553225868884136],[0.71431022882373807],[0.45018312385631548],[0.62177551028407629],[0.49804808045372145],[0.59336665024497137],[0.0019372956808272335],[0.0023119825917924386]
2530,27.631754036709903,[0.0017523617484822007],[0.0018790275500364939],[0.0022963450013958053],[0.60240485845920344],[0.78132341470501399],[0.8058586615027683],[0.62324620047839396],[0.65539958945098387],[0.69798263936791405],[0.66866698523114354],[1.0],[0.5242614455147544],[0.63176372044215801],[0.51940067701117487],[0.64607171390677731],[0.0017523617484822007],[0.0018790275500364939]
2531,26.102397149232672,[0.0015949514513353691],[0.0020349687663620553],[0.0023561464037754054],[0.56214762343652536],[0.77719624422170464],[0.98127621383875807],[0.63314336104197155],[0.46697049679601749],[0.57999904020506965],[0.65553025045143576],[1.0],[0.54781683046815932],[0.58782453282642033],[0.52181789566441605],[0.41039471274919426],[0.0016344931698082377],[0.0014709767999341872]
2532,26.010821701390768,[0.0021150985151674462],[0.0016230381331525656],[0.0013762641953731225],[0.85141214590152869],[0.53916529363455112],[0.57972369017583125],[0.81075739483717646],[0.82411216942483145],[0.77113413123632291],[0.6495148482296762],[1.0],[0.82986154692827352],[0.89046249636850228],[0.89972328284190128],[0.51389519413942841],[0.0016009403349737661],[0.0015688615783854276]
