iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1200,26.166503338056316,[0.0015271394215491951],[0.0019383143240420675],[0.0014911072863278418],[0.93568534653247215],[0.77840846655003637],[0.81028471071877495],[0.94948145615100921],[0.89887056860037906],[0.6411450725899942],[0.51179902352887408],[0.86215187715478536],[0.96095428257680182],[0.92805849756706615],[0.5564269196988344],[0.92759118213118419],[0.0021070384287388833],[0.0014696862990365434]
1201,26.1665680065338,[0.0018667446328507475],[0.0023383171911218192],[0.001625822170183866],[0.84289010101819906],[0.57554770681669098],[0.6420734775081931],[0.77750342166075082],[0.90028618259863857],[0.46383693500027984],[0.36914992694429322],[1.0],[0.93852679085237378],[0.79503152939301902],[0.52537570276273116],[0.78394946961618328],[0.0016584905991587351],[0.0016072621094179174]
1202,27.36153639098277,[0.00180757903440526],[0.0025333941745551702],[0.0020674681342943146],[0.83435452606239102],[0.53664093959098902],[0.6424694367311462],[0.84737799059628183],[0.75847631554527406],[0.3909455996869533],[0.30663825546156165],[1.0],[0.82677973021327156],[0.5482437945576043],[0.37361479040175372],[0.92817039881824015],[0.0012711035100690382],[0.001511902538018528]
1203,26.83117727243888,[0.0020866124843707534],[0.0013525421293475448],[0.0015121896957828729],[0.75712037715955272],[0.51241083378585062],[0.63428307987007981],[0.69410116277277223],[0.9405025055355416],[0.92186110568781543],[0.83479162992608713],[1.0],[0.84166001104502097],[0.75741188515385593],[0.86340774950073262],[0.91801928334677463],[0.0014241183053772533],[0.0017348453266448072]
1204,27.140735004782183,[0.002508351477085391],[0.0027503447178862661],[0.0015730477506653018],[0.67159040681376214],[0.535976770283485],[0.58755973866411448],[0.72519815832131074],[0.84957891826010479],[0.48001810303855497],[0.40647482984880767],[1.0],[0.91454469434689956],[0.98541683261142121],[0.72910417799703042],[0.78041973230416772],[0.002508351477085391],[0.0027503447178862661]
1205,27.645718425628548,[0.0018317271820985637],[0.0013275404341003827],[0.0014211862908247719],[0.74610546824633084],[0.57466584891441241],[0.62404343580514676],[0.65774808417965724],[0.75555178907084464],[0.82735042767560607],[0.77667430066352283],[1.0],[0.75150853120996952],[0.92811794493545863],[0.45773527056659047],[0.8697889686374074],[0.0018317271820985637],[0.0013275404341003827]
1206,26.97761877291304,[0.0023577785146590147],[0.0015310003140427964],[0.0012934206323447217],[0.588648872031869],[0.51191961339010961],[0.49903193141345104],[0.76032567388240013],[0.85087672439512285],[0.82786649447698424],[0.67503842427729599],[1.0],[0.81004889867704666],[0.9480091441571793],[0.89506562567779113],[0.99691456004769718],[0.0019341670883342155],[0.0015398849494580591]
1207,26.674120293103933,[0.0016618566235666044],[0.0022871597815986577],[0.0019722424229799973],[0.65345574193070377],[0.79781925364305906],[0.78730464942381895],[0.72602086128350973],[0.96734234136236308],[0.57175580238533008],[0.44061132701414907],[1.0],[0.76050355510332657],[0.72527545057739917],[0.53935744635870897],[0.5405027685167042],[0.0021477644098421012],[0.0021783542944456835]
1208,25.038038722927983,[0.0019651110699155372],[0.0018015389771989243],[0.0023463753258975428],[0.72942263214260261],[0.63749132644920026],[0.70301951970132859],[0.78040240617711298],[0.99257356530590168],[0.72003993846774872],[0.63379965063985544],[1.0],[0.86879713128007552],[0.59811280341195838],[0.40201371658547241],[0.76011920063685934],[0.0018411043368136704],[0.0023278133069589702]
1209,26.02879316621501,[0.001614468425018889],[0.0021071459758926214],[0.0017960949385494862],[0.48864980179477913],[0.87528022916766934],[0.80128418799987333],[0.92786309853937943],[0.62633908445677822],[0.63050818229191397],[0.5364877808777323],[1.0],[0.97120377853285778],[0.8672411708993597],[0.45943123865594448],[0.93686450333295879],[0.0017537290809192529],[0.0015138597172755786]
