iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
2200,25.025662822120992,[0.0019474325766622447],[0.0015740160098186018],[0.0019011079189529267],[0.61566266480211651],[0.67672279084982423],[0.68071426493987919],[0.95794050603538139],[0.9594816139595721],[0.8290721659150404],[0.73025007376345785],[1.0],[0.60703993153212743],[0.79049047429667996],[0.5186512684131025],[0.80067464368942731],[0.0019474325766622447],[0.0015740160098186018]
2201,27.568633035899783,[0.0017222884930546689],[0.0016064554876976667],[0.0017722845066823756],[0.62921043598655424],[0.71549326799102575],[0.74865017150936697],[0.80440674509277843],[0.98535529816712686],[0.7321404418174573],[0.68614864656637864],[1.0],[0.70929470373503845],[0.72290286774145585],[0.66992069536057719],[0.62175374132596795],[0.0017217601841621466],[0.0017651838498272676]
2202,25.13125948648525,[0.0016949706685308596],[0.0017925743136364969],[0.0014559533730914564],[0.9113025980460876],[0.51713534218676971],[0.84776470049923547],[0.61166430312785625],[0.76484831161812883],[0.64071535553933645],[0.64773072583869196],[0.7225765211874311],[0.43822191345339961],[0.85118337007492428],[0.78588960526594331],[0.9029341198657701],[0.0016949706685308596],[0.0017925743136364969]
2203,26.69902700126079,[0.0016528326136178162],[0.0018027044115811464],[0.0019459569239618224],[0.78150633166053762],[0.84187403905716984],[0.89520599511502608],[0.92828554677778863],[1.0],[0.80928801964790664],[0.66095551101344463],[1.0],[0.69739369011791208],[0.78839582514251227],[0.61292365727882203],[0.69795382137318451],[0.0020597088666994834],[0.0018451710616453343]
2204,25.77756256410028,[0.0023759056616156071],[0.0021687699153092321],[0.0020712089704558179],[0.73869669541035066],[0.53290595734899504],[0.63284299181985704],[0.65057270961110736],[0.87577070322219219],[0.63022680041450629],[0.55080469471031024],[1.0],[0.75611247950691096],[0.69155223121084153],[0.61989958330060879],[0.49398918686170046],[0.002276431499945275],[0.0016490902076330971]
2205,26.39965471200874,[0.0015950595774208987],[0.001683667899702701],[0.0020055068697285572],[0.88559418757262209],[0.66732757109163587],[0.72039983275016495],[0.70826758328258721],[1.0],[0.65445046119216055],[0.55461623214325828],[1.0],[0.6685177492003771],[0.62936935592747534],[0.42912000943100131],[0.72323151928619622],[0.0013697271910392828],[0.00129351571873626]
2206,27.10192035398613,[0.001331971865777215],[0.0018801452107883865],[0.001815870429637545],[1.0],[0.93897238016517415],[0.98101459462039031],[0.64083023798669114],[0.53044965075137995],[0.68676017594366268],[0.58776106145985252],[1.0],[0.87420510676830543],[0.66372535091685747],[0.64589573224083152],[0.99998698643766848],[0.0020355239472277242],[0.002013357135517313]
2207,26.420339271708336,[0.00239905294204662],[0.0015490953805353258],[0.0015144630940367443],[0.88995409841094153],[0.5284671622410313],[0.52739256703505422],[0.69212025942494382],[1.0],[0.88270276780420631],[0.7650930032004758],[1.0],[0.68070869965750491],[0.99984340323339738],[0.76304220456517224],[0.68272456435108908],[0.00239905294204662],[0.0015490953805353258]
2208,26.762724580357645,[0.001762691816910078],[0.0016627850407444633],[0.0020612131316551929],[0.49038286053689784],[0.64302723890607916],[0.82924075145314047],[0.98779264089523644],[0.52696736305532599],[0.64886735917257043],[0.8502329970518272],[1.0],[0.84121608200863185],[0.61730233403034629],[0.5650802476378447],[0.90507691114691013],[0.0017320247730077121],[0.001437430592769573]
2209,26.212708169514677,[0.0019208391954091408],[0.0017415605033525572],[0.0014652834120390534],[0.80549534627272146],[0.57376317118875797],[0.59806288816365916],[0.8369542130513814],[0.78389867837019067],[0.68983110658121305],[0.58962397511814302],[1.0],[0.58518230929190529],[0.94005975437180112],[0.61868632485050445],[0.62089274364371949],[0.0019208391954091408],[0.0017415605033525572]
2210,25.739457814628448,[0.0016400553572685772],[0.0015356031389133218],[0.0016133665690382104],[0.81085385230498153],[0.70291912299650539],[0.80151061477119123],[0.77342241315849958],[1.0],[0.75435411213992798],[0.72524587118555772],[1.0],[0.46250505600390424],[0.76422574467869675],[0.7634235237713366],[0.91090469397809426],[0.0016400553572685772],[0.0015356031389133218]
2211,27.07270411664933,[0.001721361475058969],[0.0019916959459940209],[0.001651285127470703],[0.74354601398534648],[0.76918241359133044],[0.82892553053191365],[0.84122463264198988],[1.0],[0.67196425483129962],[0.58351099682112151],[1.0],[0.67677962515885826],[0.94194463671300077],[0.63959464176350989],[0.99069092220726507],[0.0017149391972625105],[0.0019285819420976624]
