iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
400,26.495362068043672,[0.0016957934095296889],[0.0014883072925438445],[0.0020520135153455077],[0.92375125357212307],[0.68050288906116829],[0.64110271353339909],[0.78786764486971439],[1.0],[0.77458529708574531],[0.67289746472876444],[1.0],[0.4455490646195262],[0.63495787897780076],[0.44701692812107574],[0.5705236790645497],[0.0016274380875261896],[0.0012823585634933465]
401,25.954069822415157,[0.0015137259267811731],[0.0013891420598712845],[0.0018205795235960998],[0.93199794649985246],[0.73955053103934754],[0.87143736391154958],[0.77434637856936028],[1.0],[0.87927643078464546],[0.78592170754649371],[1.0],[0.76062442714374789],[0.69758533234670128],[0.59369784986327456],[0.90000786277100819],[0.0018443694689579959],[0.0014689503659242042]
402,26.54790298766698,[0.0017342199387541113],[0.0023338857442343763],[0.0018361136150778501],[0.86631935166998231],[0.64712738036350381],[0.76808916146513173],[0.78325582839525987],[0.94478637540903976],[0.50594525838987758],[0.41864526312483524],[1.0],[0.76254282387837657],[0.74538910411594594],[0.51689919403189899],[0.82990075718459888],[0.0017342199387541113],[0.0023338857442343763]
403,27.04967884730694,[0.0015346423733801906],[0.0012646908572372384],[0.0013394130897570466],[0.39277900899320545],[0.7989966430339781],[0.86704999619744982],[0.8565272014982579],[0.79394808084530988],[0.99999999728027711],[0.85958518819905416],[0.9923444031715698],[0.55473899334234589],[0.96287519572991365],[0.83552217844608812],[0.90161536581291635],[0.0019676352180336143],[0.0013022687719502768]
404,25.000589658220168,[0.0022789739520737706],[0.001913661160063751],[0.0014770073152601815],[0.64189480464843984],[0.50740393152813446],[0.50495628484123667],[0.80472780486061168],[1.0],[0.6316491131912414],[0.52424009055655607],[1.0],[0.7008466930973809],[0.88781261244625331],[0.69405249825082538],[0.9870081266787607],[0.0022789739520737706],[0.001913661160063751]
405,26.724247750257884,[0.0026454085672244498],[0.0015195487159535004],[0.0022420599337146241],[0.59198993095460817],[0.46137734375889494],[0.47756022147569827],[0.74797229071773619],[1.0],[0.87140840266390596],[0.74041975408863037],[1.0],[0.47929006777309929],[0.63913466017921761],[0.47329659059754159],[0.54022440732183552],[0.0022704961970648196],[0.0018729941764911162]
406,25.338068347372506,[0.0016876569377101136],[0.0015096282883651502],[0.0016064638704518241],[0.95172573667359783],[0.75641968280478911],[0.65244906372940514],[0.63673856171693965],[0.97838674681201354],[0.82304787328512441],[0.63353194989393646],[1.0],[0.45643139145417139],[0.85360702350580131],[0.53214227925449353],[0.59795720975857158],[0.0017055402798042962],[0.0012566565171528987]
407,24.97157465487089,[0.0013994680355471356],[0.0018363895869670244],[0.0018556064182813081],[0.75130896396777813],[0.76894423347864449],[0.8778853674279159],[0.87739523748119974],[0.99976695226612633],[0.60572246579234335],[0.49985745323086617],[1.0],[0.8542399873162847],[0.66651187403293444],[0.48514000909027305],[0.71775312015522807],[0.0015188470615103977],[0.0019372367837897086]
408,26.02151871755391,[0.0022513192924385472],[0.0028502367429197317],[0.0022644481681753925],[0.6601526895043599],[0.62106240561722792],[0.65818754299142801],[0.7892751063659913],[0.82631782513332475],[0.49052886817129604],[0.36646452946509106],[1.0],[0.71427483696311911],[0.71116659110280966],[0.47386381741443367],[0.74169373450305387],[0.0022773645724544211],[0.002596557805473021]
409,26.635433353915918,[0.0022045092774710118],[0.0018044793669245718],[0.00158697838688171],[0.52855016146625211],[0.53178470219670904],[0.5859207062410956],[0.5024501841811353],[0.57952577357197521],[0.64778819935287135],[0.63782603572404373],[1.0],[0.55917274459081523],[0.84032819400595216],[0.64113788160764051],[0.88003413798320917],[0.0015207787247197846],[0.0016602388331140028]
410,25.18414167493323,[0.0018550382613559124],[0.0022601091991882316],[0.0018229374159187128],[0.92174968437721139],[0.72967283814037898],[0.77304827127651154],[0.84679721686079035],[1.0],[0.61789182494848216],[0.51175005857241984],[1.0],[0.80707480380446905],[0.86676955421159119],[0.60261039475361411],[0.80083585117200684],[0.0023419073983045324],[0.0020543989820595576]
411,27.240512150753652,[0.0014969614578834167],[0.0012633900835302692],[0.0017535104609281982],[0.85383467353305553],[0.73603555233897455],[0.80265567107045355],[0.94156755660098546],[1.0],[0.87477069903454263],[0.84840768089959417],[1.0],[0.90077211145249714],[0.70163547727545428],[0.45023349329832346],[0.79727888425995674],[0.0016626174120050741],[0.0012368616002865207]
412,25.82009817502141,[0.001660112635249622],[0.0029326995707236736],[0.0024485707704539061],[1.0],[0.85199847245692562],[0.87195257181246222],[0.72967875743119159],[0.90483672923774505],[0.47604949060843949],[0.36856340077825311],[0.98231839667402654],[0.85135737824353441],[0.64488453900392029],[0.41806170599384307],[0.81309686196265285],[0.001660112635249622],[0.0029326995707236736]
413,26.12194521120715,[0.0016159274414310754],[0.0021274292996379396],[0.0025204966952135921],[0.64935223823825783],[0.7567777302531129],[0.84437129792947019],[0.75622156216060921],[0.96205393914485748],[0.58208659485103997],[0.4717941267717527],[1.0],[0.54669236901619722],[0.57490493542648102],[0.31401035017275897],[0.93136526284220178],[0.0016159274414310754],[0.0021274292996379396]
414,26.088618659240648,[0.0015512458961010056],[0.0017037093791958946],[0.0014301712122400945],[0.90559243270453105],[0.74775192831011372],[0.74603820328660597],[0.65977159139402053],[1.0],[0.66987975593289284],[0.55456987700509441],[1.0],[0.61618258837890116],[0.93223227523768881],[0.62203528823912213],[0.65802623540884608],[0.0022692499513543574],[0.0014003016737269003]
