iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
900,26.332861495214363,[0.0015768970639882252],[0.0025541330764831116],[0.0015928343022381108],[0.86287108929213785],[0.83162989128485343],[0.93074055622931673],[0.95188638687525129],[0.87418224042881243],[0.49543142314416394],[0.4097025787920881],[1.0],[0.95847885532619648],[0.95307964089281261],[0.63905760315086435],[0.94785870033595176],[0.0017290255087819006],[0.0019439637019889044]
901,26.41782681300392,[0.0026348969254141874],[0.0015094040570366452],[0.0020092433942827115],[0.80709894363179446],[0.44995882062767756],[0.4701786996259425],[0.79359247966289415],[0.49641095305370747],[0.89716965556749351],[0.80524376836464306],[1.0],[0.7485120750599803],[0.68074649297604783],[0.56199414655843782],[0.568298353314861],[0.0026348969254141874],[0.0015094040570366452]
902,26.601056246194418,[0.0016642634844111215],[0.0015392776580265277],[0.0016645116660797266],[0.71410769921546979],[0.60860381136616881],[0.74314493217439292],[0.95709894659069272],[0.99015491511634446],[0.68454435112404399],[0.64988685673346636],[1.0],[0.77414479393150237],[0.71955672081189248],[0.54552028323078472],[0.63121864221080648],[0.0016517343233111159],[0.0012763627625962393]
903,28.41702220844921,[0.0017064318435842663],[0.0017780835407492646],[0.0021484132693489477],[0.57867474635268612],[0.72805595420476199],[0.80018631412872854],[0.89029209084374283],[0.97852161309676999],[0.69885431991917568],[0.6655103065910446],[0.50318337905717225],[0.48142872973528039],[0.67700837315639351],[0.4183257110924854],[0.68560883196815126],[0.0017064318435842663],[0.0017780835407492646]
904,27.146955529528196,[0.0016025738906458309],[0.00169023687655806],[0.0014809147810530554],[0.98133321820447905],[0.6759160315010363],[0.77692798386864603],[0.64013967629411361],[1.0],[0.64962897576316148],[0.57219340356098569],[1.0],[0.71445886606628806],[0.85352519216367195],[0.654640799825145],[0.59135780862203047],[0.0016025738906458309],[0.00169023687655806]
905,25.46457076201147,[0.0015097114842816395],[0.0019309927435005037],[0.0016266422015031035],[0.60736086747295559],[0.78017390960167243],[0.81513360032538418],[0.92506681832688509],[0.99999999127564076],[0.59780940042315178],[0.48518675866935085],[1.0],[0.89950630647104168],[0.7965569778468331],[0.55637343488289215],[0.59298763270423938],[0.0015633654779274031],[0.0013897347082033606]
906,27.20634358486929,[0.0012862150631363645],[0.0015442419626505721],[0.0013169764441774423],[0.52703804557841383],[0.83862808292084257],[0.9644905096135743],[0.83888333336246035],[0.64841014086728244],[0.74167568865699141],[0.61701710941697607],[1.0],[0.71623251104426122],[0.89328689949665685],[0.73819012008268547],[0.89615153759258459],[0.0014626345761874493],[0.0015867345609786865]
907,25.713717244848176,[0.0017202018844479916],[0.0021089367952582538],[0.0014895577253195014],[0.66567147556121498],[0.61606945572326932],[0.69144706965510472],[0.88616968970953414],[0.81235840842873064],[0.52849834920479377],[0.4203694021963531],[1.0],[0.75008440608409244],[0.84894746842388602],[0.60628711935709223],[0.52833959043705181],[0.0021737661022075416],[0.0018537398333480226]
908,25.011359890983282,[0.001447770921104985],[0.001547108243125872],[0.0025513053912284422],[0.56821622517764958],[0.85909296350162345],[0.87520649478624546],[0.82464190428282613],[0.71905947066336262],[0.78796366878442681],[0.70274595436555698],[1.0],[0.60755482317774157],[0.51948519813750893],[0.35852050315940476],[0.90447496332315247],[0.001447770921104985],[0.001547108243125872]
909,26.352774806306304,[0.0018606908861941163],[0.0017264915148251792],[0.0023482261848992714],[0.96865466095325214],[0.66699809037701852],[0.73855737084329665],[0.86559837858909483],[1.0],[0.75598283441760739],[0.67220665972989213],[1.0],[0.78340361624599919],[0.60848730863957334],[0.39539673712527562],[0.89826432797618216],[0.0017302715719802464],[0.0015318719139797987]
