iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
200,25.48440974311151,[0.0021337039411702952],[0.0017796979113028355],[0.0025242255316068607],[0.81612616281216566],[0.62426483656223952],[0.66435946380939259],[0.79153469554517852],[0.999864129823133],[0.74683151426544803],[0.74301698720737941],[1.0],[0.72927244494943555],[0.60301525518093568],[0.42622441716230763],[0.65422081609165605],[0.0021337039411702952],[0.0017796979113028355]
201,26.587187144834708,[0.0016624159274838957],[0.0018981617809074591],[0.0015424383812622233],[0.95356790928862456],[0.64108965638265469],[0.71394534772514862],[0.64228438285548506],[0.90415060543637871],[0.57216611836802489],[0.51768821849681845],[1.0],[0.6239859729902647],[0.82866973180149039],[0.57089233374285575],[1.0],[0.001444286888497015],[0.0012617506640179577]
202,26.54291185664135,[0.0022014939455941573],[0.0021355156550252885],[0.001921319940827837],[0.77526702380619006],[0.58053022506594332],[0.60401101844724303],[0.75311101594476271],[0.70946867345959941],[0.61775203928592537],[0.52429694353837453],[1.0],[0.44719427784385779],[0.78770060266629627],[0.52685808491265562],[0.85718089760535576],[0.0019509157160605417],[0.0016613881416379095]
203,24.88907866936801,[0.0014956387782681935],[0.0016352951174887775],[0.0016705521715206229],[0.63483083345728786],[0.9282395335590119],[0.92703674078855403],[0.63596196417464468],[1.0],[0.81441185305653785],[0.67909648056180427],[1.0],[0.79384467218874599],[0.74149393084985415],[0.8318876897545997],[0.62814682950888867],[0.0015870357883198682],[0.0016539253644697882]
204,25.72225333891544,[0.0015245057295600883],[0.0019402123695180795],[0.0015755351992594036],[0.98768308970571494],[0.6490729725082296],[0.86489892501878884],[0.94822067404030141],[0.99172844469688159],[0.49314335829210626],[0.65134334208464095],[0.68282038276102941],[0.44596119110540727],[0.84677897365871702],[0.69463672744544114],[0.4413892020570942],[0.0016850557929629084],[0.0016518215879541831]
205,27.163391708012302,[0.0015849046293512359],[0.0024273619717044559],[0.0022110317409045899],[0.99997857066441909],[0.74068580242614035],[0.80946437858562348],[0.79001511992980777],[0.9999983363823064],[0.49315151412606478],[0.38806826667382605],[1.0],[0.8618945142347203],[0.66718872616331215],[0.31954706142587103],[0.79422139216876586],[0.0015295205405066459],[0.0016380150803068649]
206,26.087371078759876,[0.001783245630968211],[0.0014847795754822646],[0.0018357542482909661],[0.99105845701956696],[0.79795231387072318],[0.62506319698573809],[0.71008132759128562],[0.76762340178981037],[0.89019570682907434],[0.79479869633169131],[1.0],[0.91348422005268448],[0.78152317210718714],[0.52562068332604217],[0.95051850820917072],[0.001783245630968211],[0.0014847795754822646]
207,25.969035869628797,[0.0015619877277023297],[0.0015737688752625045],[0.0020636969624263091],[0.88955620690672432],[0.71932809198172643],[0.86720826096530801],[0.95973500184976268],[1.0],[0.77872560793139345],[0.68290978080324327],[1.0],[0.81828629079109039],[0.63719369280584504],[0.43447887693804982],[0.97871294749255355],[0.0019297864693729183],[0.0015476651002504505]
208,27.538399851580913,[0.002341421047952319],[0.0034083350519211186],[0.0017789386256046869],[0.72381575936327414],[0.59494334107901314],[0.59515522037947322],[0.80135320330197013],[0.67447565323369929],[0.42793746900299157],[0.27899591747248376],[1.0],[0.74568818047944496],[0.9270792914159891],[0.56778968822122611],[0.61608197932461373],[0.002341421047952319],[0.0034083350519211186]
209,24.01653952476658,[0.0021243531279617756],[0.0021518339832816702],[0.0025685226148760565],[0.679127110639966],[0.49169312475150684],[0.58746839985694332],[0.61093301975964776],[0.80643670191185746],[0.47445878670018676],[0.41693216098709684],[1.0],[0.46988849036637315],[0.46671303945702491],[0.32515900828251387],[0.71073014925886169],[0.0014715515323466821],[0.0017091243381018861]
