iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1100,25.88621298165339,[0.0015525197209379504],[0.0023647543274094573],[0.002209842212831048],[0.99504832614143246],[0.84016707177164407],[0.90261459631842211],[0.47844526461724729],[0.93318916324615475],[0.55856980342775975],[0.41190415806146946],[1.0],[0.35771605295416553],[0.66242655216318136],[0.51962669855722132],[0.78989227853059507],[0.0020290235343762841],[0.0017656873587211241]
1101,26.293298262634128,[0.0020196762447581285],[0.0022938597216933809],[0.001576296769027985],[0.48869361060378375],[0.56776983018190053],[0.64456729365513676],[0.52142490839564681],[0.90099998002854109],[0.46536050165058174],[0.37647809989536163],[1.0],[1.0],[0.77275699395042463],[0.59090013714320566],[1.0],[0.0013953547255288745],[0.0012846690261972826]
1102,24.659581856927648,[0.0020455418968607919],[0.0016366594492258635],[0.001470924185939082],[0.92718190844388015],[0.59220586969915134],[0.58975207249705053],[0.70075016242504229],[0.78222868931119371],[0.80215367213587507],[0.69607537501331751],[0.72674779953019608],[0.44330115523534241],[0.99139298182024937],[0.68461129072395566],[0.89144461735597624],[0.0014396494338935195],[0.0015240942603679253]
1103,27.915474913810762,[0.0019230320389359012],[0.0023400385175615934],[0.0020074386074132033],[0.84316190656160694],[0.60444590680476018],[0.78929110958065651],[0.45395615548147683],[0.82669834452180735],[0.55080307146101348],[0.46800761763611115],[1.0],[0.9061304977371214],[0.67540099084663185],[0.57990988674235799],[0.44017117374145626],[0.0019230320389359012],[0.0023400385175615934]
1104,28.20072555459507,[0.0023553558331283475],[0.0014835493997081284],[0.0015698360347790596],[0.69020524339274647],[0.45125916271472155],[0.47379534287441011],[0.61764333677986538],[0.61913741105844489],[0.7660238831283388],[0.72921431824368987],[1.0],[0.76163796703926923],[0.81376807269051721],[0.54428623833172285],[0.92350498369430922],[0.0023553558331283475],[0.0014835493997081284]
1105,24.820877161058586,[0.0019834694550929788],[0.001817818102641644],[0.002075056924153218],[0.95901665719313434],[0.61885184257961245],[0.66049509994567868],[0.96911018577049712],[0.98788424010930975],[0.7426992602878153],[0.59669485284391033],[1.0],[0.62940434277132029],[0.70555550629412933],[0.49400616873147241],[0.86028225847732864],[0.0019834694550929788],[0.001817818102641644]
1106,26.41020332387936,[0.0024114424388034239],[0.0016072266654057477],[0.0015588110603329541],[0.59703527508546461],[0.4540579397592272],[0.524511110947109],[0.86085043295203389],[0.52552993762144307],[0.73373024365626116],[0.75167827278029775],[1.0],[0.58333638761595197],[0.66151852673628309],[0.8824643122363458],[0.98504769303605677],[0.0022073785336258478],[0.0015096227890905034]
1107,26.89193385158919,[0.001443428214954412],[0.0023290453127021715],[0.0014419968769695535],[0.99665733781851262],[0.86489265999361375],[0.98935078567418155],[0.99817058516245494],[0.91280440124951401],[0.55504161583153744],[0.44984864545855519],[1.0],[0.79500694854623211],[0.96820808028431127],[0.84961324702776131],[0.65313574799145413],[0.0021050853739507103],[0.0016383732200870305]
1108,25.496570649715007,[0.0023554761967061744],[0.0017321078182985783],[0.0019192026293726183],[0.83595911239156406],[0.4750997548712107],[0.52795169438433809],[0.84967856147284393],[1.0],[0.69698998926873845],[0.64941704007976142],[1.0],[0.63588475046399306],[0.70393074093393171],[0.53063024006231552],[0.74465084026568029],[0.0015392995647707797],[0.0017092124115988261]
1109,25.692074342222526,[0.0015883713719880288],[0.0019800071589498591],[0.0016763439400200308],[0.97794713612972362],[0.73616897694287209],[0.84905203080724556],[0.98644481183982136],[0.74840415257981718],[0.60162850882059737],[0.60338113792555703],[1.0],[0.92694866558365163],[0.69266237857024915],[0.81525343868678579],[0.54154716390821989],[0.0015883713719880288],[0.0019800071589498591]
1110,25.05361177774018,[0.0021282276567964331],[0.0022968522559270177],[0.0019939876059418271],[0.89625194845061862],[0.53361216987608295],[0.60295603667029474],[0.77736550179030472],[0.75525703610358663],[0.51641357426976153],[0.45217284595546592],[1.0],[0.6516170731303943],[0.69112300536602311],[0.49665697130354908],[0.99999999999319722],[0.0015662896628714784],[0.0018987227192776568]
1111,27.792967374138545,[0.0014303563803658714],[0.0023689681567149456],[0.0016999938257759029],[0.92579830860784584],[0.86002555354185861],[0.96584378609336929],[0.77558850329610363],[0.96522830493020795],[0.5090159231764303],[0.44768169570123811],[1.0],[0.43714463645160029],[0.82365972455310255],[0.68281897645768641],[0.52739781973638833],[0.0016788908108895662],[0.0020782771660770027]
1112,27.376948316539387,[0.0020335712330645794],[0.0019761619867107449],[0.001402254495574573],[0.47291914405626978],[0.55128369113527975],[0.68354332260780404],[0.83928546289685158],[0.73060709034983762],[0.62603724412445627],[0.53108220683598628],[1.0],[0.94451711975404962],[0.92246365412171816],[0.77854287818900492],[1.0],[0.0023809620512590945],[0.0015526946069173153]
1113,27.231993208721104,[0.0015586076583297137],[0.0016403512877093962],[0.0018709714924846632],[0.88413827139417422],[0.67207486982129905],[0.74355382903103961],[0.88818966727495352],[0.77396606568820348],[0.68489473905237741],[0.60620298629138503],[1.0],[0.85526684274377107],[0.5688555520973162],[0.51764912287105735],[0.83211747764148958],[0.0015586076583297137],[0.0016403512877093962]
