iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1300,26.293297277311655,[0.0016367727339296478],[0.0020021091514184075],[0.0018116400236238284],[0.6553091296394582],[0.68501367796973589],[0.73338016517945437],[0.82133376091261723],[0.94834405233874852],[0.52872712832443358],[0.41101462106388326],[0.99982695025425872],[0.75140651665440883],[0.65020869656760294],[0.51928175629137174],[0.82596287318425299],[0.0018527477699907813],[0.0018936604803193591]
1301,26.167814228121923,[0.0021402379377864489],[0.0023023602653343134],[0.0019425984251026374],[0.73200814518354418],[0.58374093722796416],[0.67909938718361129],[0.56707316451117007],[0.7440688269905118],[0.57924811471581095],[0.49800483190346245],[0.8872892347258281],[0.45079634645151584],[0.8039222213889643],[0.54152868951162836],[0.73238860731983191],[0.0015873500808045726],[0.0017297702552238614]
1302,26.01993752136433,[0.002454931457179288],[0.0018627184846832789],[0.0018414154187613163],[0.60874200135713108],[0.54719795623768364],[0.58844639887803929],[0.66288259043996534],[1.0],[0.75445288136684718],[0.65217155143378225],[1.0],[0.82012598991565189],[0.82391927753284122],[0.6209517473978442],[0.9411127727715376],[0.0016636345990092005],[0.0015922479042522197]
1303,27.341163762761262,[0.0019596532945110878],[0.0019485892623135048],[0.0014007461823479783],[0.99682901129469825],[0.6319885368039091],[0.62395049305585859],[0.57028467932963001],[0.8133803404835791],[0.64904542215744709],[0.54628861936285256],[1.0],[0.90619217897074034],[0.9994573287749996],[0.74971978741271061],[0.51144692933707225],[0.0019596532945110878],[0.0019485892623135048]
1304,26.737008377003892,[0.0023934338620115181],[0.0021850071796976622],[0.002180007499458736],[0.93562584120442471],[0.51849857216990602],[0.53564741591460363],[0.60910232589102475],[0.59760355315877134],[0.56995848014361516],[0.57592215939870162],[1.0],[0.92023033265980125],[0.53049665104431287],[0.57226571661777492],[0.83049640616741849],[0.0029142304551682541],[0.0017279685928365263]
1305,27.961517835528618,[0.0016209277494097507],[0.0018753578389956171],[0.0014524554297941639],[0.99999157664954152],[0.71955927986945145],[0.87635103618862686],[0.94857232796987934],[1.0],[0.64717437966177727],[0.5859929859774603],[1.0],[0.99975584126117745],[0.93887780221563277],[0.73426037830127522],[1.0],[0.0016209277494097507],[0.0018753578389956171]
1306,25.66085990406539,[0.001661733538863952],[0.0014917146046214413],[0.0018101436506710034],[0.71612416664682954],[0.72083957487306294],[0.79515913275923267],[0.89805257969829078],[0.99085462252038192],[0.86583809597947359],[0.72646413378466823],[1.0],[0.82393591719741721],[0.77160517085886049],[0.52031989344818952],[0.99590545445799872],[0.0015581803268964745],[0.0022427549015864301]
1307,25.39607542970636,[0.0019031344330514566],[0.0020559845222385964],[0.0025422758712055904],[0.94704299432462968],[0.7419253872431576],[0.79893634427796023],[0.81302215996841898],[1.0],[0.70408213805905429],[0.62335338744044022],[1.0],[0.8683955701222047],[0.61842935057003656],[0.44033819546063746],[0.71206947776388629],[0.0022832972904053284],[0.0015883444044677564]
1308,26.661637010507516,[0.0020479483405815846],[0.0022637594728177057],[0.001609278253004609],[0.94694865026607056],[0.53321656511984072],[0.68789417234807915],[0.49569166228417127],[0.88139170734578332],[0.47462091658585892],[0.46937034079773704],[1.0],[0.82044618167117922],[0.82876268851467438],[0.63408389800653819],[0.51579354108720388],[0.0020479483405815846],[0.0022637594728177057]
1309,26.01800160924181,[0.0019254287691427563],[0.0023370576162434209],[0.0020423351747312357],[0.97191892010206082],[0.71170730020023476],[0.78335263884382811],[0.76620069164175064],[0.90493460968436112],[0.60682396005055772],[0.52189938244020406],[1.0],[0.60898386804230054],[0.76633033436080489],[0.59342218278434944],[0.69025363121478345],[0.0016387648232714658],[0.0021083290060553428]
1310,26.574023749600634,[0.0016844365331331046],[0.0019681551499697858],[0.0024173698093508666],[0.53578466485676568],[0.63168232385578083],[0.68176189921754504],[0.87382662190882343],[0.81274950959886461],[0.55058731047289722],[0.46476893752628878],[0.9981070237355717],[0.81445019958650122],[0.5176741840668877],[0.26194886144975793],[0.88962835532563],[0.0012983088650895258],[0.0013915107577313623]
1311,26.46077959082232,[0.002007467179962974],[0.0016618849688119774],[0.0020559468376338819],[0.97516190031452143],[0.63664106938793164],[0.68576603793631885],[0.579666146390861],[0.72729256283467802],[0.76631166985979127],[0.81713809863108056],[1.0],[0.67579328454770637],[0.72681779646480038],[0.56188496877387661],[0.53043310501690688],[0.0014551310653933558],[0.0017657496601592437]
1312,26.86593858966077,[0.002049579743898633],[0.0021686575880514036],[0.0016038037481188039],[0.96692492097325267],[0.5847994518944527],[0.58639078874246919],[0.87152874172627226],[0.98241864644754551],[0.57388679229759654],[0.44969563341729796],[1.0],[0.99999920107730866],[0.8637245637164479],[0.59705966576498715],[1.0],[0.0014760519050079357],[0.001702764707899207]
1313,27.081961858985377,[0.001495238010718547],[0.0022214651771812477],[0.0014184365346631145],[1.0],[0.72348796044855357],[0.73892065758206549],[0.88908653181072306],[0.9167107885227993],[0.47359311371497498],[0.3902906653302447],[1.0],[1.0],[0.87955495533563433],[0.61178488445142576],[0.58389595028649555],[0.0015171023143022433],[0.0015098372596403786]
1314,26.33788834290799,[0.0013660320464730091],[0.001507405617247215],[0.0019213512272457378],[0.83459312524491391],[0.85908497686577234],[0.95280832966861095],[0.75294838456798741],[1.0],[0.8036408102725352],[0.68694158356873891],[1.0],[0.78133317487691223],[0.70452810894919637],[0.47144450546529315],[0.61724435503360098],[0.0016628508471669412],[0.0017650867629291911]
1315,26.748924615742954,[0.0022326248729018783],[0.0026260979268578066],[0.0018886538930982799],[0.93980764461616151],[0.58181581452796649],[0.62447546911780938],[0.6776069923723429],[0.99877585714335226],[0.46917049199535604],[0.42180693147915599],[1.0],[0.96420739765788943],[0.8185621313496968],[0.54623958908934123],[0.9203023548063316],[0.0017045155273105461],[0.0016332171478681268]
1316,26.889313477464615,[0.0022395971374211676],[0.0018364025513521454],[0.0016154256680394607],[0.66823850966138021],[0.5880591109396528],[0.57414433702343071],[0.56338535624443564],[0.65626752922282239],[0.67867756289273662],[0.66217932931927648],[1.0],[0.59114484803909595],[0.8378965988854683],[0.77334882505333913],[0.48410951534925173],[0.0019774109699763898],[0.0014450025419845414]
1317,25.400469349736724,[0.0015596223686782928],[0.0015573507157121136],[0.0022471365920735953],[0.83148081152583764],[0.65908732995116648],[0.89266021462913892],[0.76218602276771752],[0.9992530901455432],[0.68296292469351527],[0.71356312528220622],[1.0],[0.73644963351454762],[0.53460524691659406],[0.44361880954359273],[0.57165959380456266],[0.002208801113718073],[0.0016474712248108481]
1318,25.17411655375291,[0.0017507935955891063],[0.0021930710433805678],[0.0021628067736621515],[0.86457397954520632],[0.6848982024688548],[0.84576703722593793],[0.45059129383757929],[0.63843861753982067],[0.60731911300859043],[0.50684593099875852],[1.0],[0.67570836238320497],[0.6246882895188659],[0.55324414145553213],[0.69387370573007412],[0.0017507935955891063],[0.0021930710433805678]
1319,26.08960593891954,[0.0018951554096413581],[0.0024697584428715613],[0.0025926066273218029],[0.50830912270970074],[0.78304941488188307],[0.85523579976541653],[0.83294649626974182],[0.99345063954025803],[0.58272578572888767],[0.47951552609518833],[1.0],[0.88516293841479676],[0.62749840999010564],[0.38109873399131783],[0.78051697317695856],[0.0021895708929144386],[0.0021919884576270809]
1320,26.247678886373805,[0.0016642117260373124],[0.0017284558250696969],[0.0015330273554607921],[1.0],[0.72625219475936031],[0.85826123175103075],[0.93969380265991842],[0.99697575374395253],[0.75003888073004976],[0.66768619377243554],[1.0],[1.0],[0.94072492757607773],[0.67072648873424301],[1.0],[0.0029965773264302165],[0.0017053023633493147]
1321,26.688683759656612,[0.0012329793960511592],[0.0015813972612068738],[0.0013606370309807159],[0.97235280381656497],[0.8523591249885446],[0.96911405526448902],[0.48285695682961005],[0.76099024319966546],[0.67603685140917746],[0.62826136056416126],[1.0],[0.57347752710148592],[0.78198380834516779],[0.81235660336484561],[0.96423762362899568],[0.0021849683002699294],[0.0015942468005275545]
1322,25.55790658103843,[0.0025340219894759985],[0.0016307938283389167],[0.0018558752474697737],[0.68512766388237301],[0.47744557162401446],[0.48137279341964029],[0.6229399630960043],[0.99999982913460816],[0.73944196539796458],[0.65494907524722668],[1.0],[0.87585852807648523],[0.74617678680920507],[0.47226841139976172],[0.86644533979381477],[0.0022811624865461955],[0.0015558413802657656]
1323,25.28473824151234,[0.0016849783432362209],[0.0023089293743756567],[0.0017102332458149849],[0.65119657585520396],[0.65578865235058381],[0.72849445324975115],[0.57833875461202866],[0.74716887520788078],[0.47094413760206955],[0.37477300262908297],[1.0],[0.65694352954210644],[0.71303074519137843],[0.56735157727645957],[0.66741513360254812],[0.0015612410646476671],[0.0014667408901805068]
1324,25.727148210780392,[0.0016787832631769972],[0.0031384931727874155],[0.0023968948384820443],[0.82074350141950214],[0.81221159966711109],[0.90071212801540923],[0.66496359888044587],[0.74591562034768621],[0.42297234175116194],[0.34296757928655441],[1.0],[0.88692115661548487],[0.64889097417684793],[0.41907273830085051],[0.94413557189635622],[0.0025140167605698371],[0.0016129205795257784]
1325,24.69978784459105,[0.0023327445826341608],[0.0017800344087266495],[0.0015393809115317181],[0.6679568249470027],[0.4725407780885359],[0.56768364335047616],[0.83579860317296095],[1.0],[0.65023093217821015],[0.57704612369896202],[1.0],[0.48403172744523137],[0.90656294127778381],[0.62830542452593319],[0.80557859377069363],[0.0016284623990104885],[0.0013704200444470405]
1326,26.191388477646846,[0.0015360721369455099],[0.0022061771769983363],[0.0013440573810025724],[0.67041568030110221],[0.75354149332599718],[0.87772593537959465],[0.75182247433184268],[0.77880586994115275],[0.52472162178134485],[0.47524469208387676],[1.0],[0.62466653507631131],[0.99654889408209946],[0.78173639358301417],[1.0],[0.0019296639579442498],[0.0015349519033009407]
1327,26.14349897875325,[0.0026723717402715175],[0.0019307115449188617],[0.001657683118186537],[0.73125766857537822],[0.49066974828113402],[0.53000054340951896],[0.61350248742770974],[0.81954545538385704],[0.71350303364060697],[0.65018466355707405],[1.0],[0.87328860902149652],[0.86149188033377677],[0.7484222836449107],[0.9918326206914676],[0.0023225163431846996],[0.0018262534983027323]
