iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3400,25.646449645773032,[0.0014427199707010563],[0.0027197295119694154],[0.0023996625723324283],[0.60802392613571832],[0.87882925350538676],[0.9767174871797879],[0.48310114587764008],[0.7000699945546689],[0.46588244643845023],[0.3769918973642411],[1.0],[0.78660770380280531],[0.59012821703769835],[0.37296040883676895],[0.88132163108994921],[0.0014427199707010563],[0.0027197295119694154]
3401,26.892546722485083,[0.0018855317570357077],[0.0025085629772325091],[0.0016982875094080918],[0.92050224460184538],[0.68173033726606724],[0.77211365644709784],[0.62507012462218947],[0.86429044196695615],[0.53884233073366727],[0.42784040266138623],[1.0],[0.90870013022774976],[0.87093495622042005],[0.70804691257928565],[0.65903904709824834],[0.0028423832322804765],[0.0016345970502677498]
3402,24.153692724835704,[0.0024125128676776297],[0.0016596725787368372],[0.0014544846017595092],[0.74078571826240891],[0.53277832104388245],[0.52697846516956282],[0.57757733129036948],[0.89116378694809262],[0.78374962370754808],[0.70123230994716113],[1.0],[0.88119502960727414],[0.99903885001758996],[0.74721476102803086],[0.52867816613684682],[0.0020650010216363146],[0.0015013563849146649]
3403,26.176211368778212,[0.0017654767992565379],[0.0023015378315745516],[0.002454281665835778],[0.85835092158685611],[0.68260364171744325],[0.77118166135869637],[0.84333621271761738],[0.96247283057429067],[0.52055618215954469],[0.43566894150771546],[1.0],[0.7432661906345206],[0.59089754851172915],[0.39342096318822595],[0.82267751377567255],[0.0017654767992565379],[0.0023015378315745516]
3404,25.005214645106186,[0.0018280728597867557],[0.0021582325088578269],[0.0017554235444449673],[0.83432736010583719],[0.54645051155819524],[0.63483349546460366],[0.95671152954270533],[0.86675458144731321],[0.4857880234803908],[0.39380475464084175],[1.0],[0.38837781340118477],[0.71002394199159979],[0.57055266732247933],[0.69961249388008817],[0.0012560871898391057],[0.0020506460651583125]
3405,27.817987337107834,[0.001618421127457248],[0.0014148905759068797],[0.0018124586918559227],[0.99380998848940838],[0.6340530567079834],[0.70199812972625186],[0.77680177677410611],[0.62324235009965878],[0.79137831389350066],[0.7159468303280685],[0.99879062501750626],[0.90922482699177265],[0.64339416964551555],[0.44161667244280756],[1.0],[0.0015242886211270235],[0.0016468298128770043]
3406,25.284189085903375,[0.0016368018629423498],[0.0025878263694661952],[0.0017421516577031393],[0.88447360984117229],[0.76612158548504583],[0.90870948948838703],[0.75707597988359854],[0.82491663339040655],[0.51341907970455047],[0.40041538403976473],[1.0],[0.92674238070682735],[0.86560399061648996],[0.58801544476353795],[0.86655187416865775],[0.0021189086231548915],[0.0020129759746597142]
3407,27.502146117474343,[0.0020270052935867366],[0.0012135037981799157],[0.0015592529617781681],[0.70892778730296702],[0.42664744659878151],[0.55268642994652561],[0.72740877270595994],[1.0],[0.85611130134698654],[0.79619987867462994],[1.0],[0.76571461373369387],[0.70654058559317667],[0.5496117049107454],[0.97116455105754751],[0.0012941800137922788],[0.0017272573712455719]
3408,25.693208925806893,[0.0014519867781564444],[0.0022217573212819364],[0.0014487636450874475],[0.53803762870251359],[0.86254433447447054],[0.7715430903400009],[0.99397298780764087],[0.84692247062481885],[0.52033826150348972],[0.41187734330110176],[1.0],[0.65117377252726616],[0.59611846878432773],[0.94375203951221975],[0.73014628133411419],[0.0014519867781564444],[0.0022217573212819364]
3409,26.63984874750197,[0.0018425081227745888],[0.0024832254686372179],[0.0015849800076353504],[1.0],[0.66940543692930088],[0.69259838634563986],[0.82540501837634284],[0.92432316327608144],[0.50434742437680935],[0.39740695716244462],[1.0],[0.74892485633012917],[0.90304095551161545],[0.61294292324037913],[1.0],[0.001559425027169381],[0.0022682944718713793]
