iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3100,26.3994918841736,[0.001573015844114678],[0.0018368590047561639],[0.0018201729955975576],[0.68944733277077597],[0.80651814902215135],[0.89400652143927584],[0.74071929357391431],[0.68253389863985225],[0.75658762266877944],[0.57846617444372173],[1.0],[1.0],[0.77239055846973437],[0.61437939436340849],[0.52347002290294853],[0.001573015844114678],[0.0018368590047561639]
3101,27.335140917630568,[0.0021129790556166372],[0.0019748731310311185],[0.0016897198492526466],[0.71619532731966207],[0.65202046071529507],[0.66492755467962783],[0.61198694787558072],[0.93794276816437416],[0.67969814673716367],[0.6011810450768903],[1.0],[0.47407427377930433],[0.86541878028879404],[0.76231517796750592],[0.55109949317454987],[0.0021129790556166372],[0.0019748731310311185]
3102,26.571913070720566,[0.0021686055747704436],[0.0019963045198104212],[0.0018680331850299825],[0.75954047789320056],[0.5188921958707946],[0.57401730875507007],[0.77940047853321948],[0.96994826599122552],[0.58624377026634245],[0.5179721447236848],[1.0],[0.54077045414284219],[0.69830935344564171],[0.60345844195735932],[0.88999091927764951],[0.00076595149457026057],[0.0014151794074929169]
3103,28.02769655175363,[0.0021580244476620547],[0.0016599305436763578],[0.0018758683821927247],[0.64504571246453557],[0.57292573290174276],[0.60508337494196618],[0.93127750954352395],[1.0],[0.76571995648655133],[0.6728558130190363],[1.0],[0.64372464018458941],[0.69318145366025763],[0.64890682251465792],[0.67373016308947165],[0.0021580244476620547],[0.0016599305436763578]
3104,25.68909494622829,[0.0017457689458103554],[0.0028549740143700708],[0.0018029470557838212],[1.0],[0.76147869055185313],[0.78037139270970668],[0.8109485808967547],[0.77984407462210248],[0.43442360613184144],[0.34900192114973116],[1.0],[0.49497100824719786],[0.85377225145433033],[0.56846690924353449],[0.79849617743886991],[0.0020258969886891576],[0.0016965250629102924]
3105,25.96121154940255,[0.0020412239258844056],[0.0020937398757802095],[0.0016648286679805113],[0.87375650922453385],[0.62744096906854685],[0.47525193543242816],[0.67389012652907498],[0.63456552417615941],[0.59821625519921251],[0.42302379156052627],[1.0],[0.40491440733052819],[0.72791405761157058],[0.669101762954046],[0.56175801717899421],[0.0015341114266678724],[0.0013560751972168106]
3106,26.983972053814686,[0.0016529766965539539],[0.002745300136093809],[0.0013535750993698414],[0.99997891547289663],[0.65141705609998901],[0.77682724137952008],[0.8218120675167877],[0.78070716832361686],[0.41580248960548333],[0.34419760536018368],[1.0],[0.92973360599400257],[1.0],[0.71279496355236738],[0.9937956546980915],[0.0013892295303951641],[0.0016817595609162628]
3107,24.40452393138793,[0.0019734656359983727],[0.0023064557203709146],[0.0025630219919759445],[0.86938569661876808],[0.7309253043547842],[0.66493609374128981],[0.73738538507078222],[0.75447172367918292],[0.5745843659362696],[0.57621822602965567],[0.90818079039892097],[0.73759639942587818],[0.57272270771650313],[0.4510207897854735],[0.72224396394611601],[0.0019776904699247977],[0.0022830564580915147]
3108,26.302971892890582,[0.0015342844023742419],[0.001274058004110068],[0.001477972348354617],[0.76335757071605381],[0.80630341552027018],[0.85324346728185052],[0.97016969629907723],[0.96146818967485492],[0.97243413808986578],[0.91595865182040637],[1.0],[0.9547214837650646],[0.8521462344382138],[0.75428654845151177],[0.71854946835234323],[0.0015342844023742419],[0.001274058004110068]
3109,25.59234862527805,[0.0019264192102440569],[0.0024677380061131626],[0.0019271905816982127],[0.46189931028325959],[0.63274021840650618],[0.76816877244774306],[0.93015053295009553],[0.700273801764137],[0.51486108758372551],[0.48517602093352402],[1.0],[0.99865998610989848],[0.59349492138869131],[0.72402467129679637],[0.88064469934624268],[0.0022199595892478108],[0.0015074910155579158]
