iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3600,27.706694638759505,[0.0015870765834116729],[0.0021528122074203626],[0.0019355237087536059],[0.82670452795486771],[0.79321274682615439],[0.84888590051174939],[0.5712319646190297],[0.90125039300575138],[0.55023560529399218],[0.49958544516758518],[1.0],[0.85569092256843204],[0.6647573141611961],[0.58051125915343649],[0.82849542465681303],[0.0016344315589804648],[0.0014707450091797081]
3601,27.206020142366235,[0.0012726249833410752],[0.0017876934607573558],[0.0017033071155734825],[1.0],[0.93878634651319337],[0.9467366754845592],[0.54005561542954517],[0.97539349776888939],[0.66396061417163099],[0.5344020737636801],[1.0],[0.49658916370601103],[0.76215869870822073],[0.56233548213602647],[0.66703717026986675],[0.0013529136701996847],[0.0018958084839986733]
3602,25.33446287230172,[0.0024342549492807897],[0.0017349127554330823],[0.002043641647094474],[0.69446731817657648],[0.50296894640144496],[0.56014331175957555],[0.60819429980025241],[0.86664398930878472],[0.72157761240964036],[0.68618667993634208],[1.0],[0.52717940569526112],[0.69219538583226536],[0.52811694223507055],[0.85295787863345307],[0.0026052519181034017],[0.0017225242984164613]
3603,26.569941306198864,[0.0022447238250429269],[0.0025841745119302151],[0.0022575579131698942],[0.9252868282123119],[0.54049627158626701],[0.58719598752794144],[0.69456723498547879],[0.9951745312143685],[0.45604686202635136],[0.39918881764971392],[1.0],[0.91947927654809869],[0.64031867763248251],[0.3994483779806669],[0.9648621851907595],[0.0014649870760626293],[0.0021121878997062971]
3604,27.35277593237944,[0.0019063515885172078],[0.0018694909262173542],[0.0015364240902060455],[0.73010961184930023],[0.62246935524377589],[0.69166746214954311],[0.79494336932377685],[0.692439685685311],[0.63573132369903917],[0.58867176629045614],[1.0],[0.94958357993294618],[0.91033799091187784],[0.6401995166866945],[0.54596794760338019],[0.0019063515885172078],[0.0018694909262173542]
3605,27.844440620109513,[0.0018468889353022155],[0.0020310423238323883],[0.0022764904385205176],[0.73353617715552744],[0.68081003050406119],[0.66158579652284133],[0.78159421821005637],[0.8629632203712394],[0.60274208556227216],[0.52804136359708131],[1.0],[0.71369677124764896],[0.58438587462086988],[0.4583017511107299],[0.54717058213208303],[0.0015505979432005046],[0.0018248106951359588]
3606,26.085563703252,[0.0014698358301053482],[0.0016452646454714892],[0.0014042546931110067],[0.6542853347721389],[0.77982716893554416],[0.84005217598864945],[0.97090000012712063],[0.98624615006117022],[0.69637211643660635],[0.60098943382154513],[1.0],[0.9556846838135078],[0.93081790245955043],[0.63691019132447324],[0.94502498598557216],[0.0017127035307278327],[0.001391570193338465]
3607,25.719492843055928,[0.0012712520414109862],[0.0018095360417370032],[0.0020025413942951764],[1.0],[0.94418087873459822],[1.0],[0.62016676413106619],[0.87461318978699631],[0.5519066576604903],[0.62704601264580428],[1.0],[0.62463315962022259],[0.5536075474454365],[0.59930280901140009],[0.97950539639049616],[0.0017156159539342686],[0.001332535769067833]
3608,28.052796911155028,[0.001950182570101322],[0.0015047767652908162],[0.0017351493649825911],[0.97355530941654855],[0.65660764836196506],[0.68870243917769791],[0.91324147231092223],[0.81731058718435157],[0.91363921090501621],[0.81100242859017513],[1.0],[1.0],[0.86089205967365279],[0.59161184178903536],[1.0],[0.001950182570101322],[0.0015047767652908162]
3609,26.07762408164005,[0.001979509898566878],[0.00138204341010284],[0.0014247926071491168],[0.93725617439149222],[0.54472788422682761],[0.65497520154556166],[0.88778291446134894],[0.71382423622809921],[0.89099404045521879],[0.85493288552592728],[1.0],[0.61308558924300127],[0.94259946690328356],[0.76056668635511837],[0.94550591157837982],[0.0025706280463801967],[0.0016501968627222752]
