iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3700,26.304382888903376,[0.0013588279927295721],[0.001755266255830612],[0.0016703713172057655],[0.81439176664612023],[0.91377819008843764],[0.89722587642623464],[0.91252677280481309],[0.92337955090340673],[0.65362712348059515],[0.55697563017870078],[1.0],[0.91044218984406955],[0.75057913550652566],[0.53182278117234583],[0.43216689256322138],[0.0013588279927295721],[0.001755266255830612]
3701,27.900680865866608,[0.0018442875897612954],[0.0019194318247613973],[0.0023736396506069402],[0.99783621223143304],[0.65783419003005339],[0.62304077185308748],[0.91692733239860336],[0.8993571762232343],[0.60990205306327505],[0.56398532121603506],[1.0],[0.68446607561219053],[0.52580815332327291],[0.46194145021329008],[0.75924002727349449],[0.0018442875897612954],[0.0019194318247613973]
3702,26.493883846833572,[0.001332922844877682],[0.0024886015442041054],[0.0013494143657693525],[0.544533840410937],[0.89646900653874717],[0.99999269728408735],[0.50252735739482635],[0.63133936649094125],[0.51196532284466434],[0.36520166184641417],[0.80092080019768064],[0.89439149888892067],[0.92798533530832217],[0.84852266690757561],[0.45896573691770542],[0.001332922844877682],[0.0024886015442041054]
3703,24.669231847408042,[0.0013899482879395908],[0.0021691964964630217],[0.0016355751134088936],[0.71887776285019878],[0.92173513649656469],[0.88258891001165618],[0.72898509667828426],[0.85623516715652359],[0.51354108826631595],[0.43314752097758519],[1.0],[0.6854570762127502],[0.63740645387721606],[0.85968156694923159],[0.60796600450561089],[0.001551638667345312],[0.0013247218705212949]
3704,26.209662576147405,[0.0015939049124754079],[0.0028781291802870146],[0.0013485063732894265],[0.89940536296470874],[0.73077935758870083],[0.82924911469329632],[0.88205248178642692],[0.6839304372455568],[0.39267626259939414],[0.31715347357983048],[1.0],[0.9236238912912107],[0.99487418798272331],[0.72212653800219873],[0.87422833379472631],[0.0015939049124754079],[0.0028781291802870146]
3705,26.891990745660085,[0.0018045915501962995],[0.0028306160716603523],[0.0017027165438358582],[0.89430335198689426],[0.63316235540461308],[0.67512664130353917],[0.63311492853622731],[0.77179993163868887],[0.40175035263909326],[0.31025079585587434],[1.0],[0.68098109261483597],[0.79499973019260117],[0.52231803517435715],[0.86560376441901976],[0.0018045915501962995],[0.0028306160716603523]
3706,25.993534042797826,[0.0022092180344807089],[0.0021740213648204776],[0.0019734193784269327],[0.64417239716983266],[0.59821312098415436],[0.62722348151061458],[0.92797911944667599],[0.932970121277376],[0.60666011769328176],[0.52524711841371974],[1.0],[0.49794967102733784],[0.76393622951367657],[0.59271208897102357],[0.60810620639387658],[0.0022092180344807089],[0.0021740213648204776]
3707,26.327659187449154,[0.0021894578708182011],[0.0019241841275758342],[0.0015455193036842396],[0.65080173132750629],[0.54956932750241239],[0.61352789897929383],[0.87252504391441499],[0.64655789985495926],[0.60085037600673996],[0.70900924839155044],[0.48841722617762778],[0.99997985999301053],[0.85933209593151605],[0.68839150072819544],[0.44816352453070024],[0.0013616495342252954],[0.0022017405082923602]
3708,26.983992727445674,[0.0018458880663420052],[0.0020629730229911325],[0.0022735915048788247],[0.69566701534128705],[0.56004677853691531],[0.93588283313218856],[0.99999999397640549],[0.67666495136673932],[0.61333784771742639],[0.64469266761381172],[1.0],[0.9006755775256462],[0.62636133191383903],[0.42968118807302236],[0.91611422276237264],[0.0018458880663420052],[0.0020629730229911325]
3709,25.79140969721092,[0.0012877462617473245],[0.0017496896228439418],[0.0014542194136700215],[0.97587273199620417],[0.77448690322196978],[0.92527575422641517],[0.99298336023567457],[0.99943679874972724],[0.62706908488399182],[0.49501669949209559],[1.0],[0.94769649581571058],[0.83061603633252346],[0.55140967360459481],[0.86083905810510475],[0.001203130486038928],[0.0015970496961450475]
3710,27.46636646485669,[0.0015680480191789803],[0.0022115071012129284],[0.001811049455081426],[0.55852135738949138],[0.63055716653016924],[0.8876145813636851],[0.99991878609997897],[0.7523433430205011],[0.41466696537160108],[0.57070286567195738],[0.62582362916017487],[0.89342781242865144],[0.61070940912061611],[0.60770899045233251],[0.99058215096660462],[0.0015680480191789803],[0.0022115071012129284]
3711,26.05051072748701,[0.0014024390043919643],[0.0018316338714948754],[0.0015310734394033965],[0.98511361580469137],[0.81970849849547345],[0.88494108297087037],[0.98506536457036797],[0.98785219325793616],[0.58692090482188897],[0.51541261505735647],[1.0],[0.85167530922638734],[0.80770825299532834],[0.59417332731436379],[0.80656493560386222],[0.0014024390043919643],[0.0018316338714948754]
3712,26.49667359526901,[0.0018916019275962426],[0.0022109053894265318],[0.0015182718294493025],[0.95563433839200629],[0.62773122842846285],[0.72376303875035719],[0.76379095358226334],[0.86934513103203792],[0.55569922236773694],[0.4970750516129494],[0.92220847898250236],[0.74272910855648988],[0.89093409796904177],[0.80030722816706212],[0.63834098020017682],[0.0018916019275962426],[0.0022109053894265318]
3713,26.366483615817398,[0.0016286743201123777],[0.0027107304630025197],[0.0019822220765542964],[0.65161947616224158],[0.79018757713435361],[0.78004066913902181],[0.67047360321474669],[0.86705548897917795],[0.46007423761490851],[0.28115153662627484],[1.0],[0.84513790240252473],[0.62312003077196398],[0.57765709767497353],[0.67943938899445677],[0.0020616958487932879],[0.0012735995340045214]
3714,26.03702578576112,[0.0019533059686273058],[0.002545428413060935],[0.0015205642477506554],[0.66830992257304045],[0.60436113603399899],[0.67082675731546537],[0.57982743848899321],[0.83155148608033991],[0.47363118286033384],[0.37810202608067101],[1.0],[0.95053807496207843],[0.93800645382178305],[0.60399280514439857],[0.9995671719338457],[0.0016673446001166936],[0.0021470487750833156]
