iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3200,25.31082026849094,[0.0016005402316288109],[0.0023913545194770292],[0.0017609568230776418],[0.93896156455655011],[0.68977619501149856],[0.78784089535373758],[0.76249682646393724],[0.82340881055217441],[0.46380462357883545],[0.37246552804175492],[1.0],[0.8905564855709649],[0.71452674987074516],[0.50341091012812988],[0.92424400444697152],[0.0017576432980151435],[0.0014157130052215861]
3201,27.572007072662323,[0.0016536366787306966],[0.0016968376309095534],[0.0014967427725234295],[0.81976140682700838],[0.7545214558141089],[0.77036919131982451],[0.8808799329687067],[0.65670004544758276],[0.73857782753119139],[0.68988943929371449],[1.0],[0.90186625971086065],[0.8749501070956982],[0.67924855278972129],[0.88128076010013001],[0.0016536366787306966],[0.0016968376309095534]
3202,25.46572765954157,[0.0015900207135174926],[0.0018144122633003135],[0.0024329849289600469],[0.98319451112891909],[0.66158251900121279],[0.77683199013646398],[0.96591601777520497],[0.85253786906659601],[0.62035591610569951],[0.54636867880946416],[1.0],[0.63633315075349084],[0.49343638739486517],[0.36973678762712903],[0.74653730420611997],[0.0014045500757700613],[0.0016466974909072341]
3203,26.137065886175098,[0.0015916257467541994],[0.0017364086568632531],[0.0015002626601525737],[0.57773776597659521],[0.80179226080539334],[0.88420547180010423],[0.64808681383778965],[0.75024266675622131],[0.75852508478200853],[0.63044263158287084],[0.96873210628900031],[0.89338216171996443],[0.9771581716797495],[0.68872761623121537],[0.62835992323035261],[0.0016319798223701776],[0.0016188611618294657]
3204,25.21328918782924,[0.0023720146955603094],[0.0021640680952442759],[0.0017967342160625233],[0.84625688992997894],[0.47900872294325342],[0.57246621935193398],[0.91768280552722925],[0.64860632582872313],[0.56494180904980673],[0.62356841046733125],[1.0],[0.66939759332804571],[0.7643478963897461],[0.69690734438055446],[0.74745177146056185],[0.0018049037941443857],[0.00228780308651233]
3205,26.001496883018135,[0.0016535480587092644],[0.0016917922000045382],[0.0017057256152825939],[0.79366755990221405],[0.72184360166173756],[0.82013180679007602],[0.88851788589045033],[0.9306484947027811],[0.66635286275659134],[0.68690116564510195],[1.0],[0.91413419370688742],[0.76549126534895318],[0.55662274231031172],[0.88249587684566011],[0.0018235876309697918],[0.0012557233760766007]
3206,26.33825527494357,[0.0013929159629336718],[0.0020239376345277948],[0.0012410968898265984],[0.46528328896009763],[0.79329632837602526],[0.88253271463341099],[0.504031669323039],[0.56646019723767305],[0.54587746395959347],[0.43957348827488912],[1.0],[0.42153394026231683],[0.94263813456120316],[0.81958112161511087],[0.78528364858943234],[0.0014944534771615392],[0.001419119559837867]
3207,28.25991902537705,[0.001762803827099646],[0.0025762924385182573],[0.0014184090848964881],[0.96837533933564135],[0.63096431908835826],[0.70697046815448139],[0.74488816846810035],[0.77043206672089493],[0.39604274393587718],[0.3594845623596874],[1.0],[0.99986805863731953],[0.8845531809388969],[0.68544865541872269],[0.65175354059805757],[0.0019220113820638263],[0.0016447476657885374]
3208,25.760015547609722,[0.0013815686967623697],[0.0016895388944734302],[0.0016703761951887275],[0.69264846711171713],[0.80273419912887412],[0.84889743576323706],[0.62408337940892178],[0.90119624536358878],[0.63245132398765447],[0.55760096360490308],[1.0],[0.6312861357975601],[0.70535140777650218],[0.56347655899141569],[0.57223288774424907],[0.0013815686967623697],[0.0016895388944734302]
3209,26.29069196855398,[0.0021884297209381898],[0.0022845332094394433],[0.0022210594860851418],[0.98105969761215106],[0.54544956006538048],[0.58940057231510756],[0.43759489090588188],[0.51387273350281226],[0.55138051737465343],[0.45812462671805315],[1.0],[0.60057866888763256],[0.50343235879274628],[0.59134708510469514],[0.51931767601434287],[0.0020349924477753856],[0.001354040477135332]
