iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
2300,26.52285013441952,[0.0018878141746197508],[0.001634042168970895],[0.0014493852802779372],[0.63705866534641098],[0.59218630661497762],[0.7414109127299553],[0.47723837411611614],[0.75186003698575599],[0.73788880824919378],[0.64773346407924626],[1.0],[0.56141799794731095],[0.91997049801268971],[0.73868878684915318],[0.46008425291793908],[0.0017389202703420037],[0.0020595397602521381]
2301,27.80994954316473,[0.0020476896196372496],[0.002449608485041832],[0.0029986394892931312],[0.71599989795190111],[0.6325503043774009],[0.70693057180176966],[0.82783815770954206],[0.81484389364730947],[0.53410454961101173],[0.46136954688872822],[1.0],[0.61397698343557161],[0.4957301966289111],[0.32593342116995072],[0.66469798760896814],[0.0018841960743069541],[0.0018080392416620072]
2302,26.83870849946409,[0.0022505095276111886],[0.0015153410071958029],[0.0018585478243422493],[0.60356474946633798],[0.46106858868519129],[0.49874671249174296],[0.62958873611845312],[0.96109039192710854],[0.71323368468057635],[0.62992135185866693],[1.0],[0.8790273010409051],[0.63913662662969462],[0.44049954354973014],[0.56134864489026093],[0.0017770484376476436],[0.0014275964917878081]
2303,25.09872474858138,[0.0019067928178117532],[0.0028438831642766949],[0.0018969566724995612],[0.75144703543702307],[0.63093500713464545],[0.77771454069913393],[0.65897982943290545],[0.79987323017383982],[0.44822813379124316],[0.3355081526124567],[0.99917878796570903],[0.99999986207153579],[0.78250696043073242],[0.49251253421519314],[0.67544957412336681],[0.0016060294174380374],[0.0018623414266651372]
2304,27.49913423046756,[0.0019430447027640185],[0.0019185781708347394],[0.0024477849085435266],[0.8343149904408238],[0.58838622542996699],[0.73990001168333874],[0.65421995212082662],[0.92461337578402114],[0.64679256012402142],[0.5710472773860461],[1.0],[0.57948364576084344],[0.58576643661427452],[0.37114079390193133],[0.81437701360811121],[0.001855288585831838],[0.0021350714806395721]
2305,26.738147796318092,[0.0015929357329115268],[0.0016026715810993908],[0.0017957906954830238],[0.74721308549955423],[0.69178123653669088],[0.79660910825496511],[0.63582208343033275],[0.87544182507270074],[0.71227955382881236],[0.63230006097311731],[1.0],[0.8090409545014754],[0.58809802008506418],[0.66304468963667806],[0.4982319139144627],[0.0015739113948092243],[0.0014650599460260261]
2306,24.298438325329656,[0.0017669307722110172],[0.0022302252774473175],[0.0023097454188459321],[0.95642025051134238],[0.58493205354521716],[0.73039027730675832],[0.46233933233843055],[0.5916353678124463],[0.47339944860540495],[0.49192147201951175],[1.0],[0.4110657798531156],[0.55514189983676654],[0.42130046123988868],[0.89910355961698352],[0.0014995175716324693],[0.0014768144932184035]
2307,26.140902362720684,[0.001640976355014534],[0.0022716427385764404],[0.0018224780430249332],[0.99982091973962395],[0.71820791630542469],[0.74084813495596591],[0.99926345807460604],[0.99996415213606005],[0.52161924165814744],[0.40692615340977284],[1.0],[0.54283819913618536],[0.75072501249515322],[0.55932501607083707],[0.7886333240262513],[0.001640976355014534],[0.0022716427385764404]
2308,25.16114342903541,[0.0023952269711895458],[0.0019207139449635702],[0.0015508389213149121],[0.84313918248510311],[0.46193346969582333],[0.4751329049599507],[0.58295253327811614],[0.55582452080846489],[0.63440065741623597],[0.55409793405598162],[1.0],[0.51983050744902759],[0.82968436273134305],[0.66330086236772767],[0.68075196876420352],[0.0023952269711895458],[0.0019207139449635702]
2309,26.794213252048383,[0.0014189573585320914],[0.0016478883661853461],[0.0022846388011485419],[0.76504738863089483],[0.92361913212303437],[1.0],[0.98664780323502166],[0.87957837505818781],[0.74553534450429293],[0.77652064407880017],[1.0],[0.71758414816689853],[0.59169812870986616],[0.46863940865807552],[0.59328685623999555],[0.0014189573585320914],[0.0016478883661853461]
