iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
2600,25.46091527795776,[0.0014792551415823696],[0.0014378779104129435],[0.0018958522299242775],[0.60412875800499943],[0.65262122855366234],[0.89600730788848981],[0.97668850324132073],[0.95770081318527356],[0.75882622796419397],[0.67050848291496523],[0.92686067743718725],[0.68940394854069753],[0.5967562864985182],[0.50699693117306555],[0.66448563848826037],[0.0014792551415823696],[0.0014378779104129435]
2601,26.88055801529229,[0.0015071167908721761],[0.001742497292290035],[0.0016350641037340408],[0.94890451247319063],[0.79670961784972627],[0.93411746198706602],[0.68278402130959803],[1.0],[0.76082263145307061],[0.61363812791885819],[1.0],[0.69793839075291331],[0.87015930516336182],[0.67441114696175275],[0.78298841548716447],[0.0017065641625471084],[0.0015972521140896201]
2602,25.452425343374433,[0.0024772394817020316],[0.0016505301025390162],[0.0020735089793402217],[0.77984292652822651],[0.51239711635421958],[0.50642053080533689],[0.69508364414733848],[0.92083788809545919],[0.84036270151033299],[0.71238085045778454],[0.89563601643544244],[0.59644781399677171],[0.66833586612216522],[0.56652788096374362],[0.70282302876501246],[0.0024772394817020316],[0.0016505301025390162]
2603,25.898122605179147,[0.0016965947994519448],[0.0023555559349730526],[0.0013809339007344601],[1.0],[0.68702996041517406],[0.6798411238600236],[0.8966435267840378],[0.91356188324929866],[0.49504460390083282],[0.39696985297100357],[1.0],[0.79526212974844923],[0.99962008224307075],[0.69276282666975475],[0.60443194983023796],[0.0021945175612596013],[0.0024172730959390321]
2604,26.36931891843249,[0.0015539731019132419],[0.0025640780686779219],[0.0020989712228486335],[0.93550814785397296],[0.82064108247128398],[0.67980767083847871],[0.77667875161016198],[0.7101041137468872],[0.4284640196559551],[0.37230102202071352],[1.0],[0.67571128648859613],[0.57788772370502539],[0.49534299369100854],[0.95755458421319051],[0.0015539731019132419],[0.0025640780686779219]
2605,26.0205156249068,[0.0014894611119424805],[0.0016777540080137876],[0.001355342818613603],[0.67048796667177324],[0.7557922084515255],[0.78538998379917346],[0.72326498730462285],[0.71768987309111143],[0.69223656867703687],[0.58334506568217348],[1.0],[0.5710274288537891],[0.9049330145804334],[0.71668845765319988],[0.70976491841431266],[0.0013149028360139314],[0.0013092170832985084]
2606,26.064538832276252,[0.0019176926010920359],[0.0014760195007746391],[0.0015268820183267917],[0.78557959437903335],[0.58068765559462876],[0.65837732607857025],[0.83237782325770349],[1.0],[0.84636093829609949],[0.72970235206861522],[1.0],[0.39108679547349179],[0.91189891898111197],[0.68178135757208214],[0.6323184811711744],[0.0019176926010920359],[0.0014760195007746391]
2607,26.78838801409833,[0.0017059712550418493],[0.0020167459798539067],[0.0018380267174638032],[0.61236367557002547],[0.92441725411022346],[0.72940006044038808],[0.59373833167658829],[0.88697842846268804],[0.64734161715486038],[0.59547571439549229],[1.0],[0.83576916312679461],[0.79842183425442637],[0.64226266471593019],[0.91323612219633354],[0.0017931480550577028],[0.001688674207344254]
2608,25.7396943556837,[0.0018225345352803068],[0.001751857689278602],[0.001527013956568013],[0.90537682604432734],[0.69504317610109312],[0.73313481731192687],[0.69892426965555932],[0.87018579380552596],[0.6796605994996211],[0.7391255956195939],[0.77013000683772093],[0.79590464781545878],[0.84062426551312974],[0.83968885670429105],[0.6419388867471878],[0.0018194632215648987],[0.0016180079725341967]
2609,26.5025766118574,[0.001798955903641597],[0.0020806832726829039],[0.001905817877998206],[0.55816875381712761],[0.7600271136049076],[0.84442189551961455],[0.51653930294304728],[0.87000310034257922],[0.72538747322062502],[0.53595054647589468],[0.8013673975401272],[0.65919494701891468],[0.81848165652227045],[0.62343333450651583],[0.71979389119287829],[0.0017279290419017213],[0.0016801809993181593]
