iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1700,24.957782819070264,[0.0020154708094533014],[0.0029779103967421117],[0.0017004904318094205],[0.85740696251504978],[0.58025288450654189],[0.66558772121925236],[0.48202769966496867],[0.65790166102086922],[0.39248067917010687],[0.30972602665000498],[1.0],[0.49677808786500122],[0.80073125650039001],[0.65445711507135562],[0.86137589059680475],[0.0016592022527644468],[0.0018741880946561706]
1701,26.327409799413907,[0.0023664438438478208],[0.0020487170079220851],[0.0017743984227363563],[0.82646711867850353],[0.40638646121700644],[0.43968683658049246],[0.78764852716188238],[0.95554526468991741],[0.48599727685316157],[0.45127997452361951],[1.0],[0.51340900498655218],[0.503549472172649],[0.72456700555444564],[0.63061893557558657],[0.0017716804637977757],[0.0015030362513060447]
1702,25.59442221521834,[0.0015612031856805375],[0.0019319082079010119],[0.0016135276202932092],[0.94957405066541667],[0.82355708776415193],[0.91373434642275697],[1.0],[1.0],[0.68410527188012971],[0.59745124506903036],[1.0],[0.94458101535702732],[0.94084003204934352],[0.65751889043910783],[0.88829920728721024],[0.0015200317583024536],[0.0021895738117144736]
1703,26.201833829649864,[0.0019392645109377882],[0.0021659650675368014],[0.0021765614332298067],[0.70004961100519736],[0.6748859073508725],[0.79063823567119984],[0.81005408357514685],[0.9937039173738027],[0.64970778782526928],[0.4927306549749339],[0.89501630703165402],[0.79374601258539079],[0.67984161418247091],[0.53235862542236101],[0.69039328623773044],[0.0021508058759847071],[0.0016456101984929639]
1704,25.653363762544142,[0.0020138156230599669],[0.0016026409307280387],[0.0017396909863650056],[0.74002577083897303],[0.55502240525011604],[0.69792083468788135],[0.69953658571751287],[1.0],[0.73900741407561676],[0.69731116060196108],[1.0],[0.67430219176217154],[0.73906354536074537],[0.59584673946069389],[1.0],[0.0022563485839333097],[0.0014902548354753242]
1705,23.60370672198577,[0.0012623406188479458],[0.0014946972983104212],[0.0012953002162415239],[0.94546959904749728],[0.97064917850401433],[0.99505461686462771],[0.52162709976755461],[0.77663435435731509],[0.80526357519923464],[0.72956169870612164],[1.0],[0.96107603785573548],[0.95273313121582359],[0.83420136793203259],[0.95921000250250388],[0.0012623406188479458],[0.0014946972983104212]
1706,25.912529154517497,[0.001676934431090682],[0.0017161712771660564],[0.0019344999137047014],[0.96747555637340898],[0.6780529904121706],[0.72484946629129265],[0.79777165704147068],[0.85374237850700374],[0.62170619491720902],[0.67144705494754564],[1.0],[0.86564318695453979],[0.62134902478051679],[0.56322240560532044],[0.56895694018474252],[0.001676934431090682],[0.0017161712771660564]
1707,26.936972263795898,[0.0015279251466793209],[0.0017970959845151069],[0.0016341361337954274],[0.68018530765537177],[0.88960563550830662],[0.94397094437102902],[0.86189515274343675],[0.97183554545166806],[0.72081549583550819],[0.64572324110412838],[1.0],[0.44412740450773086],[0.83550960410130459],[0.82856938177666006],[1.0],[0.0015279251466793209],[0.0017970959845151069]
1708,25.365228699642493,[0.0014732279686832106],[0.0017104909064547535],[0.0016171418330754306],[0.89599245618724566],[0.63108110264695105],[0.77666365458552866],[0.64321930570215269],[0.93520720746758501],[0.56964600950506294],[0.49735552051930759],[1.0],[0.73609167708631595],[0.73046720853221969],[0.41992183179600373],[0.91553441437906979],[0.0014732279686832106],[0.0017104909064547535]
1709,25.53480011004855,[0.0018781050115693754],[0.0019009400424022105],[0.0014935422098167339],[0.73840637518396324],[0.63483994263839982],[0.66775715191468676],[0.74980021454981793],[0.9701786607616103],[0.66677492570702634],[0.52373847402852103],[1.0],[0.91602804273566862],[0.93707138013017688],[0.62503524101964536],[0.52270320581209218],[0.0015525118995143861],[0.00142983639269606]
1710,27.19485604484324,[0.0016290425687107146],[0.0014094226985457148],[0.0020348218097938076],[0.67237074072786596],[0.63408612509358142],[0.79054621638040978],[0.6596606898636842],[0.9999279988100378],[0.77832585980446778],[0.70270834130644078],[1.0],[0.78397278240624413],[0.5751308826661371],[0.3911136476622003],[0.79057152650834639],[0.0016290425687107146],[0.0014094226985457148]
1711,27.195045203949487,[0.0017415529036918787],[0.0025052899687457719],[0.0014550557825684929],[0.69994500886347466],[0.71784816662938222],[0.85427023186883755],[0.57670959281606726],[0.8566647041041564],[0.52588229686196342],[0.39362252301178557],[0.66140537675764877],[0.76346627976319392],[0.93568628854433611],[0.87082439911885356],[0.64926781141591539],[0.0015368316613064703],[0.0015718892423197683]
1712,25.9675684602834,[0.0016914977199175563],[0.0019841497027287547],[0.002761095299387395],[0.81299634640107588],[0.75760423002543165],[0.9147146362507006],[1.0],[0.88024968081246113],[0.71532200075823715],[0.62359865927420743],[1.0],[0.67840813704034231],[0.49414445602361162],[0.48056662480510642],[0.58773278208837287],[0.0020960607383037622],[0.0024034073574366044]
1713,25.92188176942447,[0.0014528284650336398],[0.0021642749928361682],[0.0019258713103553204],[0.85467127712158431],[0.7146896701531873],[0.80601872798792429],[0.74256809138112212],[0.95535626887112191],[0.47675355101495304],[0.37827423649364555],[1.0],[0.90994700425190511],[0.63088218387283246],[0.41314944031007139],[0.54527760547378357],[0.0011956896562910213],[0.0017652511158809947]
