iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
4900,25.8280972867485,[0.0012735280344479682],[0.0015462407180096838],[0.0014594092119138424],[0.81922222247748067],[0.82616713989578572],[0.89910696190369688],[0.98156681543555102],[0.99861360082122008],[0.70080194310953403],[0.60869621816869257],[1.0],[0.69382071973638126],[0.82789291630755724],[0.57918133893375479],[0.90598519259471844],[0.0012735280344479682],[0.0015462407180096838]
4901,25.180199098123754,[0.0017183851977095044],[0.0021388785336912686],[0.0014089110953593442],[0.50494789094541348],[0.78495147879483462],[0.76005204308103935],[0.84758571210252065],[0.75750987971214256],[0.56514357059993614],[0.54339881871089291],[0.91187882762757921],[0.94881013990411367],[0.87154351591872015],[0.91808396248944923],[0.82993482319926559],[0.0016119689972672324],[0.0014075674685453121]
4902,25.577616736457912,[0.0019414228354958651],[0.0026223912939531968],[0.0013339145067026714],[0.89983378086428956],[0.58849624727090766],[0.64326731277508153],[0.62541886263635849],[0.63783559462971828],[0.47962055548141086],[0.35805114810803007],[0.90424648569667132],[0.58349531932847376],[0.97214035190747095],[0.84910073948743314],[0.52444657953870411],[0.0019414228354958651],[0.0026223912939531968]
4903,25.430461254909055,[0.0013361108038429936],[0.0021400179925805118],[0.0016280927044011184],[0.76969593980626994],[0.91243641178651447],[0.9999425090884706],[0.62230766038861751],[0.87084275771511099],[0.52049646585239662],[0.45121958113507216],[0.90065979203735846],[0.87596015407253636],[0.80521404868867519],[0.56799732164057404],[0.55072899306766399],[0.0017633184869340623],[0.0019623941619001939]
4904,24.671815565918028,[0.0014804328657722077],[0.0021023475904542455],[0.0025170619899112512],[0.5280398780324147],[0.76239132585542801],[0.79040184647696576],[0.87508252582452162],[0.76692071727786693],[0.54332522073654066],[0.42613342667896953],[1.0],[0.657416259985933],[0.49957170216381686],[0.33102420525758963],[0.43813367887842164],[0.0014917016347930634],[0.0019350764691768441]
4905,25.33176354085197,[0.0013737740301394963],[0.0016611287574512801],[0.0018192541328562184],[0.73087023609291579],[0.81511765627861266],[0.89394818615291138],[1.0],[1.0],[0.71874275697487999],[0.59370453979082571],[1.0],[0.89461218777582396],[0.71700207475948519],[0.4935969356335439],[0.76695614793232803],[0.0013980156967744461],[0.0013661679543480743]
4906,25.833102358246414,[0.0014754857215413808],[0.0021187809921272005],[0.0031502738863248836],[0.84312220193100296],[0.8625621911692829],[0.99111809197003531],[0.77153140822572264],[0.82077812063936562],[0.58854722557554584],[0.54300987530942346],[1.0],[0.78952055955030442],[0.43459641827487328],[0.21163654336714993],[0.50891329327181078],[0.0015390834681240917],[0.0018566820242355009]
4907,26.204246673490797,[0.0015766502325236798],[0.0017446062336463619],[0.001324695232870543],[0.84159466305183672],[0.6678859187449091],[0.85421888887932962],[0.91133037014032348],[0.89422114258548702],[0.68945309799681542],[0.59414493384778766],[1.0],[0.70805214879689649],[0.99820604319070105],[0.80100379502667507],[0.58835767679964546],[0.0020311951530291306],[0.0012797666347073022]
4908,25.40791940323333,[0.0021305462819239396],[0.0025477813753055911],[0.0020424050635627355],[0.93775218995452758],[0.63338145713149352],[0.73292139688456415],[0.47992960300143617],[0.87980895741203158],[0.52983533212234468],[0.4510686702770122],[1.0],[0.89463718971711215],[0.75664341777654598],[0.57868315636490242],[0.72526640255794639],[0.0021305462819239396],[0.0025477813753055911]
4909,27.25137856957754,[0.0022712771674661125],[0.0020485467629688947],[0.001577820512918604],[0.83976039957863957],[0.49500144104714078],[0.57145799245134887],[0.57951312050803094],[0.93143006605752832],[0.58251630161025458],[0.50309838613096425],[1.0],[0.9297042053041773],[0.86265560316571599],[0.67234656984105357],[0.6007321817699024],[0.0022712771674661125],[0.0020485467629688947]
4910,26.00600952574231,[0.001801725398865639],[0.0019319926960182365],[0.0016502276991428588],[0.71995854219756383],[0.71488616706225305],[0.77727373048125892],[0.93665163381657579],[0.90417323202236011],[0.67896181115825227],[0.58169983433243921],[1.0],[0.53880340426957374],[0.89225128307221357],[0.6910344729319009],[0.77231797478041631],[0.0014915323223714805],[0.0017580128094458747]
4911,24.712548397727442,[0.0016017129175256439],[0.0015950822751715776],[0.0016556576573763526],[0.94090347856274259],[0.84149669172048247],[0.97493006187943099],[0.58301206387815607],[0.98894747436178654],[0.88592477361805089],[0.79506860486833053],[1.0],[0.73750325028485797],[0.95517892838924712],[0.67935428474464343],[0.64527935422445104],[0.0021289502421583117],[0.0018862451348455322]
4912,25.91666683003795,[0.0015052217001887414],[0.0019226472935349737],[0.002177743447439151],[0.76195208161714834],[0.76590747318294605],[0.98569999316662771],[0.88268570072602437],[0.66474194057286407],[0.65463627165715488],[0.58731881442546574],[1.0],[0.75661551438067876],[0.59429191611057008],[0.4382686032247548],[0.84853699945327232],[0.0024029105126243122],[0.0017299325614331118]
4913,27.63003129132667,[0.0016328218839591346],[0.0022081299105811691],[0.0023461219274716894],[0.79554367913086432],[0.75470569171094048],[0.7671487723875976],[0.82510686145676271],[0.68995848193786247],[0.54234491318849098],[0.47055688128292106],[1.0],[0.76486395755376835],[0.5886917622204888],[0.37640602872296131],[0.44113438097128754],[0.002444053330742213],[0.0014844110318942838]
