iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
3500,25.84909662832867,[0.0014424535594605992],[0.0014940318153668364],[0.0020391399753307837],[0.94464850615746443],[0.86766120555675097],[0.98551989832531572],[0.54715333734960514],[0.94428729728187988],[0.70811497296882098],[0.95750971813733143],[0.8704784425327019],[0.75383455349390194],[0.70929083451661246],[0.50124515467803032],[0.60814039377762474],[0.0019462203920579402],[0.0016238126472509773]
3501,25.268676527452403,[0.0024111461015532965],[0.0021439198334551324],[0.0016879916512917981],[0.5736927576134021],[0.47306943377480887],[0.55330700769829577],[0.94691580589110047],[0.61630075951304342],[0.62102615000303096],[0.51608487470870579],[0.80197370967649306],[0.40514673986985578],[0.84780073834854353],[0.6546088560631802],[0.996979894469051],[0.0024111461015532965],[0.0021439198334551324]
3502,28.020543646688978,[0.0014592697034361279],[0.0015448982901688502],[0.0013731098704051203],[0.97992064943366497],[0.76423281642729579],[0.87772418956280984],[0.5614557646486884],[0.91513395843319034],[0.7770806890408215],[0.67567788499091175],[1.0],[0.72163811215780771],[0.95618055517496392],[0.7195597231276607],[0.84689274292238403],[0.0012918446835163966],[0.0017761407968023835]
3503,26.89121429664664,[0.0013062579969128629],[0.0019747344041539105],[0.0018813630553405902],[0.83260200814347396],[0.92581020192795216],[0.88740196671223703],[0.7850116898626045],[0.97264073959217123],[0.56564835026642535],[0.48463068886758998],[1.0],[0.94651171597348005],[0.69421252178240356],[0.41581783512936421],[0.63034768425236343],[0.0013062579969128629],[0.0019747344041539105]
3504,26.17033876908613,[0.0022282288286192831],[0.0025210499707061795],[0.002552346735095079],[0.78427348812292519],[0.5339457891085001],[0.66811426951385799],[0.59248950866237637],[0.67931108663998707],[0.51506614717973298],[0.45234926259016189],[1.0],[0.40754802247888677],[0.55848261703536373],[0.45218552127782774],[0.91419899397251803],[0.0023364866754594926],[0.0018660207471082879]
3505,25.306518441147812,[0.0016789849945576529],[0.0017588010409042565],[0.0017751902318622337],[0.70202495796493536],[0.71898145084995491],[0.81059952012689862],[0.9890108672172393],[0.85405641101833463],[0.71703797370669853],[0.64949157881950559],[1.0],[0.7520215057039461],[0.81216919024208345],[0.57503869134561492],[0.81599384135829789],[0.0016998187018300026],[0.0016777943334571055]
3506,26.94764609811224,[0.0014725033464946247],[0.0016153426644751612],[0.0013085692085580414],[1.0],[0.70894031861208173],[0.82442225459399809],[0.83873369050720692],[0.92464627693690171],[0.67566898303853384],[0.60612131272294467],[1.0],[0.48946521283173294],[0.95321214508866059],[0.74065017965682667],[0.75849682968235876],[0.0013398719660850933],[0.0012774361480588636]
3507,26.427931136574074,[0.0017189681818408076],[0.0027544010576083244],[0.0018987063977020102],[0.90719690279306864],[0.81424725172571477],[0.86595579576934878],[0.60631192166290748],[0.67542204152110419],[0.55240635613391964],[0.38894923951086391],[1.0],[0.70687888449365277],[0.81492410758312617],[0.60331803599221978],[0.76396660168676633],[0.0020689485737264146],[0.0018703848410902557]
3508,27.019421705142882,[0.0020005216386149161],[0.0014144455637030706],[0.0015599503378325164],[0.77892909585595604],[0.59331733866638514],[0.62111658071549525],[0.82256298408411865],[1.0],[0.86431024361329634],[0.76393711917247586],[1.0],[0.99893131553547754],[0.91348075800258655],[0.51527575896814148],[0.84052489210780656],[0.0020005216386149161],[0.0014144455637030706]
3509,26.96579890193829,[0.0013694877696014407],[0.001326555413816044],[0.0013176952893230731],[0.623088537108341],[0.87016276750060073],[0.8621590284210201],[0.6477869471896589],[0.79905195263237383],[0.87891019571339735],[0.76879958468604381],[1.0],[0.97648784073634731],[0.7981577506902211],[0.87696355789224256],[0.83644679417764389],[0.0013694877696014407],[0.001326555413816044]
