iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality
1000,26.218627025430944,[0.0015104461129340496],[0.0021330231960320356],[0.00182619996953437],[0.92885438782561147],[0.82754748459121197],[0.85111475517146995],[0.7946126072041273],[0.81116926696588498],[0.53953831683310549],[0.51057864724525959],[0.85893581716474354],[0.42152399365275689],[0.60563730387350878],[0.78656215041634869],[0.93255514314672916],[0.0015627753266815314],[0.002098154232288596]
1001,27.26921144422976,[0.002325235931316505],[0.002351341150676256],[0.0014478329827874448],[0.91375353386497671],[0.53744963652842004],[0.5604955423445499],[0.64121047013599275],[0.82748944127917534],[0.54140300682836739],[0.4607899618006116],[1.0],[1.0],[1.0],[0.75753747625823342],[0.85539493178520554],[0.001479711005659079],[0.0017154880478236212]
1002,25.67030362808508,[0.0014288862801053459],[0.0019779037883119743],[0.0013392643862060183],[0.59605505919596957],[0.81196405300438612],[0.9024922655664307],[0.76773537817779025],[0.67734282662406131],[0.58544411366568538],[0.5423362359453503],[1.0],[0.60786954355673073],[1.0],[0.79749805913105321],[0.58332051430790532],[0.0014288862801053459],[0.0019779037883119743]
1003,25.629337597711395,[0.0014975447650313334],[0.0014152418277937895],[0.0017868485360084674],[0.72132913397762732],[0.84746975951064785],[0.87441935247911995],[0.4689298066777019],[0.92125628726656006],[0.91312206563498166],[0.77619793016939065],[0.87577909146704846],[0.69883281183990098],[0.81408887420577369],[0.44526548490871071],[0.54222802258697234],[0.0024346376203505105],[0.0013385283425426109]
1004,27.010036844179634,[0.0014795719207332803],[0.0013837077674868636],[0.0014076322405693897],[0.73386594211079992],[0.86162352210646109],[0.84205662642481793],[0.95090844913382244],[0.64056292359959466],[0.91671731208839113],[0.85479256534353387],[1.0],[0.96098205869845532],[0.98314033515408439],[0.67583979694646934],[0.61727395565769116],[0.0014099186220985493],[0.0013988502348470933]
1005,24.606245049533282,[0.0020905301941816501],[0.0023465370949362629],[0.0016173898043527202],[0.67461356565967434],[0.56291607362313878],[0.60126482823405825],[0.7302826486479872],[0.73105433882418414],[0.51813425126762591],[0.40872490757284874],[1.0],[0.86421043633171557],[0.88776142143891812],[0.55246170421940533],[0.50931904048091892],[0.0018187398693725876],[0.0016611756380764953]
1006,26.33751149921258,[0.001860261178047995],[0.0019310579607776379],[0.001977927934968704],[0.93245864177187165],[0.58155257034747732],[0.66447004704431523],[0.6967184365144905],[0.88480953106280513],[0.58307355032175212],[0.52597721137124309],[1.0],[0.89079576816770489],[0.64401804064951274],[0.42465041388212177],[0.67874478785154968],[0.001860261178047995],[0.0019310579607776379]
1007,25.968596263442045,[0.0024362823337186201],[0.0016485597763591375],[0.0016416232611040082],[0.84209969949726582],[0.48515344565700913],[0.54109150634328196],[0.55528598691755482],[1.0],[0.74515825338474595],[0.70306863217844295],[1.0],[0.69827620833663795],[0.8376608301710371],[0.69612937104577433],[0.86410507651529622],[0.0018657339313346011],[0.0014505056473406164]
1008,26.280375196376806,[0.0022876307730603229],[0.0014182342458596287],[0.0014414185219494002],[0.54708913831895678],[0.46096255783411844],[0.48915806673236739],[0.53994484310112434],[0.93741123719879149],[0.75141953881899282],[0.74232749911804619],[1.0],[0.54789031549863776],[0.88977737101512111],[0.60403835146211682],[0.89183947484321813],[0.0014042735132261952],[0.0014568807460852429]
1009,25.60268696245423,[0.0018319696747539083],[0.0017454639527880178],[0.0017675074239767996],[0.95889560000718377],[0.85002605245184637],[0.67940378643975252],[0.56566836217948135],[0.87570983228524324],[0.89429727863550101],[0.59824768172615217],[1.0],[0.42243669043363885],[0.89023690145577306],[0.71934700704753607],[0.41165342498643848],[0.0020120356769049441],[0.0014798249860740742]
1010,26.447291897522316,[0.0024245581539225625],[0.0035937743077034678],[0.0016435171698104267],[0.87039957066444962],[0.55290288668416754],[0.58682200641930604],[0.67194890169085242],[0.70643159223398333],[0.36975497457218159],[0.28057587846680815],[0.97527506136845743],[0.77203797688173781],[0.98604607465651539],[0.67768210640012128],[0.76062665551563691],[0.0024245581539225625],[0.0035937743077034678]
