iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2200,25.02566282,[0.067602247181575537],[0.973300323703155],[0.0067659105536141406],[6.1242979086939542e-05]
2201,27.568633039999998,[0.6986439132385327],[0.92489704758748048],[0.016686155609825226],[3.7656143739073222e-05]
2202,25.131259489999998,[0.4945885755376751],[0.98722557505091491],[0.0048979048130577962],[7.6059347814905198e-05]
2203,26.699027,[0.79037095073014596],[0.42083355447520659],[0.009621338432434734],[6.2473333174106749e-05]
2204,25.77756256,[0.93825723713575071],[0.54272968549077694],[0.00858938685871935],[2.1611292197187826e-05]
2205,26.39965471,[0.87042767758191686],[0.1593641377703735],[0.009293257236096697],[2.4181124599897963e-05]
2206,27.10192035,[0.6029128044082207],[0.78660610716441426],[0.0048569910642056735],[5.9759238233536571e-05]
2207,26.42033927,[0.82107287907310456],[0.61932241893529105],[0.0096750327476303188],[5.7952443755948657e-05]
2208,26.762724579999997,[0.79453658703023966],[0.3399575185034821],[0.0075434926357817456],[5.1987647222750955e-05]
2209,26.212708170000003,[0.075341773325684924],[0.36795012507817126],[0.0063861568545471314],[7.9196706571638131e-05]
2210,25.739457809999998,[0.56738663975284487],[0.58248110626957106],[0.0076838573919277287],[4.4970582806169723e-05]
2211,27.07270412,[0.53569409848549732],[0.75318719849160143],[0.0068709412494017963],[2.1129363310945504e-05]
2212,27.560411260000002,[0.074752986957056788],[0.77605703222078726],[0.0093172812672022154],[5.879869149860717e-05]
2213,28.097291690000002,[0.62598015206787871],[0.69846584393517197],[0.0048962418058305368],[6.0088662874713261e-05]
2214,24.73430936,[0.87898005625196107],[0.64539986826586315],[0.010904589919606855],[2.3407629127336627e-05]
2215,27.28434843,[0.19792464719309733],[0.92428811332578364],[0.010901647862308128],[0.00010067139436137351]
2216,27.20427422,[0.011851021930382233],[0.039797000952954575],[0.003529224689783117],[6.3520959687257683e-05]
2217,25.44381061,[0.75570661354550128],[0.99769726698758743],[0.0072000992646863993],[2.7226981975880804e-05]
2218,26.54572073,[0.52577746389525137],[0.58610243572383003],[0.0074493335671076411],[3.6334683344518837e-05]
2219,25.771714210000003,[0.086427515496275031],[0.49756308361917262],[0.0056895427338171656],[5.5637810819575417e-05]
2220,25.2926309,[0.62559628804950951],[0.56522205959867677],[0.004656082744656842],[3.1648522245297794e-05]
2221,25.9372648,[0.66898601725199802],[0.40841731886750116],[0.011479844467254752],[3.8484232612046032e-05]
2222,25.589376050000002,[0.37705120161662609],[1.0057421451215021e-08],[0.0087194934173011052],[2.5594913750315307e-05]
2223,26.507419719999998,[0.24225284962384419],[0.78960437418671003],[0.0055873051453110834],[3.9347691859259459e-05]
2224,27.459950170000003,[0.30861512312698069],[0.25737200346845857],[0.0080306053318364712],[2.1508738575870545e-05]
2225,24.88950969,[0.93407503398450098],[0.40998076666583316],[0.017849315742853422],[3.7220516979408202e-05]
2226,27.00513712,[0.40528275894122451],[0.77342929631865431],[0.0052171802147386037],[5.1539769721442585e-05]
2227,27.43588309,[0.9673518594896966],[0.20780450521272309],[0.01201885160939864],[4.7027093914797646e-05]
2228,26.583744940000003,[0.38013182740269819],[0.89340072687331062],[0.01032403276268451],[3.913530119881159e-05]
2229,25.83206351,[0.3872029788641842],[0.74242563355554358],[0.0061208887805273005],[5.6530172575564031e-05]
2230,26.071747010000003,[0.76403681311033389],[0.661415000595175],[0.0079315688059580225],[6.4198697075634747e-05]
2231,26.67389733,[0.4702750376130414],[0.5796303131780749],[0.0047777196184688453],[4.0198234342703199e-05]
2232,26.658399890000002,[0.91741766352841847],[0.080353780708277256],[0.01354576333332147],[2.9072257025364312e-05]
2233,25.06130408,[0.71365999751884823],[0.11312454248213316],[0.0095966122204330095],[3.1045216536851328e-05]
2234,25.06203022,[0.0090561338979692763],[0.38148599897803576],[0.0041906483937913519],[2.1424914452783383e-05]
2235,25.28135891,[0.22882063412374215],[0.00068456631419278047],[0.0099331604037333765],[2.852881104198346e-05]
2236,26.57223147,[0.25414290038707166],[0.26147428715483967],[0.0067613912977393942],[3.3864759819257628e-05]
2237,26.07527234,[0.66335018994625317],[0.22931335087686427],[0.0067116799454705056],[6.9122174251923241e-05]
2238,25.44425222,[0.3656929324758228],[0.24316851772164699],[0.0021769222680260714],[3.6328021739806537e-05]
2239,25.026061239999997,[0.52374690055697404],[0.38007988132120291],[0.0012204254587523944],[4.0975575156587674e-05]
2240,26.54861448,[0.3860985251725404],[0.5214343579731503],[0.0049777095183239362],[3.1245294917714439e-05]
2241,27.41367679,[0.9738185101570489],[0.87413473937354003],[0.0081375923602552414],[3.3990515663495646e-05]
2242,25.05186509,[0.5752056431854855],[0.60897700427988066],[0.0062154518310034157],[3.1007588337017555e-05]
2243,26.53229313,[0.044999023863430354],[0.87881225916729366],[0.0071013398535768046],[7.3507091687963211e-05]
2244,25.475339100000003,[0.6091554285101809],[0.41212005207660107],[0.008594188010679793],[2.9641651831224802e-05]
2245,26.08718665,[0.56307724595741071],[0.43507601332434193],[0.0045142875652481873],[5.5704410050039233e-05]
2246,27.040048300000002,[1e-08],[0.5471262416466961],[0.0046836301895551435],[3.3153602565061391e-05]
2247,27.41921691,[0.31174395710415503],[0.36733888363809275],[0.0093555855008471966],[5.5163007780911766e-05]
2248,26.86848214,[0.042122875167454998],[0.034145218810069433],[0.0054222430986049508],[3.6112417239997363e-05]
2249,25.81461607,[0.97199661074019172],[0.21272024088053065],[0.0038180969839724521],[2.8562564709844196e-05]
2250,25.70724077,[0.81905591430519498],[0.56836842327504045],[0.0089214609640454468],[1.5461474427713728e-05]
2251,27.1003178,[0.5324880310486112],[0.072339615312949024],[0.0098239749822532918],[1.6693124308742036e-05]
2252,26.23759043,[0.51401865200983987],[0.76655070307757245],[0.0076085360054959361],[3.6027701439123039e-05]
2253,26.89488162,[0.87887503600838524],[0.72899656897937315],[0.0046187116798929728],[6.2509489509809946e-05]
2254,26.800059519999998,[0.26408362234833149],[0.24522864932326671],[0.0078056849594928535],[6.257164545120375e-05]
2255,27.9245933,[0.52230605953564957],[0.79870399523727698],[0.0050577658054669072],[4.094404615356817e-05]
2256,27.088010079999997,[0.33964255267810628],[0.20200623159723013],[0.0049938572134927695],[5.2240115899604422e-05]
