iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
4000,26.88479631,[0.08750522976266728],[0.73776867214258846],[0.007009657989863971],[2.3484803905238216e-05]
4001,26.195522309999998,[0.10426922070860772],[0.063692375809482338],[0.0079844950970159867],[7.5442452102614244e-05]
4002,25.518387,[0.53093361636112058],[0.94248936940129602],[0.0069248806566875598],[8.1904903699914211e-05]
4003,25.9809335,[0.12516549755912681],[0.3496190833888223],[0.0087614252408234061],[4.0283875901103716e-05]
4004,27.08698989,[0.85513141549994465],[0.063239245341933092],[0.0077139449610707511],[2.6278320189032645e-05]
4005,25.87304066,[0.23308204972790886],[0.091999393389845807],[0.0049996426005831651],[1.9607696660095542e-05]
4006,26.00270373,[0.10262280718029537],[0.010156946597390304],[0.0017230769048812156],[3.428970810603893e-05]
4007,27.73360655,[0.8308888082138044],[0.81168875607909552],[0.014019105849441937],[3.3824242551216965e-05]
4008,25.61814748,[0.06234980443291277],[0.62224282682026477],[0.0072484265556527205],[3.6806621368346004e-05]
4009,27.32601243,[0.78140538081084288],[0.52586279520759815],[0.0064400324489498617],[3.2615044117334513e-05]
4010,26.93656966,[0.58481932357774691],[0.67849488077915965],[0.0031102504383087037],[2.6538759428429426e-05]
4011,28.20430121,[0.38271133851794009],[0.25421117972631346],[0.007809220078679957],[2.5289322592603192e-05]
4012,25.25335244,[0.10622760045358437],[0.39132109894931449],[0.0054334023908508278],[5.3113854819986095e-05]
4013,26.010794079999997,[0.91640382952495036],[0.40703420518543965],[0.008381493929377315],[2.7751975275325247e-05]
4014,26.22074649,[0.53394350701065363],[0.99997686174985978],[0.0047123464358481693],[5.0783886617444818e-05]
4015,25.76195595,[0.98716325347605149],[0.7091490774908229],[0.00778562162397195],[3.0374542038691388e-05]
4016,26.82397796,[0.28725524426112314],[0.34549820269509468],[0.0060755962659834739],[7.0910406225810352e-05]
4017,25.060782460000002,[0.6086079420939795],[0.97836706276045893],[0.0047265726079651627],[6.2523348032861303e-05]
4018,24.74085324,[0.22995453009549432],[0.4700736895529487],[0.0035103643554575958],[4.4389916352305381e-05]
4019,25.57029541,[0.53037975773706636],[0.66293046938722389],[0.0080431749912467931],[2.75050199029514e-05]
4020,26.48815661,[0.52412795534961931],[0.83652315550857914],[0.0043242904854886577],[9.4814692532807499e-05]
4021,25.56460165,[0.61266454486508271],[0.23896126961801856],[0.0096011955238648472],[3.5169560986092474e-05]
4022,27.89135384,[0.52599966219110961],[0.16062933805965274],[0.0050136456351507763],[2.6477228116938978e-05]
4023,26.32290714,[0.32124744906951286],[0.79186626935604498],[0.0057580695212941513],[2.8647540761150836e-05]
4024,26.14492511,[0.9893846851654895],[0.092696564005111226],[0.012757879930730132],[2.714238320766782e-05]
4025,25.031529329999998,[0.77104197867152746],[0.95441237502272847],[0.0098163477429167867],[3.6040622472699457e-05]
4026,26.349201620000002,[0.02429673409051869],[0.65365766926757285],[0.0060462113029082776],[4.248270545204047e-05]
4027,25.07473652,[0.31298526520364256],[0.67576828729742611],[0.0059964864411483632],[2.9735241367567777e-05]
4028,27.03666418,[0.78372074337229647],[0.049736644523739049],[0.0074395317532333638],[4.1819560332279071e-05]
4029,26.63198825,[0.98450910236404665],[0.28712200636621066],[0.010272729528947255],[3.3638701013083416e-05]
4030,25.62403758,[0.8805258887441727],[0.19918585379967524],[0.0059598771136714079],[5.3047090468272273e-05]
4031,24.65526675,[0.0085947844760922432],[0.19351541085744295],[0.0041994392144876214],[2.2309826798960763e-05]
4032,26.06464846,[0.44534478849508352],[0.46519298510052537],[0.0079206256840617106],[5.6626461925612936e-05]
4033,27.51921812,[0.40207476386459373],[0.2678240234694369],[0.0050444996248321661],[2.7960601654331008e-05]
4034,25.02817798,[0.36182428578584935],[0.053185210336722133],[0.0092126644964206639],[6.8769547682145937e-05]
4035,25.7323654,[0.03997886103990983],[0.64037919279198152],[0.0068928570658605692],[4.5529040606451243e-05]
4036,26.28735906,[0.70043412166473562],[0.15437088763328682],[0.0057250592892540419],[3.6141655514743132e-05]
4037,25.31474355,[0.66503265128374101],[0.37283217016976389],[0.0061436624862367117],[4.8577568256158443e-05]
4038,27.969996039999998,[0.52869532497633431],[0.67960849089777309],[0.010963872788851525],[4.3262141670219467e-05]
4039,26.9487217,[0.44869032777599049],[0.9580490597959197],[0.0043064162938388773],[4.577026649726923e-05]
4040,25.659998690000002,[0.37564986553421736],[0.89188836504549551],[0.0098489789311758669],[5.067922323293006e-05]
4041,25.85217885,[0.723066222809578],[0.57933733630584883],[0.010062450169701587],[4.0491886149296441e-05]
4042,25.90326429,[0.16273332223654863],[0.9999848698467213],[0.010963906926657607],[3.4303153801762409e-05]
4043,25.52339702,[0.50061975626528454],[0.60540791514654169],[0.0036937103342943312],[2.1262648561115594e-05]
4044,25.50209382,[0.65377614563920905],[0.41494421757077993],[0.0046486549153571532],[5.9034565591420396e-05]
4045,25.36901112,[0.81735148768866206],[0.13627746984477934],[0.0025646923532062771],[2.7367369785036288e-05]
4046,25.2227912,[0.29900975272268837],[0.86042069478515404],[0.0034769278945632753],[2.4784086739004785e-05]
4047,25.84351994,[0.13153267048587436],[0.1825628947571174],[0.0059393048016243566],[1.4181312023298087e-05]
4048,26.7791632,[0.64454806120528274],[0.76778781158337173],[0.0054720904556299077],[4.0454619127328062e-05]
4049,26.5239598,[0.51254278805408826],[0.49548457767992093],[0.0067948857390676687],[3.8240475027984111e-05]
4050,26.70987218,[0.35134090496598985],[0.21120161220366046],[0.0034172940204827973],[4.3872462571425963e-05]
4051,26.465920079999997,[0.19648375923253164],[0.49139495232425628],[0.0032795657353114627],[5.6042486850926831e-05]
4052,26.814244350000003,[0.41335671945728164],[0.91512185994655026],[0.0042563585847918972],[6.0540678457898789e-05]
4053,25.36631563,[0.1104545113094012],[0.99924745046918684],[0.0042617392840638146],[5.8307061460982634e-05]
4054,27.53102238,[0.71883337938101211],[0.7943656648510331],[0.0088967538211924824],[4.1723615391509039e-05]
4055,26.193826100000003,[0.79633175192770567],[0.011309583430229586],[0.0038648233048376168],[3.0378052150725754e-05]
4056,26.46680912,[0.047027641366537254],[0.82952865869557491],[0.0089606589798778558],[5.22848502546025e-05]
4057,26.729683899999998,[0.51389709595617805],[0.79833430167030772],[0.0072430878522202757],[8.1825176918792764e-05]
4058,26.35019398,[0.0068734015839252982],[0.58124685817485766],[0.008091229388761334],[7.2776830104592793e-05]
4059,25.49489294,[0.3773096735797925],[0.72241952092840422],[0.0056604369318005721],[4.0237177052815376e-05]
4060,26.65312352,[0.42237730865450662],[0.23674658384675962],[0.0092851052486863095],[1.6908471549781368e-05]
4061,26.18437075,[0.36331762471992968],[0.70304777805965502],[0.0015657075463824666],[4.216391142553011e-05]
4062,25.89942628,[0.52833081437784701],[0.24948572624471677],[0.0090632475128403223],[2.7633234812640683e-05]
4063,25.853592829999997,[0.80034227484927201],[0.30021118914077249],[0.01036732563958398],[4.3391109611046197e-05]
4064,26.39164819,[0.50413028616086275],[0.80151923505169509],[0.021547149359629814],[4.0139769131641856e-05]
4065,27.58615673,[0.65359481696421773],[0.11597410915113227],[0.0085522888888314164],[5.5175164633047835e-05]
4066,25.68405759,[0.75827436277935745],[0.49360564995518214],[0.0079739012694248768],[3.8893735940681573e-05]
4067,26.80346232,[0.62956534195040459],[0.99212468279906263],[0.005220946925763692],[3.3507136685761996e-05]
4068,26.42681674,[0.22387627342255878],[0.36198660873794103],[0.0046803144414153675],[4.2821680989957311e-05]
4069,26.90219605,[0.29157099061818642],[0.44711815701477986],[0.0046716985591010451],[2.3132212136234287e-05]
4070,27.23910218,[0.15097141398455965],[0.85146493366479681],[0.0051555672410878994],[6.0642557943857422e-05]
4071,26.78510879,[0.052794714335256121],[0.75863600237713091],[0.0072315307507675453],[7.3836501224389117e-05]
4072,25.51904552,[0.72406001147210231],[0.81199426323181201],[0.0088123951271886214],[5.2895876591796398e-05]
4073,25.240364109999998,[0.68208192575920257],[0.37210654029883078],[0.0093630140447364396],[3.9034193738574086e-05]
