iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2100,27.74381093,[0.61432581688285515],[0.80787558883626609],[0.0046035682196414185],[5.2132008543426256e-05]
2101,26.43333238,[0.65928717788240054],[0.33696126259311143],[0.0063458974650680844],[2.245053645760775e-05]
2102,27.157844760000003,[0.86988453101263397],[0.35913467714153036],[0.0060256111388402034],[6.8432426991837936e-05]
2103,25.72795314,[0.3874541414131486],[0.46082001689889102],[0.010306761172467427],[4.2372828131465035e-05]
2104,26.79327043,[0.73917340083897187],[0.41697931137795208],[0.013501113877292081],[4.4967028714815171e-05]
2105,25.84765404,[0.23565108315140926],[0.92209156681228865],[0.0053773102100152514],[4.0330580099057212e-05]
2106,27.69129314,[0.63557670132241106],[0.93475471652717035],[0.0066807070994204798],[4.2310540828427445e-05]
2107,26.618524530000002,[0.33721759178948274],[0.85270393866362149],[0.0072347271545382674],[4.4242653241766128e-05]
2108,27.21091864,[0.9870304395431404],[0.4371812357151415],[0.0098192735446218649],[3.3338947467209668e-05]
2109,25.59777472,[0.80276633591003987],[0.084803068924105773],[0.0073218067737977344],[4.1206973377616585e-05]
2110,26.64335439,[0.62075627352192309],[0.76457191410689029],[0.0090471828636242702],[1.9133517292213575e-05]
2111,25.102487149999998,[0.86616422720809849],[0.81443183783836259],[0.012959498770060141],[7.6287673221264729e-05]
2112,25.00271928,[0.041994067262660417],[0.091201067040056649],[0.0084802230098037779],[4.3857652231693578e-05]
2113,26.55180858,[0.83957959380370428],[0.48316894294892121],[0.013516456641514962],[3.5836945828926492e-05]
2114,25.711727059999998,[0.39960196204614074],[0.24567920431568763],[0.0068475197573314994],[4.3083167051261029e-05]
2115,26.134550949999998,[0.77616484944087105],[0.053932213380359362],[0.0051231951182928448],[4.0051986112010773e-05]
2116,27.3395686,[0.74419309986465976],[0.32567978764469513],[0.0087118588557971166],[3.3642872237171773e-05]
2117,26.199898570000002,[0.65043290882214777],[0.94594044301009372],[0.0068684956387038421],[2.7118335754083844e-05]
2118,25.056333969999997,[0.70665258005507559],[0.57992636183687873],[0.0078501997482824937],[2.5588244472851684e-05]
2119,27.56885995,[0.2713237019913175],[0.38302278324692451],[0.0062831384675881563],[3.2296416217381108e-05]
2120,25.56378355,[0.64225360210765459],[0.081806888858414306],[0.0086911713016105119],[3.7564034641224264e-05]
2121,28.04597093,[0.25342344014862317],[0.6767875887079724],[0.010970970255421375],[3.1883259193676849e-05]
2122,27.177794,[0.17764328348913228],[0.389502008646051],[0.0048037440862129244],[4.1673234069894427e-05]
2123,27.36007267,[0.35755799721298492],[0.64712063889167282],[0.0062533028210288166],[6.638068196707092e-05]
2124,26.36554464,[0.8522261983155961],[1e-08],[0.0062765595150924836],[4.4877445029511964e-05]
2125,25.33669372,[0.4640228647252731],[0.30666494782405307],[0.0087104607019726221],[1.8666521937826808e-05]
2126,26.96560414,[0.072970652043394257],[0.15781424778364694],[0.0042296216174522727],[2.9900282349892837e-05]
2127,26.47046841,[0.1641521193731868],[0.057279329310689353],[0.0041334728633263262],[4.4410670716032996e-05]
2128,25.96011597,[0.36299334521915194],[0.4268504657463062],[0.010953930270166556],[8.2086095160638362e-05]
2129,25.08812848,[0.47590387499203618],[0.452080278425883],[0.0072586367973546118],[2.1484111202119127e-05]
2130,25.77542867,[0.28185662325923888],[0.48273563653370644],[0.0052570809105615957],[4.1739718243338775e-05]
2131,27.08416312,[0.27850028207187888],[0.6190734858648681],[0.006103719458006085],[5.0249581307171276e-05]
2132,26.17446696,[0.59575260347525094],[0.7461598903685972],[0.0059664830688048176],[3.9008822609432059e-05]
2133,27.01712418,[0.78067849951512902],[0.086942305361719596],[0.0089905825638793568],[4.2881367088354327e-05]
2134,25.71322882,[0.22887545312622154],[0.27803821272400542],[0.010924513054567375],[4.575059628314504e-05]
2135,27.343345969999998,[0.91490502402491902],[0.87036953187688892],[0.0076894928278569696],[4.8600400032794422e-05]
2136,25.68491866,[0.21307968294532764],[0.91915877649267763],[0.013866130582796454],[5.0890491847643826e-05]
2137,26.453905510000002,[0.51949480109462354],[0.90860010101001421],[0.0073757166900148552],[8.6935341336247252e-05]
2138,25.85853156,[0.64810164028277562],[0.59984729954249938],[0.0055600492602543294],[2.3098463859672069e-05]
2139,25.58628945,[0.11608374068123917],[0.4020576475693467],[0.0030937365625702817],[4.0016942326859262e-05]
2140,27.38801243,[0.90099659966892376],[0.30978906046411936],[0.0082820798414089403],[3.7141976698296109e-05]
2141,25.53187896,[0.71876502885009241],[0.53241316266102734],[0.0080405042516260572],[2.8409393333428401e-05]
2142,27.37922248,[0.79173031422297524],[0.57708513669302608],[0.0047075447906050893],[2.8792027036705914e-05]
2143,27.019383190000003,[0.7460505541568172],[0.6700676553004592],[0.0091527165919320086],[5.7412779469967479e-05]
2144,26.05215423,[0.0066933249242060455],[0.67383805940717612],[0.006101634193120653],[3.2601310857638399e-05]
2145,25.863152149999998,[0.98403502482645488],[0.16269721228323919],[0.0092154932486613883],[4.2595534574252358e-05]
2146,25.29028833,[0.86306548052407472],[0.12869838334580597],[0.0062750431755351777],[4.1308536771034188e-05]
2147,26.21497071,[0.37085196887846228],[1e-08],[0.0086399353436786841],[2.8409850975741335e-05]
2148,24.79646693,[0.12307503842946171],[0.64037696878708705],[0.009971650021559475],[0.0001135550847627953]
2149,26.73711402,[0.53085973948025023],[0.32618947847171453],[0.013421732053102209],[2.6777029176139333e-05]
2150,26.056092789999997,[0.15636145676265079],[0.64243282422433923],[0.011510134359033586],[9.9509388079566108e-05]
2151,26.001062559999998,[0.90086180705475083],[0.53772944997525252],[0.01120525898201008],[5.1665660908584154e-05]
2152,26.2634453,[0.17214890013422446],[0.35733663459786097],[0.0045120948911059888],[4.2628360090835038e-05]
2153,26.36462481,[0.077902617619075687],[0.50954745421644365],[0.0059078837317522725],[3.662236191709356e-05]
2154,26.65880979,[0.72300386158518193],[0.011645008757398712],[0.004437740414834912],[2.9585302534995694e-05]
2155,26.12354925,[0.74772562723412239],[0.43106113756347725],[0.010693704724866193],[3.2301804679613078e-05]
