iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
1800,24.710471469999998,[0.3615658617360234],[0.4450808007630479],[0.0089363854023098988],[4.2002047291267441e-05]
1801,26.92333646,[0.89179221418471821],[0.59082640113692331],[0.0072857379194208871],[5.984116271734452e-05]
1802,26.942386940000002,[0.030370208045518654],[0.43966542945072812],[0.0088843652682265573],[2.5841851017671669e-05]
1803,26.683029960000002,[0.92846558283612324],[0.22581467306744457],[0.0059422335802632453],[3.8343474116186993e-05]
1804,26.420026399999998,[0.29989204006387621],[0.6985015223810398],[0.011947360720273581],[7.3191122150650934e-05]
1805,26.05022836,[0.8806122627205899],[0.077418221200838799],[0.0067719550354157221],[2.9406963027500677e-05]
1806,27.81083316,[0.6363250503627893],[0.48915263513993573],[0.0065045395936218497],[3.8236098823918319e-05]
1807,25.34972852,[0.90514692226861659],[0.11607660261684399],[0.0080324141516801006],[5.5575241439398404e-05]
1808,26.69379558,[0.81897049735433969],[0.12635228228366818],[0.010386591309646753],[6.9635113366883772e-05]
1809,26.25588378,[0.37293123298357073],[0.7335620015490798],[0.0069384868329472327],[3.4861419863418952e-05]
1810,26.29931968,[0.11516495724003306],[0.42344495204504468],[0.0059942503899144683],[4.1102803718051639e-05]
1811,26.09192298,[0.16440733998669366],[0.76632852377059213],[0.0042111919041585844],[6.2141077002419998e-05]
1812,25.992057329999998,[0.41308628693068833],[0.42725669902929886],[0.0066177932264234185],[5.424184351082717e-05]
1813,26.33841503,[0.24568020159746118],[0.83601835764562349],[0.0083094621403687619],[3.0655063966544827e-05]
1814,25.92647882,[0.25593747103857967],[0.56573891486186623],[0.006720450313245363],[4.4666425991546355e-05]
1815,26.17917448,[0.946539811383034],[0.60135334779121186],[0.0099512835790040999],[2.7530987581458888e-05]
1816,26.642526059999998,[0.97904708472718449],[0.46521247023898393],[0.0081655441314211763],[3.6266951597863084e-05]
1817,27.1727296,[0.89790700335053431],[0.61982401035896606],[0.009798764583896058],[5.3287068883578481e-05]
1818,25.46563502,[0.23972827145846082],[0.47979637062225405],[0.0061053738040837691],[4.6103107401995747e-05]
1819,26.839635809999997,[0.8623012735947051],[0.89506881024301577],[0.0060320545493087185],[3.019990316949217e-05]
1820,27.08864698,[0.20495037391558085],[0.26054414240212831],[0.0046328078556915342],[3.6544573451535722e-05]
1821,25.50062723,[0.88822963299101865],[0.38244019261628642],[0.011047589405445146],[3.7378072026417186e-05]
1822,26.216317739999997,[0.60493658505400816],[1e-08],[0.0050323981544297958],[6.5089302481946554e-05]
1823,25.85088202,[0.93826407241340237],[0.91423290686844538],[0.0075239824781357378],[4.2038929021548377e-05]
1824,27.620413940000002,[0.6489452283854491],[0.19041297821161957],[0.0035779538368508335],[4.6026925215991721e-05]
1825,25.94296525,[0.79214581933160821],[0.80007655230100339],[0.0059656735510009717],[3.8284139351474344e-05]
1826,27.00001248,[0.14006622931162871],[0.49417873563831061],[0.0070576955317085965],[2.9462262915003201e-05]
1827,27.12831719,[0.28900123451985366],[0.60584017076102015],[0.0058750720343563323],[4.3097232692024257e-05]
1828,26.192075120000002,[0.40132178312125155],[0.6767638251633169],[0.0049352249145241389],[6.3486231316634001e-05]
1829,26.129148760000003,[0.31476716278357691],[0.14058455613532977],[0.0065325493110001687],[3.4988694871673776e-05]
1830,25.49619074,[0.78158575783855322],[0.96375345786959743],[0.004032031361832944],[7.6040819000144921e-05]
1831,25.90512575,[0.16995518724464231],[0.72461107432530025],[0.010886961987354948],[4.8879087283237865e-05]
1832,26.963577670000003,[0.47135643290186485],[0.29326292453861369],[0.0049861669368330142],[3.0125184901863555e-05]
1833,25.43195127,[0.27564476912774649],[0.91570300970033913],[0.0097617601794859898],[3.4023258139836976e-05]
1834,26.349305079999997,[0.67386987713922841],[0.74065826688387038],[0.0057561995864818805],[4.1804645254661654e-05]
1835,25.73732785,[0.70509355547941788],[0.31666614418832695],[0.0080398110997416672],[4.2367878699933748e-05]
1836,26.860783859999998,[0.45240639972572555],[0.33514905712699039],[0.0078274062939306943],[3.3403492508410348e-05]
1837,27.284296809999997,[0.71084145620458017],[0.94928524033870809],[0.0095301826658523714],[2.7134823396501861e-05]
1838,25.93204635,[0.63610871266054381],[0.18714500256773819],[0.0081036170349251813],[5.7663163132382067e-05]
1839,26.09807022,[0.73690054954854567],[0.0098239968626757102],[0.0038379660348584199],[4.0659348457094957e-05]
1840,26.73671104,[0.88762511066191352],[0.36645146632268472],[0.008470680764372851],[2.9176448483547723e-05]
1841,26.20428523,[0.39874936628958274],[0.11553571133791823],[0.007950299199952604],[2.0295410016579751e-05]
1842,27.58878537,[0.26683359711288346],[0.79207278230710776],[0.0062941533341996925],[4.0720912279301746e-05]
1843,25.85309162,[0.015971036589771948],[0.72492241736088658],[0.0087833631079526353],[3.1550050848705435e-05]
1844,27.27368555,[0.58030465566191336],[0.60974655522380827],[0.0048804946165431073],[4.0812679852175737e-05]
1845,27.54547447,[0.64711032688340042],[0.098017386841936005],[0.0076613307139419828],[6.4276926410811175e-05]
1846,27.157713280000003,[0.83799183561313573],[0.93610022682087601],[0.0025380568210852106],[4.030426676288057e-05]
1847,26.10718063,[0.8027053055433776],[0.43205635288902983],[0.0046368149646299761],[5.1093419533798645e-05]
1848,25.18739122,[0.49885373941342309],[0.87696320010903461],[0.0074055048284640268],[6.8042525993738945e-05]
1849,25.745633129999998,[0.3996166963063541],[0.43002765262393799],[0.0031095589072916985],[4.5482868747781513e-05]
1850,25.40763402,[0.061275176480680149],[0.28233612442012435],[0.004811308216401855],[2.10052931388649e-05]
1851,25.56427855,[0.73603647225113233],[0.84349051999939073],[0.0029984748586186494],[6.6296253250774928e-05]
1852,25.39325343,[0.034191373171873152],[0.9103403672886855],[0.0061056784099021155],[3.0102360248696058e-05]
1853,26.03955403,[0.98619615089519563],[0.40488872629423406],[0.01052919253570217],[3.4412071379330555e-05]
1854,25.9035578,[0.02774411041680197],[0.22813800916435639],[0.0063224594786590038],[2.6684695417555915e-05]
1855,26.18097125,[0.54822264743584059],[0.61998764025698883],[0.0084329379116836467],[4.2493780287367056e-05]
1856,26.003231579999998,[0.98079457392563962],[0.7426965774124954],[0.010571680980740128],[3.2621160968693275e-05]
1857,26.719422390000002,[0.47249812270122005],[0.77977487128583034],[0.0057180225218845249],[4.8005390926142422e-05]
1858,25.906447489999998,[0.43687663301968443],[0.029081351696428726],[0.0063474887132480284],[2.7272676964618103e-05]
1859,27.07469668,[0.2936842238951537],[0.67953901223453828],[0.0046534038876132611],[6.1914286451802969e-05]
1860,25.94361144,[0.49565966306837794],[0.44800324059119934],[0.0089492322322317075],[4.3451329689414564e-05]
1861,26.92748471,[0.70290125364321898],[0.054553953700693714],[0.0096909338218160168],[3.8145819807711145e-05]
1862,25.57311141,[0.53497138378700182],[0.79604648461182004],[0.013106817341610066],[3.7932741521640168e-05]
1863,27.67137563,[0.99260332254982941],[0.4491375193778594],[0.010982865699462718],[3.2093530271948278e-05]
1864,26.21783521,[0.8802226693258044],[0.0018103719357178694],[0.0089994456609359674],[2.154670710124984e-05]
1865,25.20972691,[0.92115659751248558],[0.14370712187558338],[0.0059925999015734699],[3.594088330427514e-05]
1866,25.116413039999998,[0.80869700154379087],[0.64658822961057005],[0.011802879766765695],[2.0737496227829499e-05]
1867,25.860274030000003,[0.51518978636927115],[0.12843689162491806],[0.0056440154144685173],[2.9128725473392958e-05]
1868,25.45263891,[0.0053668253197802773],[0.75534297949622897],[0.0065741678666200731],[5.0959378955051093e-05]
1869,25.68360882,[0.67451954442684614],[0.46292766235558275],[0.00523033253508981],[2.249172677559752e-05]
1870,27.159746730000002,[0.737546083894701],[0.70789952790573352],[0.006178244109392883],[7.0270032255237425e-05]
1871,27.036796940000002,[0.86645017101298039],[0.19001881357775258],[0.0038562238466475218],[1.5426024133347038e-05]
1872,25.28705622,[0.97099096550737463],[0.136517629581142],[0.003218622510604674],[5.2911330702787307e-05]
1873,25.7974213,[0.25291708779690691],[0.38360161766286516],[0.0083215897536222383],[3.9506105693531968e-05]
1874,25.36778543,[0.066760840076772687],[0.44342793431254046],[0.0057653590287622403],[3.005513220244449e-05]
1875,25.26788129,[0.87979710058823035],[0.36947028182907149],[0.0051934417129476662],[2.9351244291542233e-05]
1876,25.84648367,[0.47650846877607556],[0.67030542410743543],[0.011312399875195445],[4.8232215684673729e-05]
1877,25.55259486,[0.01226792525265652],[0.3826715227990547],[0.0062385819149584631],[4.2659782765408494e-05]
1878,25.89604134,[0.63312399938232],[0.32372793250284293],[0.0080520645766986587],[2.3922829113121047e-05]
1879,26.09589119,[0.60053352983981434],[0.18716399198949069],[0.0038325044287404464],[3.272453682251486e-05]
1880,27.53886293,[0.14369495217177708],[0.9334201627223333],[0.0094868217840778923],[6.5135026978024868e-05]
1881,25.16874069,[0.65528701067139172],[0.96018411110416957],[0.012845563538438576],[5.6223284745970936e-05]
1882,25.335861859999998,[0.46510252623469922],[0.14042265294455647],[0.0085102518938323102],[2.8897034624941753e-05]
1883,25.96839072,[0.26399714690431553],[0.54308628086902988],[0.005334083945484569],[3.1866584130013642e-05]
1884,25.490777039999998,[0.250905762239226],[0.64182739086290708],[0.0053846410925632582],[7.5656727097139775e-05]
1885,26.12538282,[0.48783178977337727],[0.98998935398986376],[0.0046709505842224552],[2.9064756419672211e-05]
1886,26.27669374,[0.76114682612769313],[0.14715370338828554],[0.0063886575183486616],[5.0773456769015457e-05]
1887,27.37854243,[0.14135521761855935],[0.38365009244499404],[0.0038340535420345878],[3.256945562718494e-05]
1888,25.522576620000002,[0.29141567342647512],[0.80461230127948413],[0.0059933034888549064],[4.5813103895786522e-05]
1889,25.759922489999997,[0.71726988093762378],[0.20591738340803706],[0.0084965001398328299],[4.4708808076332485e-05]
1890,26.07235319,[0.08381502721977202],[0.80870043055977725],[0.0060203421797867529],[6.2356111811989745e-05]
1891,25.285011989999997,[0.12212964710867802],[0.0072136836633527879],[0.0071191625433712491],[6.3822384714751212e-05]
1892,25.97032105,[0.76764455416607924],[0.98594985180922046],[0.0058028852441564527],[5.3975490433788575e-05]
