iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
4300,24.81542014,[0.69036020419213395],[0.76776563188668467],[0.0071001336342912946],[6.8839746223070541e-05]
4301,28.357584890000002,[0.318374019860718],[0.17702658246472208],[0.0064847586808914892],[4.5397023095528066e-05]
4302,24.65173,[0.042313109632909296],[0.14347795072981606],[0.0082908690875437285],[4.7662530121894697e-05]
4303,27.12959121,[0.74551305304933801],[0.014528103475714871],[0.0076996496675678094],[3.2954432821696855e-05]
4304,26.471594109999998,[0.089164976524759132],[0.92454073692974692],[0.0039546365512937443],[4.4414189165398188e-05]
4305,27.29322128,[0.92207644723956339],[0.86711497795703696],[0.010283321030239878],[7.3588075367614358e-05]
4306,28.12251591,[0.29047407481503085],[0.8538955984290808],[0.006219893503080387],[5.3399253712227424e-05]
4307,26.83397157,[0.90964424803884847],[0.52954636705537972],[0.014145001183937633],[6.4234663015361182e-05]
4308,26.67537887,[0.028532344161243117],[0.68683141475658349],[0.0044011852191264134],[4.2645641059657624e-05]
4309,27.48736401,[0.77920506250500243],[0.24701648914844676],[0.01529024848105881],[2.7713959920516729e-05]
4310,25.798074399999997,[0.90363349778540347],[0.60118590807592187],[0.0080255945607924928],[4.1592052103633925e-05]
4311,26.210652760000002,[0.015463722307271333],[0.32802874303561858],[0.0016472331154102626],[6.1746174579935253e-05]
4312,26.24160322,[0.82875777788713711],[0.73248991455244927],[0.0054809975531605604],[2.5744655097581504e-05]
4313,26.000582089999998,[0.66572705816006816],[0.28357694768180186],[0.011700339674643845],[6.0941442856177197e-05]
4314,26.51078745,[0.46507712259605899],[0.7626607400877583],[0.0087243118497104533],[3.3290660595708399e-05]
4315,25.555999710000002,[0.83212061897974787],[0.87950606058768088],[0.013726088496596456],[2.6902745398404981e-05]
4316,26.152245309999998,[0.19918320059020045],[0.56893765651794348],[0.0078795591890954975],[4.8240031602531097e-05]
4317,25.84497327,[0.40565903055356739],[0.14560345191778745],[0.0077766235383197047],[3.8700606423636152e-05]
4318,26.21476779,[0.52192135962540487],[0.090223070501407321],[0.006799295438624231],[2.8313012857883457e-05]
4319,25.69618941,[0.77939461477704852],[0.65190690509420002],[0.005019028843181228],[4.8098159124043693e-05]
4320,26.23923686,[0.99988176441234877],[0.20018030402540388],[0.017294284074370503],[3.841273699861647e-05]
4321,25.5089902,[0.27807226307511901],[0.81566411396986416],[0.00078454349034262627],[3.5028170944029213e-05]
4322,27.67931993,[0.30624663017190434],[0.65168784891644627],[0.0087069311183976539],[3.2396062714767915e-05]
4323,26.37826545,[0.39972887898329235],[0.6034871229892822],[0.0058487546612450703],[3.0006641252966482e-05]
4324,27.046269690000003,[0.15556564774031756],[0.8420422260735787],[0.0030977746038263199],[6.3277222222823948e-05]
4325,26.564172149999997,[0.63555160120265586],[0.35238437732669847],[0.0069102453544343523],[2.5320077412405162e-05]
4326,25.721488309999998,[0.81347736161310191],[0.6515450065956665],[0.0077691427291840531],[3.7576914058312649e-05]
4327,26.34953539,[0.21466030502066935],[0.046754931322299798],[0.0053829947191760819],[4.3534454831295477e-05]
4328,26.24766782,[0.61988267116842066],[0.69186456822446751],[0.0079863801578508586],[3.5896829061632385e-05]
4329,25.843071780000002,[0.33596820565495567],[0.34359035467957122],[0.0024719780307088657],[3.5700199386534681e-05]
4330,26.97309625,[0.19148784660898799],[0.33416194542686339],[0.0085851302673944363],[3.095846201539576e-05]
4331,25.79648088,[0.68247922932961602],[0.022158928941543088],[0.0060746472507035576],[3.8312386686611966e-05]
4332,25.37525016,[0.55630797925600772],[0.41534201423534012],[0.0043874310991818821],[3.3036223426652356e-05]
4333,25.518960789999998,[0.81792370738327791],[0.47411901704842779],[0.0099305523015624786],[8.4827582336521878e-05]
4334,27.16660251,[0.4521025606542749],[0.42899996240991001],[0.012047052957297522],[5.3352136012707607e-05]
4335,26.34969675,[0.78112354827238417],[0.058093046620619149],[0.0017597833728859591],[3.1616083038310538e-05]
4336,28.96258132,[0.057527576040020123],[0.32364947667600147],[0.0074123992494361524],[3.824747564556974e-05]
4337,26.22765781,[0.30001664569809333],[0.79611384456612089],[0.0018834016136906606],[3.5203658668825355e-05]
4338,28.40802604,[0.34405034367028126],[0.65448762222386858],[0.0067884892034807964],[4.8487540017072561e-05]
4339,25.01258209,[0.25030792588118417],[0.7690658630273739],[0.0063536459550119218],[4.1025860843979522e-05]
4340,26.23067585,[0.92551443335410433],[0.091594651545427508],[0.011772408917769261],[3.4199202441631549e-05]
4341,27.129271239999998,[0.4762656543842983],[0.88769952216574466],[0.0060885536856168931],[5.5150701321837747e-05]
4342,25.87397322,[0.88119911081508862],[0.87162944461313141],[0.0093738467930469804],[2.9010833938414304e-05]
4343,26.58901272,[0.70692983669681986],[0.72904563408286538],[0.0050202821892396665],[5.1884643572752687e-05]
4344,26.191929239999997,[0.090775695500414144],[0.26549789136298629],[0.0088025902015097524],[2.5644220468357126e-05]
4345,25.03759346,[0.85478664178647934],[0.59513425087578464],[0.0088332313342068258],[3.8081256676703035e-05]
4346,25.64132686,[0.39798456516116121],[0.53972283673642907],[0.0062242381459218232],[5.9564838382875074e-05]
4347,27.4875233,[0.46736058469942326],[0.16677222506448919],[0.011570517680334458],[5.1408286816323479e-05]
4348,26.67761045,[0.96050624064375689],[0.54907833018994257],[0.012887696579938934],[3.0003975014902817e-05]
4349,24.971670739999997,[0.35599642860571257],[0.88700198706510869],[0.0095705775804111326],[3.861212999251018e-05]
4350,26.51402586,[0.6006041811976669],[0.15503537977130022],[0.012033019246220467],[2.5107352492614865e-05]
4351,24.65535668,[0.46322838764832008],[0.055832587731469097],[0.0079049872075546701],[3.9187650433480936e-05]
4352,27.89758818,[0.85305766088434898],[0.55003098277097118],[0.0044221848041538503],[2.6952868379781503e-05]
4353,25.50378492,[0.44018534184100133],[0.8064381072835054],[0.0052754692288649041],[2.2697881557620647e-05]
4354,26.25242045,[0.21563117938757775],[0.98461821703991581],[0.0082230683849655595],[7.2533128118335011e-05]
4355,26.24197626,[0.47665318132273005],[0.82887963350559035],[0.0053030825459684516],[5.3373329292560889e-05]
4356,26.6067775,[0.22591639259320884],[0.52627887564913389],[0.0050445986859378178],[4.6452169953914435e-05]
4357,24.633425289999998,[0.06093388811247108],[0.020820802196331645],[0.0069104559566774415],[3.5865457510220189e-05]
4358,26.09308497,[0.32689548306623195],[0.36204090908880365],[0.0034484074454794178],[2.9943704883572675e-05]
4359,27.89834075,[0.70947300781447364],[0.087435570676734575],[0.0040376662496218185],[2.4528646440313828e-05]
4360,26.115799579999997,[0.24386470387117337],[0.19474004925371452],[0.0037077754221703785],[4.149308311474087e-05]
4361,25.09691607,[0.50202601341600284],[0.45559373043327284],[0.014990241493610668],[4.4061879767021139e-05]
4362,26.9046268,[0.063384873375507356],[0.98572706796606679],[0.0066128262149785511],[3.404794276806733e-05]
4363,26.34421559,[0.80142783191557321],[0.17728628440601074],[0.0074699497061967435],[3.9412674540661996e-05]
4364,27.15723631,[0.3827390266530043],[0.54774688201652899],[0.0076379989372530877],[3.4301260143199119e-05]
4365,25.570504829999997,[0.50836665390942526],[0.42527360329151492],[0.0067961230389315674],[3.3403553669097974e-05]
4366,26.24732036,[0.57050926697623605],[0.66383582930194751],[0.0084450643689720772],[3.6207085943595896e-05]
4367,25.90749444,[0.057266841462622287],[0.47820059408713833],[0.0053712233786647468],[3.2198753257994817e-05]
4368,24.49583553,[0.84239887118394829],[0.49363328900661074],[0.0058707470234561354],[5.3064656448553738e-05]
4369,26.14513736,[0.88081719161335004],[0.31277443752578338],[0.0030390085455580529],[6.7334766691407033e-05]
4370,25.8156744,[0.9703535865687839],[0.30981008850877678],[0.0083814737770023795],[3.0198141955595226e-05]
4371,26.30307914,[0.9375496710393072],[0.41864293253047113],[0.010744356604278915],[6.7753223589317457e-05]
4372,26.688206920000002,[0.96214391029931734],[0.090471952276071799],[0.004772829222717323],[2.5538978777828181e-05]
4373,28.831033440000002,[0.87852668141060053],[0.49183229883503676],[0.010829001462030918],[4.6965970412538027e-05]
4374,25.87604057,[0.56274509252302196],[1e-08],[0.010807328947198436],[3.9609650925309658e-05]
4375,24.21567801,[0.95778149444374905],[0.84558381638685232],[0.0076767258461578614],[5.3101925257870164e-05]
4376,26.60133553,[0.23068262906546533],[0.44088075814874211],[0.0091035092623967806],[5.6209874354007372e-05]
4377,26.69675192,[0.35905528526474262],[0.57756719688038094],[0.0076652605705570531],[4.511112509253401e-05]
4378,26.15575726,[0.77940445715262252],[0.91754181609188967],[0.010366491886457829],[5.7068923618341927e-05]
4379,26.99685703,[0.015568427401711826],[0.32461106069981771],[0.0038727629102141004],[3.9495799294686496e-05]
4380,25.93416162,[0.5020887620266089],[0.93067649548171927],[0.007169085484616311],[5.1522224380318171e-05]
4381,26.553662059999997,[0.63917975066989907],[0.94525096121389696],[0.0066381262902199811],[8.7358525241387763e-05]
4382,25.456376940000002,[0.015618952751300652],[0.85539673323407261],[0.010171864754671467],[6.3560625470637788e-05]
4383,26.003828719999998,[0.33864091446147726],[0.81467253271466555],[0.0027031490184925011],[0.00014757296883799453]
4384,25.91470496,[0.32204483109216769],[0.12200086074526301],[0.0048493051475579918],[2.3999020630938173e-05]
4385,27.04694147,[0.34202506356083612],[0.22034236311912231],[0.0070784194664431643],[3.566679548611118e-05]
4386,26.32367253,[0.92606837170357692],[0.14638280829599315],[0.0042450205857302858],[7.126575825422421e-05]
4387,27.21666132,[0.25249171769966461],[0.82010086885844125],[0.010127352257598699],[3.6823133593766322e-05]
4388,25.71385982,[0.71968420127835186],[0.062199187178949733],[0.0092923538332151945],[5.332039936478683e-05]
4389,25.36643043,[0.1040384886325828],[0.90293104036082583],[0.0047128434488658],[3.9208303797166888e-05]
4390,25.614499149999997,[0.80571902126840134],[0.13297594431656401],[0.010844914359124103],[4.1808276115384846e-05]
4391,24.63063866,[0.25819058521713578],[0.2628975090394382],[0.012806172754989797],[3.8925508618226079e-05]
4392,25.259201309999998,[0.80239380102416336],[0.44746980288492422],[0.0049987980514361041],[3.0718941633423036e-05]
4393,25.761229370000002,[0.58216988555572824],[0.89006937103533856],[0.012438161210398146],[5.9549709230832804e-05]
4394,26.69341352,[0.62906519638580483],[0.65699604946550838],[0.0087952592428382492],[3.4023911292646591e-05]
4395,26.095050559999997,[0.14366184875716881],[0.33803082567757003],[0.0095176507288111112],[5.1574666044718054e-05]
4396,24.75405435,[0.37064768197611819],[0.15026909374523723],[0.011610066890143933],[3.4534364803773254e-05]
4397,26.754748629999998,[0.70887303923961209],[0.92600035806323766],[0.0071347836092284234],[2.2476016925621067e-05]
4398,26.23049769,[0.65586458032670159],[0.44100548487018321],[0.0052384810430586848],[3.927954224597352e-05]
