iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
4900,25.82809729,[0.031636179133542774],[0.59723916815463185],[0.010763147818417085],[3.7375449802368177e-05]
4901,25.180199100000003,[0.20237982406871841],[0.11910307739711445],[0.0086063577878610631],[3.73015939072463e-05]
4902,25.57761674,[0.85557904664624695],[0.22558947797566614],[0.0064905768366512739],[2.3642796038558789e-05]
4903,25.43046125,[0.057634455588164213],[0.559000882549745],[0.01020176287606378],[3.5641415943199473e-05]
4904,24.67181557,[0.51185951697096732],[0.52175610420730756],[0.0057631112121672157],[3.082617639449392e-05]
4905,25.33176354,[0.41379252950464646],[0.38429387774990997],[0.010539054147277072],[3.95709734665739e-05]
4906,25.833102359999998,[0.86962464905898784],[0.41240601193816329],[0.010477515826236405],[3.9085937499849788e-05]
4907,26.204246670000003,[0.80130350023987651],[0.93618106016710378],[0.0058256780595727364],[3.6649234791685803e-05]
4908,25.407919399999997,[0.72184451410232953],[0.68076046180914562],[0.0056945039472348635],[6.0385156071984802e-05]
4909,27.25137857,[0.92148601676575781],[0.96153479571043965],[0.0078738926492257777],[3.8779091119933717e-05]
4910,26.00600953,[0.39695869284601459],[0.78484683769165309],[0.0099429607705832646],[3.8135052253640556e-05]
4911,24.7125484,[0.25911761648346571],[0.75831943860363871],[0.0095277497651984344],[9.0677781795833745e-05]
4912,25.916666829999997,[0.54659701314269771],[1e-08],[0.0034110501951400973],[6.3164516324376585e-05]
4913,27.630031289999998,[0.75462433456563249],[0.45703278811028697],[0.013135936330316678],[3.126117656732097e-05]
4914,27.77576521,[0.018555393443251411],[0.34101351089819631],[0.0096704882905633838],[3.4245549648481699e-05]
4915,26.524828030000002,[0.33712391657639279],[0.55237938993367519],[0.0096776009841784139],[3.9663483146712419e-05]
4916,25.36177189,[0.06905156668402973],[0.79285233378742637],[0.0063564174905592075],[6.6943811479647231e-05]
4917,25.513138899999998,[0.78405695835704159],[0.87513093014203669],[0.0098170185191233106],[4.5753388519642613e-05]
4918,26.80134744,[0.017235028548783782],[0.18090311451324986],[0.004682622372574885],[3.4288673806781578e-05]
4919,26.21654355,[0.18214568777542645],[0.68895579280183017],[0.0066457806209749282],[4.3702940205392338e-05]
4920,26.821145920000003,[0.073415175056473825],[0.91817752849073175],[0.0060213950042966036],[4.7459380417336217e-05]
