iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2000,25.328242829999997,[0.22947667729167143],[0.70673563722636423],[0.011741474217451253],[4.1011381773203848e-05]
2001,27.5762829,[0.53232990864807161],[0.46196525535215299],[0.012971753799223551],[4.6198670709318712e-05]
2002,26.16814352,[0.35679249510602218],[0.69394022190582372],[0.014085629141327216],[4.4895565893321443e-05]
2003,26.02944696,[0.51353639392492811],[0.44843791172001679],[0.015346667833323391],[3.8402088717803817e-05]
2004,26.493630969999998,[0.73492164989448139],[0.46934651733771876],[0.011554755729755339],[4.0696671295026299e-05]
2005,25.563651510000003,[0.46156926379058993],[0.27443157031075455],[0.01066624042182801],[3.1150838240401324e-05]
2006,26.029701149999998,[0.77813263113998909],[0.72601972397012959],[0.010195142733624096],[5.4119150234066549e-05]
2007,26.14538775,[0.10727017470208877],[0.13809881446990746],[0.0029317501896850562],[2.9129420436979636e-05]
2008,24.90989764,[0.71102285023567757],[1e-08],[0.0087942562923492007],[5.9471058007298794e-05]
2009,25.384247289999998,[0.4139317296461873],[0.56662575795728953],[0.0081678423111090637],[6.6699485146426429e-05]
2010,25.67851943,[0.39498848463857517],[0.29225587953684679],[0.009111046873355344],[2.1980754625894328e-05]
2011,26.42842354,[0.21004982924384002],[0.99999999999895717],[0.003180433689140727],[3.8536072282713274e-05]
2012,25.634376,[0.99373895031896209],[0.57101869983126108],[0.0051685239876370082],[5.2351201665856717e-05]
2013,25.558856690000002,[0.69495512654504066],[0.42566274362713447],[0.0086587645345693187],[4.0301750690474591e-05]
2014,27.22982481,[0.74699763553078657],[0.45615324726174922],[0.0052665493408897146],[4.0855563067543343e-05]
2015,26.74629391,[0.77802481472575891],[0.3583687011209945],[0.0028470164035346857],[2.1124280901785308e-05]
2016,26.32343975,[0.43001592923212856],[0.29465258003406253],[0.010072947003445076],[4.2478892747443986e-05]
2017,25.916686440000003,[0.30633284618554874],[0.54486278387405651],[0.0091230523479328696],[2.0100804554334939e-05]
2018,25.53339604,[0.90075921523403735],[0.19797104857397452],[0.0091578172926528034],[2.8678371008949988e-05]
2019,26.81678184,[0.13217542372259244],[0.069000612720204468],[0.0062213697298090231],[4.5647893549771723e-05]
2020,24.78941912,[1e-08],[0.419823154121716],[0.0046757602154386402],[3.9295644113646055e-05]
2021,27.18228857,[0.45539799413555487],[0.38846961354040738],[0.0084069508439126861],[6.1819817979646974e-05]
2022,26.01539149,[0.59835705151712371],[0.7803319079618567],[0.010155600730329006],[2.772139738832502e-05]
2023,25.94203258,[0.18645995430686146],[1e-08],[0.0094291720023179093],[3.5269083898337161e-05]
2024,26.13164333,[0.42932966118398236],[0.78188126223514587],[0.0078611385081105989],[7.4351228397329105e-05]
2025,26.99930354,[0.19331894963872309],[0.10135129064613579],[0.0098968199154443881],[3.118525905826397e-05]
2026,25.54324848,[0.89640096701700045],[0.28370326995834239],[0.0057551949989763096],[5.603423844036115e-05]
2027,26.72603879,[0.7794089841849976],[0.50176022446269708],[0.006442728369627837],[2.8634921238668287e-05]
2028,27.61673286,[0.72159200180166383],[0.73900944048882289],[0.0089486918743141297],[2.308849971371929e-05]
2029,28.75703046,[0.60437167528505742],[0.45225064790729558],[0.0061800421859585231],[3.9274989687587691e-05]
2030,27.07361396,[0.66796740420715439],[0.189994926479847],[0.01311317345172569],[4.0120930119735831e-05]
2031,25.853243980000002,[0.71682342056899118],[0.58175430611913503],[0.0073246695259376882],[6.0067812781672281e-05]
2032,27.27421999,[0.88001478239066155],[0.89447075498864215],[0.0082741667004097574],[0.00010493109513515231]
2033,25.31717733,[0.88004608978699239],[0.90356242660444952],[0.011200593780008983],[3.5210515307970702e-05]
2034,25.76015434,[0.40517597509405479],[0.39276930235927843],[0.0061794496932480181],[3.7344293096375214e-05]
2035,26.80320118,[0.66338386800126425],[0.18454611604149407],[0.0057396808159544399],[2.8388673757151484e-05]
2036,26.086475760000003,[0.20923351093339709],[0.80355008326144939],[0.0033192703767294107],[3.0166624763572347e-05]
2037,25.502362129999998,[0.50357729259324957],[0.56182924765873343],[0.0082988209547587011],[2.7077016226229045e-05]
2038,26.56490785,[0.35615871320911596],[0.5941899691791146],[0.0086020572542827023],[4.8457548469382772e-05]
2039,26.42935481,[0.80465209375128177],[0.35356347028458313],[0.004165060365732498],[5.3304086726768674e-05]
2040,25.1857933,[0.098548319909329885],[0.35932709350164227],[0.0036389310492664917],[4.1105381609118918e-05]
2041,25.98826712,[0.20801051153101435],[0.71188072750020137],[0.005175828388201742],[4.1644207474211825e-05]
2042,26.337448329999997,[0.2101116920127602],[0.61694183375616518],[0.0030200134027638104],[3.1337331188929785e-05]
2043,25.63757532,[0.45168598987716446],[0.53745600154751705],[0.0033174697520440555],[2.248490795730973e-05]
2044,25.80925251,[0.70674884789710091],[0.33701674953110661],[0.0085741442260045542],[5.2520077487960837e-05]
2045,25.10801904,[0.06475633739403408],[0.86194570061574105],[0.006813169245091677],[3.5573441054426169e-05]
2046,24.36507766,[0.92313245581177505],[0.23954875625748639],[0.0066435533713957717],[2.3348336040840412e-05]
2047,26.85500763,[0.22388837502378489],[0.13589275499227449],[0.0052990024538782654],[1.4080662900595176e-05]
2048,26.808955670000003,[0.40645456069794911],[0.87826695765530904],[0.0036556716589037364],[2.3101608618514291e-05]
2049,26.653614079999997,[0.70036702929897743],[0.68133441667044659],[0.014041254548823157],[5.7421561368786733e-05]
2050,26.03066441,[0.062657120293811763],[0.78078260037009839],[0.004830049039483475],[3.9146228792197313e-05]
2051,25.82380184,[0.49570881410851592],[0.80797856921899747],[0.0066243816901733199],[3.4715012697972281e-05]
2052,26.78451828,[0.26236997358048797],[0.50388963561907629],[0.0055126235590299277],[3.4946381017808559e-05]
2053,26.00390562,[0.58746444545329757],[0.29103653930523787],[0.0090256915688035066],[4.1151864316857356e-05]
2054,26.63845853,[0.45060349580389192],[0.2878102788062879],[0.0028485816086190052],[3.4587777943462239e-05]
2055,25.60977207,[0.92488729778014589],[0.11616871957497676],[0.0036074597011314657],[2.3487880702388608e-05]
2056,26.41391737,[0.1331914752320687],[0.68169674933251589],[0.012007493148387172],[5.8292529299008855e-05]
