iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2800,24.940138920000003,[0.052830429668522971],[0.21552961011201893],[0.0084552136582130566],[3.6605092862573851e-05]
2801,27.50581712,[0.22708679492346528],[0.036885023953561691],[0.0091931322715656516],[6.5167501689111784e-05]
2802,26.98372257,[0.5529226332541477],[0.43323107893047624],[0.0079503799120118068],[2.699523101534762e-05]
2803,25.921912350000003,[0.83938710404086336],[0.64765201451290522],[0.0088447535325978377],[4.2534507460334492e-05]
2804,26.46227637,[0.10528086106584533],[0.26077551038362656],[0.0052814033992243381],[6.4983814558550179e-05]
2805,26.917880489999998,[0.50394453413851004],[0.79013044710015046],[0.0052438285568343068],[2.9814144118456287e-05]
2806,25.76262302,[0.22884668946631842],[0.86605094638979141],[0.0098038417185552507],[2.8002392874093562e-05]
2807,27.04424742,[0.61336029081041199],[0.68132350531812969],[0.014357117322437607],[4.0050659492418816e-05]
2808,25.84541425,[0.5489708233381646],[0.077228421433858663],[0.0038366106627091279],[4.3885899761952896e-05]
2809,25.778841579999998,[0.17542875032303368],[0.92872570712969893],[0.0041655576484759815],[3.6308736819146148e-05]
2810,27.08343541,[0.77166561975376935],[0.84560986951780004],[0.0057424275277725423],[5.0267803694881152e-05]
2811,28.61336957,[0.22827250514420266],[0.71560934900508522],[0.0054332119268565848],[3.3194469551522943e-05]
2812,26.12272494,[0.69326922753492515],[0.93328628349317344],[0.0041737104778586942],[5.0399234535924986e-05]
2813,25.99439517,[0.23327490071999407],[0.40588140467359557],[0.0084584412508864615],[7.1360586096413936e-05]
2814,26.09854143,[0.88665401933012644],[0.01509715870238082],[0.0066757310704777528],[2.953597746219172e-05]
2815,25.71775707,[0.10010463540012332],[0.068969831768152079],[0.0058077427256278957],[3.4342631382466848e-05]
2816,26.00222501,[0.539574134698248],[0.16206498780315726],[0.0076385827307647869],[2.3868348102640269e-05]
2817,26.59409697,[0.94965935933048651],[0.71790590500734341],[0.006576702076796892],[3.4088955495115147e-05]
2818,26.75648952,[0.91487631508761247],[0.7861768743510662],[0.0063622897825850733],[8.1585942243500575e-05]
2819,26.916912460000002,[0.12897398000409183],[0.59101328238311357],[0.0060806023185902003],[2.3763637969576035e-05]
2820,26.34753427,[0.68548471519262189],[0.83641260423070285],[0.0074184366661469991],[9.176022428947217e-05]
2821,25.836282739999998,[0.99115789023391443],[0.96982966142053906],[0.0094847345876383216],[6.2249286381932389e-05]
2822,25.107859870000002,[0.060394486626445809],[0.65421195336689086],[0.0055313268534286641],[5.8110449540960118e-05]
2823,25.44994097,[0.040661870821134538],[0.17691935595104819],[0.011327134308103726],[5.3808925174203548e-05]
