iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
1900,25.33849084,[0.30769231448773138],[0.085696125600669748],[0.0026412183511009268],[2.2655793638248767e-05]
1901,26.40329051,[0.14647406673062863],[0.70783832841497785],[0.0043173785414761801],[0.00011443487798651342]
1902,25.633629879999997,[0.73306658446176232],[0.058254091793344343],[0.0078771346167988421],[2.6297382752893395e-05]
1903,26.33033372,[0.59003425403023568],[0.76760538659761091],[0.0080049522353833891],[3.4359608300837952e-05]
1904,26.33541843,[0.90232656665052891],[0.67572826148456666],[0.0058197558066027666],[5.0423076906447317e-05]
1905,25.82493648,[0.27618224830188431],[0.6302658997326982],[0.010122593766105581],[3.5100236529306272e-05]
1906,27.220299309999998,[0.73715576337161215],[0.54906402794413278],[0.0042165966987083303],[3.8786915138255829e-05]
1907,25.43439291,[0.60892413854040273],[0.039382536158003634],[0.0077744496571061639],[2.2243723350967581e-05]
1908,26.01734546,[0.95548078605466102],[0.5111649964211602],[0.0089183647790599951],[4.0040853888867467e-05]
1909,27.375575129999998,[0.018363863489461563],[0.63227629729865487],[0.0046934702910205184],[5.900145441734006e-05]
1910,26.574930469999998,[0.65002165193423811],[0.46996495022805329],[0.0060688196633303382],[4.3009232953528098e-05]
1911,27.14885225,[0.27727491422553324],[0.69918969132748265],[0.0054842189043220468],[4.1652689206694848e-05]
1912,25.3217029,[0.97572213552805154],[0.5405597239253801],[0.008952187255779287],[5.2224313602688976e-05]
1913,25.36666642,[0.26326638520973056],[0.076183896078212965],[0.0070713991650309671],[2.0154488927281999e-05]
1914,24.79044118,[0.68638899878466897],[0.86089222509475705],[0.0040339618367816188],[5.0667499251588755e-05]
1915,27.37985403,[0.73586582716883409],[0.081304143764932724],[0.0067060301867160055],[3.4934722236867888e-05]
1916,25.94057901,[0.62855644485787843],[0.82497254173163448],[0.01453939645698088],[7.2769598490229903e-05]
1917,25.991089210000002,[0.35371626169998094],[0.638312370056482],[0.010616064758592281],[3.1277467922863345e-05]
1918,26.74925647,[0.097510672366645568],[0.80354877151383408],[0.0039865222882937146],[9.4670761434989537e-05]
1919,26.09925763,[0.52771550917679555],[0.18901522170270169],[0.0076740257983987092],[5.6754994882224352e-05]
1920,25.86464413,[0.38021257547203319],[0.21822882976564228],[0.0036828195776638095],[3.2107766234079627e-05]
1921,27.732399649999998,[0.56819624581534312],[0.17271151260290313],[0.0061644351136663222],[3.2595925079481614e-05]
1922,26.323009120000002,[0.072697401216284263],[0.55336507031826099],[0.0091868829832321142],[4.386517721549632e-05]
1923,25.17266361,[0.83922286244664135],[0.61969402683398989],[0.008135978792396914],[4.5553733343972613e-05]
1924,26.76606126,[0.17725288476332052],[0.89574441796407545],[0.003554762352040941],[6.5422287471028628e-05]
1925,27.18539152,[0.3963359539236232],[0.87877437212658716],[0.0049590308780516623],[5.544760928644088e-05]
1926,25.9779683,[0.59711453597830622],[0.96485532019136444],[0.011197645296000813],[7.221212710706304e-05]
1927,25.55812156,[0.5712793581146296],[0.57862716557786353],[0.0070195392449675653],[8.022377028427119e-05]
