iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2600,25.460915280000002,[0.80984117144692092],[0.57058918134126602],[0.0072585840586005257],[4.0540264634736367e-05]
2601,26.88055802,[0.87965324070229467],[1e-08],[0.016351328925740705],[4.6884802145708004e-05]
2602,25.45242534,[0.33556114447838131],[0.93048227354179347],[0.0084084548554213545],[4.9309850349954498e-05]
2603,25.898122609999998,[0.1886004756276603],[0.13665858946587789],[0.0051401375225186285],[1.9832300349909016e-05]
2604,26.36931892,[0.34571233602265139],[0.77732125756034853],[0.0047230119476853183],[3.5222785416566538e-05]
2605,26.02051562,[0.16295957236667158],[0.96930829489824522],[0.0093761969883491281],[7.5525126222331096e-05]
2606,26.064538829999996,[0.98163952293263146],[0.15194540530806816],[0.0091429098718935342],[6.0042863229248233e-05]
2607,26.788388010000002,[0.26469529161181216],[0.93543568166650726],[0.0090094413838164855],[5.519715933349767e-05]
2608,25.739694359999998,[0.10247239971322902],[0.70737818316368917],[0.0064229814624938153],[3.2833409655708135e-05]
2609,26.50257661,[0.90319426551981397],[0.39741732077901193],[0.0077398647097596807],[4.7058565648017137e-05]
2610,24.9765977,[0.21044566144038129],[0.90057081252777482],[0.0088828716587189827],[4.3015716765570922e-05]
2611,26.62347277,[0.12602256438960391],[0.78773440758871549],[0.0094411020763376929],[5.0818790054862895e-05]
2612,27.08591331,[0.11484843620887752],[0.31920297561779343],[0.0078094963287927421],[2.460731567804908e-05]
2613,26.91053871,[0.60165166288358773],[0.43976921427459131],[0.0066213126464335637],[3.9427868439523284e-05]
2614,25.225821879999998,[0.041177213246629207],[0.7963810121409336],[0.0056292580724839891],[3.7404828923615074e-05]
2615,26.951949120000002,[0.60391478093679107],[0.5820991645546324],[0.007486496039375401],[3.4391400496436297e-05]
2616,25.26157663,[0.50264522264039202],[0.60326031413952275],[0.0042013119641933216],[3.3155973789555926e-05]
2617,27.98057124,[0.96372717217450965],[0.53208549334795385],[0.0076342245369925288],[3.1695319142210909e-05]
2618,27.3431863,[0.63116326498378328],[0.72033368134695253],[0.0078199052489925647],[0.00010446080923431911]
2619,25.981068670000003,[0.6427907418017077],[0.97552493987717948],[0.0092212038340507285],[5.894436542364101e-05]
2620,26.00383075,[1e-08],[0.29512300778301287],[0.0048372211454169034],[3.6648501611780127e-05]
2621,28.71280722,[0.22992530393873006],[0.42197381777075621],[0.0058768003322580697],[5.5083762991681162e-05]
2622,26.57869575,[0.70068342400290995],[0.10435154797153767],[0.017288936643469976],[3.1489765891790089e-05]
2623,26.152128960000002,[0.84356849319768079],[0.77844151208230816],[0.0093766222231532192],[5.6012356459633761e-05]
2624,27.09559861,[0.67541872041173612],[0.47131990295144865],[0.013330164344980078],[4.3523805855039122e-05]
2625,26.01680105,[0.97911599180401176],[0.12553504718387837],[0.014153776177066368],[4.6889427905150161e-05]
2626,26.29304711,[0.62768360455351391],[0.27635245059819014],[0.011307259737026842],[0.00010336291319262836]
2627,25.66176503,[0.72493066997190092],[0.6460317276200791],[0.0070544902341852511],[4.0238784241475312e-05]
2628,26.87032457,[0.28734542848705935],[0.17457976366027206],[0.012404506897813805],[2.777323855468472e-05]
2629,25.64295621,[0.36439562712105888],[0.75075153941382644],[0.003659825606670164],[4.937634215906872e-05]
2630,26.79066627,[0.33668206143708446],[0.46597261392121103],[0.0070938672455533869],[3.4029080994923966e-05]
2631,25.140967670000002,[0.0089662369728481517],[0.70180930977400013],[0.0039673524642379054],[2.211823139242064e-05]
2632,26.8856094,[0.70178553410081745],[0.69276211621563444],[0.0067889035940678633],[8.6925081335842425e-05]
2633,24.601764829999997,[0.55094035167764921],[0.40904516016272507],[0.013067173649284225],[3.4763866601950077e-05]
2634,27.07257707,[0.88745290855980286],[0.26438874134367463],[0.0093561961372569113],[2.5448786297455062e-05]
2635,25.59034162,[0.13979919892835058],[0.76688239779048306],[0.0050999464860221888],[7.4601357502701582e-05]
2636,26.649543350000002,[0.85867198499261033],[0.19428776050254837],[0.0049954543816535524],[3.2915542746592141e-05]
2637,26.71228146,[0.96089171308168675],[0.89519649565948511],[0.0086550956460006989],[4.5387789335549211e-05]
2638,25.48270984,[0.32194246892069367],[0.43500152090851979],[0.006976434029592582],[7.2892029413351711e-05]
2639,25.46288434,[0.70527697690719793],[0.7830474037888997],[0.0039934251903255835],[8.0943601794725151e-05]
2640,25.374575699999998,[0.060022197637971397],[0.4699439988390407],[0.0032317755730854603],[3.2710355804710378e-05]
