iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
900,26.3328615,[0.52897475811240757],[0.3165319488818189],[0.0046595124676446775],[3.1349330197383285e-05]
901,26.417826809999998,[0.4502956446624653],[0.37081899018840736],[0.011584595012015975],[3.3026426644156004e-05]
902,26.60105625,[0.11380660602013482],[0.26130974434746068],[0.005277505290706308],[4.1268932087279442e-05]
903,28.417022210000003,[0.8540590910170377],[0.39674848118075123],[0.010752375335289444],[5.1978998308332969e-05]
904,27.14695553,[0.6812164029932396],[0.65121676908042692],[0.012441661798119397],[4.2809192078108182e-05]
905,25.46457076,[0.47537662288319477],[0.40902326285075424],[0.011786445895609288],[3.7184492825803606e-05]
906,27.20634358,[0.75975977147904294],[0.30262661430728366],[0.0064458060832437991],[4.3090112472055075e-05]
907,25.713717239999998,[0.13244411728942102],[0.33625092872657814],[0.0040789551173582295],[3.1304363240725053e-05]
908,25.01135989,[0.40173827783206917],[0.78036019493634989],[0.003208626731151909],[2.261379609291847e-05]
909,26.35277481,[0.69751085152042025],[0.21032065882692202],[0.0057818009048342112],[3.1257326317590817e-05]
910,27.149524399999997,[0.9848435082548519],[0.31250711660465014],[0.0099130435228459435],[4.0493837751842676e-05]
911,26.07084834,[0.60004132890053397],[0.58470852248652161],[0.0071322332030242519],[4.5243307123132848e-05]
912,25.81667587,[0.39524803814824533],[0.72809421728619417],[0.007767775686013445],[6.3363486830780857e-05]
913,26.03460501,[0.80409165765546087],[0.0057742718668263859],[0.0085487840882837451],[2.3354770752881393e-05]
914,25.579468100000003,[0.47718138930720644],[0.65717340013686676],[0.0094833672120913648],[4.1064342724272951e-05]
915,27.55054302,[0.17632167335474597],[0.77310014882528222],[0.0080449962994729729],[4.1526941384262273e-05]
916,27.158898920000002,[0.1331197878729462],[0.42540463981824461],[0.0080799778035707814],[2.6596494926811598e-05]
917,26.46748105,[0.65631414505640506],[0.22585694567987236],[0.0073834417223297977],[5.115409608097421e-05]
918,27.76067859,[0.70642029337344714],[0.72883588596687943],[0.014620302499643911],[3.9123274701069466e-05]
919,26.430835289999997,[0.30048714598400772],[0.75425527473368048],[0.0055059830772681839],[3.2787634101694163e-05]
920,26.98774691,[0.98241256283067657],[0.46489390722189572],[0.0051763399363416451],[6.9920476476914573e-05]
921,25.97178688,[0.62101265023833851],[0.71240643876632603],[0.011988710528034852],[6.6098412868476064e-05]
922,24.32907764,[0.57675950145327459],[0.82642293378306197],[0.0031799644507032876],[3.1801192066527317e-05]
923,25.74403153,[0.082600717136120216],[0.60872136367598595],[0.0043115439674432099],[5.6182100100277133e-05]
924,27.32984936,[0.93062028313207046],[0.090397825743159743],[0.0049484308751434614],[3.5348149125924433e-05]
925,27.17394926,[0.96295959677903664],[0.8242552275857471],[0.0071038285904814757],[4.445840265676626e-05]
926,26.3141069,[0.58965904201383756],[0.78256520890004699],[0.0040319413022160133],[2.9981962784475513e-05]
927,27.67062246,[0.50744327204817763],[0.40320203438182495],[0.0064544546408726311],[5.649950861325026e-05]
928,25.81658162,[0.58560261172435513],[0.19225769628799705],[0.008864423695529644],[3.4523106493877798e-05]
929,26.14314467,[0.25729568396557112],[0.87549312650937239],[0.007970032098416735],[5.1621101387677726e-05]
930,25.85188938,[0.94401957392651459],[0.91298769963147053],[0.011085403096523283],[6.541741351701047e-05]
931,26.29229443,[0.82144916620408637],[0.24168879636480822],[0.012365077233036703],[6.1775990709334039e-05]
932,28.47637781,[0.49012672059509677],[0.34806502795325295],[0.0032986898257230668],[4.4884393360644648e-05]
933,23.85986716,[0.45212186026703793],[0.35365298118219646],[0.0068409610277828659],[5.3120817318785818e-05]
934,25.93068226,[0.99200835373244978],[0.90060900860524207],[0.0070863151189256568],[4.3488641082944923e-05]
935,26.099758190000003,[0.65396666013273008],[0.21098994389537634],[0.0088878804228684771],[5.9876833784333616e-05]
936,25.52708957,[0.09097308930857434],[0.74422719720597941],[0.005438570983975044],[7.0805531206974415e-05]
937,25.74381619,[0.05906074892717128],[0.79423955595939388],[0.0043360571156315642],[3.2841709640296646e-05]
938,25.981843859999998,[0.030011227409848906],[0.1611895472903434],[0.0089811938633265198],[2.4078070282207431e-05]
939,25.65001939,[0.74138815696279092],[0.19122720093098017],[0.0064968119700883342],[3.8359177327140781e-05]
940,25.916738239999997,[0.069644816723923808],[0.70504992357352958],[0.0064379168250855989],[6.3132630019613334e-05]
941,25.64787106,[0.27403591647231795],[0.83769265012532224],[0.0051048907003755084],[6.8066793840249051e-05]
942,26.14829228,[0.47711327155450262],[0.52213393522326579],[0.0026427866406829592],[4.7151440514703324e-05]
943,27.53933817,[0.49502832637482874],[0.49156188766641357],[0.019148959858101666],[2.5893923415842846e-05]
944,25.79152852,[0.74395451917179367],[0.92895860831751265],[0.0057228738411125857],[4.806363212433995e-05]
945,25.60320275,[0.87883704778523231],[0.80606833881877116],[0.0068359834558052723],[3.5751090326163748e-05]
946,25.97853239,[0.67185908469812916],[0.68070541614225855],[0.007657746715371283],[2.027717893376968e-05]
947,26.31798389,[0.21165978985528527],[0.086853757126584497],[0.0044325333555014779],[3.8522936825546861e-05]
948,26.52728707,[0.22909356899331834],[0.82161035829943352],[0.0064526932316503749],[6.0160360864924822e-05]
949,27.170446300000002,[0.98182649644293474],[0.72200915807102939],[0.010397619606016151],[3.8158156214718186e-05]
950,26.63307069,[0.29250939037976165],[0.66092550423763963],[0.011254074363923283],[4.9531230923771652e-05]
951,26.80149266,[0.85278819048130838],[0.90382920828025459],[0.0066455743286582547],[4.9184347562014619e-05]
952,26.13668315,[0.64873805035792687],[0.31015757466757565],[0.0068251434470954497],[2.9779965906695516e-05]
953,27.055587170000003,[0.53419960131025424],[0.0535238798293593],[0.0081110678687095761],[3.6658259703226115e-05]
954,26.62307678,[0.92544356835699682],[0.59317857656145279],[0.016950514741292722],[2.2238689551812296e-05]
955,26.51863766,[0.57913182981636613],[0.87920610567979729],[0.005747866007323521],[5.2052604402996749e-05]
956,26.8222436,[0.79375161102524672],[0.63919909386053031],[0.012490824969219883],[6.6744756166747798e-05]
957,25.56086538,[0.28411616708155807],[0.19174647913606735],[1e-08],[5.4264249403190856e-05]
958,25.58685673,[0.35448271521765934],[0.16888045767038484],[0.0032243630251951871],[3.2908952066590391e-05]
959,26.86929064,[0.2474374630711047],[0.51776638239490114],[0.0093247613763577375],[4.8889233038973412e-05]
960,27.78357562,[0.79307150139435467],[0.35081049913582596],[0.0073860969705522028],[7.4912478583211151e-05]
961,24.94905798,[0.99165082042934882],[0.63267710168844449],[0.0070049120541318399],[2.163413158112748e-05]
962,26.28925068,[0.30840559655626587],[0.51703860961045578],[0.0036414288952232865],[2.519382550020266e-05]
