iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
4400,25.193220320000002,[0.28272984067585138],[0.036603477915192528],[0.014404061450576378],[3.6899352212849124e-05]
4401,25.13589163,[0.82843541780987273],[0.33579993607123126],[0.005022467132943742],[4.7940995578310552e-05]
4402,27.26796383,[0.76453673514041243],[0.22353522310636303],[0.0073892063768107863],[4.7473323177282811e-05]
4403,25.097826379999997,[0.27172266549875268],[0.85969493614794801],[0.0051784616658418492],[7.1913929696965084e-05]
4404,25.07604545,[0.36189866549835725],[0.69686885917126462],[0.0083700202788551947],[5.3362722774008553e-05]
4405,27.076900579999997,[0.090231810788597155],[0.19250986475301224],[0.0070499507674609552],[6.2293380220457273e-05]
4406,25.85615495,[0.76269336697317358],[0.67849491818850838],[0.012940903828942307],[6.4238955951145815e-05]
4407,27.09354043,[0.19115600783253406],[0.18294232597496224],[0.0023322597700073389],[1.6470300610194055e-05]
4408,26.31460051,[0.55658593229116093],[0.6605818423790677],[0.0073337485530111657],[3.8986658528361584e-05]
4409,26.0719442,[0.52308697251659697],[0.65298143981702039],[0.0077117914452482506],[4.2735207308686185e-05]
4410,26.19689184,[0.16335104201477635],[0.48635280948996734],[0.0085544755962908003],[3.4727244904442234e-05]
4411,24.95135791,[0.14657060096756036],[0.042472134514365989],[0.0055578113763289916],[5.5877952335747771e-05]
4412,26.45917493,[0.53222811066838749],[0.09244511486923962],[0.0056516159608948624],[4.5787767227134513e-05]
4413,25.50894858,[0.64641501570007642],[0.99899563834953198],[0.011428927420608859],[6.4862139110721806e-05]
4414,26.70617197,[0.91720521825438361],[0.96258621920747678],[0.0078420428695479827],[7.1123221456248498e-05]
4415,25.23723828,[0.22957732465338482],[0.32499204054864017],[0.0086945609416834158],[5.5354500399729112e-05]
4416,26.49693623,[0.15960198191312847],[0.43152357911617556],[0.012299017515574828],[3.1103934850285064e-05]
4417,26.02725723,[0.20572108775069881],[0.72694187621153472],[0.0051836968380128967],[4.400145436456171e-05]
4418,28.02630668,[0.35098527997194584],[0.33711809335608389],[0.0027447742545939624],[3.0453100941796318e-05]
4419,25.78363709,[0.27823727534896348],[0.44633304271118845],[0.0079101498525713798],[3.1610385531677387e-05]
4420,24.234202649999997,[0.51634140968829623],[0.28982845340139796],[0.0076094882299087563],[1.8336381637340526e-05]
4421,25.36202955,[0.24106857199787624],[0.29810860475997575],[0.007831223415069255],[4.1656685088931056e-05]
4422,26.24831155,[0.24500154647322309],[0.063897488239281763],[0.0081567294415865743],[2.5299553117252849e-05]
4423,25.529376600000003,[0.66213276997513448],[0.63870222724816506],[0.0097925789895058624],[5.4099030304455287e-05]
4424,27.55046344,[0.61208112256615266],[0.40836821535663331],[0.0085134932297638577],[4.3592421795635161e-05]
4425,26.6239253,[0.17810111722583205],[0.4133500559066548],[0.004356814480968918],[4.2093916456320546e-05]
4426,27.95867105,[0.4608883346477366],[0.50381802572328505],[0.005685271893664634],[6.1337064898636662e-05]
4427,27.516393079999997,[0.77306859211470813],[0.96169297463436743],[0.0037656960899745129],[6.3069781923885682e-05]
4428,28.1958877,[0.7309419927438775],[0.91240213017080718],[0.003266438275500827],[2.5035521701299857e-05]
4429,25.95351785,[0.19899559175668602],[0.77934440632912894],[0.0095144058649088703],[6.7483038640292481e-05]
4430,27.90592711,[0.21906194712662602],[0.71452090268377133],[0.0086910028999474531],[3.3429436927578937e-05]
4431,26.05169012,[0.6068700553970241],[0.86193722956055718],[0.0063506144105152651],[5.7231275105318336e-05]
4432,26.18915648,[0.62549549043221186],[0.036590389689674596],[0.010007782769245188],[3.5650243086882138e-05]
4433,26.014501940000002,[0.30147512182746372],[0.90887378792495555],[0.0063435833460542268],[3.9763659844094246e-05]
4434,25.48848156,[0.31338124647031129],[0.78131938874169005],[0.0056520898609179193],[3.522866501004529e-05]
4435,25.718145800000002,[0.29766563815388147],[0.98785496299257802],[0.0061324772260936689],[3.3054025405543364e-05]
4436,26.515536570000002,[0.56565180944047244],[0.82361820662713325],[0.0083384944473782752],[3.2475263621989381e-05]
4437,25.93939187,[0.54980839283406113],[0.79080905822506586],[0.0052519021437759661],[7.9582171705450122e-05]
4438,27.792620550000002,[0.69915909884633465],[0.93038827509117084],[0.011533733245117306],[4.4845661751835575e-05]
4439,27.0165202,[0.65778793883289288],[0.51578542552489903],[0.010835236227151934],[7.0298867757723205e-05]
4440,25.48205467,[0.44505636296279527],[0.66591024828533762],[0.0079499746037979269],[5.2669156488327484e-05]
4441,26.04573419,[0.6586634368373574],[0.21894940170325228],[0.0043198795490504427],[3.267067506412813e-05]
4442,25.19364511,[0.98558528212220287],[0.30743120573570526],[0.0076713759384518521],[4.0666961369895116e-05]
4443,26.443738399999997,[0.26489472071043657],[0.76455591544652535],[0.0085776205375167613],[5.8987575514535262e-05]
4444,25.93052046,[0.14152524233712843],[0.66548435804045147],[0.0065041614647138868],[6.5054536352859849e-05]
4445,24.822119079999997,[0.416718771381969],[0.86609186459626364],[0.0085201538859108195],[4.5094733478245885e-05]
4446,26.01209749,[0.61994713735822038],[0.72363200455033805],[0.0080530094215036652],[6.9935606409721185e-05]
4447,25.942726399999998,[0.40347351504510504],[0.89446078241019489],[0.0082991326193653236],[5.6899507767715907e-05]
4448,25.03436415,[0.61897775578083114],[0.68730768984476254],[0.0071782959595918516],[5.3762603974438772e-05]
4449,26.857092379999997,[0.22240798227087616],[0.59822469657861332],[0.0042187453920600193],[6.1791492980911578e-05]
4450,25.648552640000002,[0.76585685828905592],[0.50682037882321906],[0.01007122183978082],[6.5255134726938113e-05]
4451,25.46991979,[0.73345504572786535],[0.44317318310788822],[0.012042846086116832],[3.4306794543081942e-05]
4452,26.33950378,[0.7972253804067051],[0.59154945319122332],[0.0098435410280332536],[4.6184080181477238e-05]
4453,26.95631214,[0.66302819205196528],[0.88692282746867757],[0.0047796576638657329],[6.365754904275045e-05]
4454,24.98835855,[0.92532654441530848],[0.12609736971358748],[0.01115097405693749],[4.2059008311889912e-05]
4455,25.684003309999998,[0.63751391227866672],[0.81700179779247251],[0.0092704430153780493],[3.2354907068987693e-05]
4456,27.12432987,[0.90077784010372941],[0.58092263804256128],[0.0046102082884014739],[5.1421337540991097e-05]
4457,26.8234338,[0.23712988460726786],[0.15970120257497561],[0.0052286215897737187],[3.2015904252780114e-05]
4458,25.09561163,[0.52739208517508818],[0.39443982206536976],[0.0097080696203036276],[2.9471714439843755e-05]
4459,27.12989948,[0.66496643120173871],[0.38366247936166875],[0.0062391418466274939],[4.0625707357133667e-05]
4460,26.25510634,[0.29932889434654275],[0.047437504228928618],[0.0080031257358846308],[3.6635064503187653e-05]
4461,24.6820351,[0.25436923109458875],[0.43504322784721389],[0.016485452262878841],[4.3370129611364217e-05]
4462,25.99670513,[0.39664567484630142],[0.39527805503111646],[0.0070369688882389037],[4.1184789916826059e-05]
4463,27.5037333,[0.70114498477252629],[0.94724630049125946],[0.012943321971278288],[4.6988851763296591e-05]
4464,25.07978115,[0.86855612518347325],[0.94751802653006001],[0.0076414714944647577],[6.5799285870860036e-05]
4465,26.843381609999998,[0.96291335377202314],[0.039390507115943885],[0.012584197108212014],[4.6060687333315808e-05]
4466,26.67963115,[0.89804535159331578],[0.4227750742646722],[0.014030461730133448],[4.4709455962743672e-05]
4467,25.240257670000002,[0.83835380737179155],[0.87829088523227883],[0.0092865998340820877],[4.4893363581099965e-05]
4468,25.50145148,[0.68201759624721658],[0.93354736081071765],[0.0096284236518903166],[6.7176600117291319e-05]
4469,26.54159296,[0.27172373625005719],[0.97574870016471382],[0.013350771849577003],[4.9531193252294603e-05]
4470,26.060358469999997,[0.42860377814726303],[0.68830250661184877],[0.0046985526396266519],[7.1817975646371046e-05]
4471,26.84035351,[0.30274890733358673],[0.5813369155007484],[0.0022010159702975929],[4.5230043286159649e-05]
4472,25.28889322,[0.85717774767251365],[0.13116983093133072],[0.007719045871812269],[2.4014523871407345e-05]
4473,26.63118865,[0.98653167143701415],[0.16725772999898447],[0.0039000767743576636],[2.255195725153758e-05]
4474,27.16467729,[0.2185356350347023],[0.21867239082042428],[0.0092357510610636684],[3.1901306710047095e-05]
