iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
800,27.18600155,[0.16270855162997488],[0.58281577369625326],[0.0058920248778862594],[6.4098461773576254e-05]
801,25.98469781,[0.038215609376466064],[0.15761728647170087],[0.0056017857378758973],[3.9241406098899922e-05]
802,26.44152201,[0.20025033286006422],[0.88412200260084473],[0.0086367487023681355],[6.1241128233135989e-05]
803,24.50346324,[0.18642475888771742],[0.90358185448041706],[0.0085319109989461239],[5.0219271088836059e-05]
804,26.47270361,[0.086109268242682502],[0.53055892097882995],[0.0053252306302729036],[5.5128108937985143e-05]
805,25.182212399999997,[0.22643912515826092],[0.28221012150040992],[0.011300054759682709],[4.4152004089803576e-05]
806,24.85670883,[0.90846394161725286],[0.51132709538587839],[0.014753098822670563],[3.6884731219100075e-05]
807,25.85763008,[0.62128614410526639],[0.99999999999961331],[0.0068995263580707844],[3.8103163852776234e-05]
808,25.41444245,[0.013933719780740816],[0.69037734841160081],[0.0037109565980884551],[6.3301385884229067e-05]
809,25.39249618,[0.18090322955324106],[0.050057571379138799],[0.005876209451919856],[3.0372800381206488e-05]
810,24.867995829999998,[0.9731731030106715],[0.33041714030978642],[0.0068214814774521515],[8.7636249062994498e-05]
811,26.62619644,[0.087587883246466214],[0.71897176073323354],[0.0058235238454265037],[3.1782049688178216e-05]
812,26.16514187,[0.9229981164006158],[0.38458710945288221],[0.0067660540723697427],[7.5485504085759381e-05]
813,26.952495829999997,[1e-08],[0.78103408260546303],[0.0054970173804955169],[6.6834183379271828e-05]
814,26.27536591,[0.44876713320513661],[0.95629797478501544],[0.0047513919675700733],[3.2513303715453468e-05]
815,26.296671170000003,[0.84843767190323049],[0.65613862198013806],[0.0016860613682135872],[4.039215043993849e-05]
816,26.943404649999998,[0.56319367241562757],[0.13066940034540936],[0.01051591779596367],[4.9409431424396466e-05]
817,26.086638219999998,[0.24390632300418075],[0.72958565882881099],[0.0064443808187702456],[6.5120452841849197e-05]
818,25.40991055,[0.13488388679346047],[0.49320701713002996],[0.0058969969801561106],[3.9564551351067845e-05]
819,25.49037631,[0.84125480819099585],[0.11872445851692381],[0.0066069097666821563],[1.9287604146933646e-05]
