iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
4100,25.841994170000003,[0.19237935253573379],[0.70548828625008531],[0.0074136327455139317],[5.7500156386225409e-05]
4101,27.59893675,[0.63486744513467697],[0.61936926334987774],[0.00556097003207362],[3.5126587789813257e-05]
4102,25.87724387,[0.71057996353915875],[0.89153184786264084],[0.004595663682887885],[6.9506122359896949e-05]
4103,26.47805072,[0.89394326428381943],[0.71217337134771641],[0.010207426334461922],[3.7650555410606579e-05]
4104,26.31224584,[0.43019845675149149],[0.43338417346203073],[0.00491202996793072],[5.5030628072050281e-05]
4105,26.307732050000002,[0.63232841731613376],[0.21551963708976696],[0.0042324283754076042],[3.5309300832842005e-05]
4106,25.53285249,[0.54284867944189541],[0.621437756992549],[0.0086385715413382913],[4.3467965306187573e-05]
4107,25.80389464,[0.1076248219275141],[0.62831775703969717],[0.0079845821030611885],[3.494816660237765e-05]
4108,27.40281135,[0.13041859608181988],[0.12208777039394042],[0.01097802251872948],[4.7364476068512129e-05]
4109,25.87705411,[0.23375619100691808],[0.99999999998993916],[0.0045804843691336083],[2.9757046223655159e-05]
4110,26.32742211,[0.86962571002317102],[0.026142585492151649],[0.0073506615107157836],[1.5954493145342585e-05]
4111,25.8215006,[0.44236911119307432],[0.87416541196641195],[0.0078215965877079796],[3.5620902488486816e-05]
4112,26.18907011,[0.53772037557369334],[0.12378043139931105],[0.0079645951524872638],[2.4703977514362041e-05]
4113,26.14842995,[0.96255421260921115],[0.54175617350853256],[0.0069317292989273249],[4.1107314130983674e-05]
4114,25.1374566,[0.34360245391218125],[0.16013256102821366],[0.003112976985233995],[6.4621222655270039e-05]
4115,26.849236480000002,[0.051262929252659073],[0.95601919888294429],[0.0039043344975407956],[5.8205136396372037e-05]
4116,26.91238958,[0.26981253796954008],[0.60630337991254302],[0.0032564340080258325],[4.5092792573364626e-05]
4117,26.707346190000003,[0.032718929197404101],[0.38671474411062967],[0.0059515393969482577],[6.2760008828099956e-05]
4118,26.23592789,[0.87765990769444957],[0.97721838210262546],[0.011870177043176833],[4.5070254249934827e-05]
4119,25.81559635,[0.032176486242807112],[0.55946520726763715],[0.0050497162683799113],[3.1055027558013482e-05]
4120,24.94343747,[0.54974029966134663],[0.79396466055624426],[0.0087146095868492757],[5.4043984590856908e-05]
4121,27.737822100000002,[0.77303151760434541],[0.10217733303594501],[0.011153084544831771],[5.3449006254424614e-05]
4122,26.0889605,[0.53544104778292412],[0.096058625474914672],[0.0038367693319854568],[2.5026440835740349e-05]
4123,26.25023742,[0.70970780266477496],[0.11762086876916544],[0.0075106531878088578],[3.2993934017122584e-05]
4124,25.34231282,[0.75798068842235256],[1e-08],[0.0057965471003590396],[2.0249568714214572e-05]
4125,26.94320366,[0.28071349592005362],[0.46237451231293247],[0.0060299469398073513],[5.2516953175041348e-05]
4126,26.96334743,[0.70651567999896092],[0.69047955157973728],[0.0097531303548337722],[3.3165002060020488e-05]
4127,26.17861805,[0.16637104159197191],[0.84949407241863784],[0.0046947089213669746],[9.8395059437483834e-05]
4128,26.94290201,[0.90475540958011758],[0.94138712086813059],[0.0086866164787244848],[4.5100650033158551e-05]
4129,25.19873978,[0.73049368696266292],[0.74903193639815702],[0.0048210926727226266],[3.8483360026209112e-05]
4130,26.36963577,[0.99470419851952718],[0.66662802254921838],[0.0055443299043756999],[2.3012819802437079e-05]
4131,25.82657339,[0.31972627559690087],[0.91658785635043982],[0.0038459900828231031],[3.4755893767723922e-05]
4132,25.45001172,[0.3090836563083208],[0.23386111512596369],[0.0045534344992519959],[4.7827170240266614e-05]
4133,25.90929094,[0.38270974257403512],[0.89638335377671496],[0.0030505292999605249],[6.8496881877599947e-05]
4134,26.30361184,[0.1870057310256939],[0.89520737167520847],[0.0080850653334134659],[4.5066531424553524e-05]
4135,25.75648528,[0.28518625002553899],[0.34021988135742859],[0.0090179538286342398],[7.5035935440004309e-05]
4136,26.618013989999998,[0.6629847678421672],[0.30857165317716606],[0.0037933001591429205],[3.5300758084777506e-05]
4137,26.484802780000003,[0.63435015458380306],[0.34637974822233641],[0.0063991402872145553],[3.9987369245098048e-05]
4138,26.19601707,[0.6414993576942869],[0.29712782873972798],[0.0099820527124022673],[4.7206859453141625e-05]
4139,25.52528337,[0.9792489826930777],[0.25037110908407589],[0.0080114832152644588],[2.4883603619019201e-05]
4140,25.91444153,[0.45300542775687924],[0.17186284837355131],[0.008959476967986213],[1.7014849350294181e-05]
4141,26.12236752,[0.37526109110298589],[0.20391502141257473],[0.0052532924751493293],[4.3333026747249814e-05]
4142,24.94652044,[0.77878051717788144],[0.52926718911364223],[0.0099835451199020153],[4.611828794109929e-05]
4143,24.79510675,[0.45225245056533525],[0.067384286686995309],[0.010204956252735542],[2.8984847220248078e-05]
4144,25.80762753,[0.82231118073248111],[0.23525650922310509],[0.010562168223232138],[4.2553306339176977e-05]
4145,25.94959034,[0.89783175894578404],[0.18352712838490709],[0.0071870633542927553],[4.5605354437872059e-05]
4146,25.852946260000003,[0.2277802897065464],[0.21530676094139606],[0.006071061584369819],[5.6038070749164781e-05]
4147,26.63866754,[0.73005848408559371],[0.58835635920395446],[0.0061321875148995231],[3.9883841627730288e-05]
4148,26.34263842,[0.0963150845618167],[0.49717278770214884],[0.016444052664327746],[3.4630522206757774e-05]
4149,27.68752504,[0.72447107725241411],[0.88199464220466861],[0.0098623495580839049],[5.7208710549871977e-05]
4150,26.25689741,[0.53196646596884289],[0.91754499932764866],[0.005723450830851684],[6.9222425982395919e-05]
4151,26.12909925,[0.2015357310478047],[0.22549849650533543],[0.0039494895782706818],[2.5115044198553704e-05]
4152,26.5420414,[0.69713347376059531],[0.80709798352184325],[0.014079320746359703],[2.8125230476849783e-05]
4153,26.362670140000002,[0.22171685653946993],[0.3381143370603763],[0.0039829923611604534],[6.7219655612960061e-05]
4154,27.46587896,[0.25499715254163902],[0.80961898557646739],[0.0079551961673246518],[4.7218747866895061e-05]
4155,26.54177256,[0.047635124629275383],[0.61844889513543444],[0.0032705589846701577],[2.8141865733133375e-05]
4156,26.17236565,[0.5043982493335657],[0.083952384931903157],[0.0038861288891685608],[4.5310814410337574e-05]
4157,26.57674131,[0.66019522647931006],[0.69957365571345653],[0.0071806103363891705],[4.3953470766078251e-05]
4158,27.404772469999997,[0.95680553744114127],[0.96298990399033313],[0.0096762816294421183],[9.0149431659414248e-05]
4159,26.2650423,[0.061742990113554219],[0.56120018800013283],[0.0048403298647836102],[6.9388374127898889e-05]
4160,25.54126639,[0.66206244137980286],[0.33412399802429471],[0.0049535892160506023],[2.2961377349806078e-05]
4161,25.8288566,[0.93781938971026158],[0.82031487631335565],[0.0079742454051406897],[4.7233007504421387e-05]
4162,25.11299276,[0.6547208947662374],[0.50602171938926088],[0.0058144642624529119],[5.4517253862518267e-05]
4163,26.3477448,[0.33211066111723575],[0.42495929841028551],[0.0044742230321229703],[8.4987263986369133e-05]
4164,25.48566178,[0.98697807056737363],[0.80769837232763431],[0.0054132970939343994],[0.00010759523688930184]
4165,26.790511289999998,[0.73362573017383625],[0.53686144918243861],[0.008795529345950015],[2.3319087618711709e-05]
4166,27.50383862,[0.84797246059967657],[0.18767801342636736],[0.012564466725361545],[3.8872314384930107e-05]
4167,26.30486686,[0.58772825699034392],[0.62368707737372631],[0.0081467837333102922],[2.8947315446115063e-05]
4168,25.46245927,[0.074662708119592525],[0.19211080720373813],[0.016612664698955171],[4.1103745574089245e-05]
4169,26.74308153,[0.66639569576158075],[0.32175390339029575],[0.010363055280784128],[3.9246409079374267e-05]
4170,27.0277791,[0.43125532763507879],[0.87372628344908299],[0.0084452223360770851],[4.7699633755560189e-05]
4171,25.76228223,[0.136660122593036],[0.15148269444358398],[0.0045882643244758992],[3.4580700749964333e-05]
4172,25.95312727,[0.24825933645801285],[0.33482895800512058],[0.00892293647869008],[3.5839704788154236e-05]
4173,26.96202343,[0.056169200119537521],[0.23152200030536618],[0.007069395531407785],[3.2320783173278578e-05]
4174,27.47422312,[0.90168388802070543],[0.17365488977070076],[0.0035921909139832175],[3.7634663499541698e-05]
4175,26.70068847,[0.25177523388583134],[0.021261203927813388],[0.0066003668364069124],[3.4923566917366422e-05]
4176,26.963473609999998,[0.76006837325219978],[0.030783831959416585],[0.0057700486549482899],[1.7880284021110082e-05]
4177,26.591955379999998,[0.15920764759117245],[0.52207739255385666],[0.0038748313369714182],[2.6684223043527133e-05]
4178,26.619914,[0.29970353586517273],[0.036562677349770423],[0.0056092023758338994],[4.3218660502997164e-05]
4179,27.84213855,[0.9359206881141533],[0.62978664336185042],[0.0068045361318097575],[3.4634139788769502e-05]
4180,25.40556838,[0.023383923291904751],[0.53154477014204971],[0.006775706252286684],[4.2828053188836979e-05]
4181,26.583531760000003,[0.1458375052242919],[0.53885062540895723],[0.006137069577543397],[5.1538385088645278e-05]
4182,25.3642493,[0.41719087353918599],[0.70924503947267126],[0.0045719129587953322],[2.9517799365608166e-05]
4183,24.87913696,[0.10553267773136871],[0.54430326629408277],[0.0078192747154822162],[6.5372307253674933e-05]
4184,26.49905903,[0.78755879982228283],[0.4300644430331057],[0.0077939632839334472],[3.2545329390676336e-05]
4185,25.48516498,[0.13463339774177085],[0.38261637617363814],[0.0078938818330455129],[5.6618725250701107e-05]
4186,25.48135943,[0.27560248805009824],[0.86046950292313307],[0.0063343287481535393],[8.6129622430486386e-05]
4187,26.789493320000002,[0.88732123161880372],[0.17590924263955215],[0.0094722814078604389],[2.8480652817353125e-05]
4188,27.42207668,[0.24043899336439262],[0.086513265190405864],[0.0091376016389629888],[3.8227173207672216e-05]
4189,26.724482289999997,[0.044474190485982779],[0.55484770408181405],[0.0070888789830809151],[4.359824733307649e-05]
4190,26.11939955,[0.68094673712945342],[0.13191548390799246],[0.0070611481471903881],[4.4277520462043807e-05]
4191,26.17049877,[0.22224249164172921],[0.1977379289787447],[0.0069155372959231465],[4.2406737184141896e-05]
4192,26.77509868,[0.90707094681706968],[0.36005256057765045],[0.010682873282508165],[3.6291630368723293e-05]
4193,27.0050512,[0.97857006332311236],[0.52459657260370529],[0.006255919684353517],[1.7845108227332318e-05]
4194,26.15847072,[0.82159028678446178],[0.41095263440619417],[0.011509599129713888],[2.8596750162201978e-05]
4195,26.343191129999997,[0.26763991572847118],[0.74534750038791486],[0.0045011600580308064],[3.669624190111298e-05]
4196,25.583571210000002,[0.66539275296323419],[0.95223737012395882],[0.0082360483317660549],[5.5871388133399424e-05]
4197,25.121235170000002,[0.73957940531664768],[0.43361598002098578],[0.0066400094582430014],[6.6686533789883651e-05]
4198,26.7079665,[0.48679834801100447],[0.53010610387426638],[0.0047835247761956468],[3.8525571905367872e-05]
4199,25.315004300000002,[0.21551491653962579],[0.20309491468894564],[0.0084022583077032476],[2.482969495948284e-05]
