iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2400,26.58104714,[0.99961429275086022],[0.079493031625527455],[0.0075181942600821561],[4.1229006429832626e-05]
2401,26.53609253,[0.81865037417801401],[0.65440168000444221],[0.0093726692483341867],[2.9069257456937336e-05]
2402,27.96344049,[0.023485915119369427],[0.65578937582054819],[0.0041343350783376032],[7.3978795812335019e-05]
2403,24.74736665,[0.10646079859261709],[0.041596098253734837],[0.0031384546736615837],[4.3271249781540178e-05]
2404,25.67735919,[0.28221623267215212],[0.78769124685055192],[0.0056370972861192192],[3.9958968847897403e-05]
2405,27.56476498,[0.60438040239097934],[0.69897984370736044],[0.0050164595590259098],[2.0506547691645505e-05]
2406,26.927107109999998,[0.98579929430342128],[0.52872454895492238],[0.0062520823487837718],[3.4137530102396063e-05]
2407,27.16190962,[0.14312039882647831],[0.85388162049672633],[0.011055376507093428],[6.2609479688779945e-05]
2408,25.8881242,[0.52515380897841923],[0.28378496872392467],[0.0056038198363166924],[3.8307564111605963e-05]
2409,27.31097498,[0.68857054311610155],[0.74877967737290474],[0.011636491918365854],[2.7928034553870162e-05]
2410,25.01744124,[0.50521764081984932],[0.622736471283313],[0.0095432149002510624],[2.2978782000582232e-05]
2411,25.975900109999998,[0.25412187519799323],[0.41553085132199358],[0.0045399404942392252],[3.7491505705145034e-05]
2412,25.43457622,[0.99790409067062091],[0.59061461490534395],[0.0084434521636289617],[8.570686489389745e-05]
2413,25.63364133,[0.42903468486601032],[0.69274789659415692],[0.0043034743740397174],[4.4238725519119004e-05]
2414,25.6019656,[0.51501540094581044],[0.41015396879339727],[0.01371045760443157],[5.732730263563468e-05]
2415,25.75463649,[0.71500249509715608],[0.82031412431750583],[0.0079428147968629847],[4.0911758902806294e-05]
2416,26.88473919,[0.56908173463646539],[0.51294581943570539],[0.0093260053333593107],[0.00010404406299624469]
2417,27.095986670000002,[0.62798612604595405],[0.91476897773636978],[0.006273610678507513],[5.8031556260662587e-05]
2418,26.0040679,[0.99111150416813376],[0.56783033668130434],[0.010512786854863787],[5.0956870482121719e-05]
2419,26.02605475,[0.018079836084916812],[1e-08],[0.007322208298735644],[2.8293987647587393e-05]
2420,25.62276285,[0.16872603144840714],[0.94886577466033684],[0.009026117042715609],[7.886296005471527e-05]
2421,27.52333065,[0.9253728074987152],[0.66084022848629664],[0.010462394493510274],[2.9636106107788773e-05]
2422,26.649401530000002,[0.19029148001727214],[0.66972162037702432],[0.0048740551420769496],[3.2152009513286561e-05]
2423,26.68239402,[0.18986531073076424],[0.026106412041342231],[0.012779532936329663],[1.9970021691795292e-05]
2424,25.155906769999998,[0.10374586470478342],[0.5236930024833204],[0.0087265936806827926],[3.4767625186171713e-05]
2425,26.491808289999998,[0.8667243600752419],[0.17996214899176133],[0.015262806467729484],[5.1801148048702395e-05]
2426,26.359604190000002,[0.50132050298643938],[0.058628819641839081],[0.0055729820990639833],[2.4575368180512758e-05]
2427,25.7069048,[0.86586659675375666],[0.27762248633748166],[0.009625382700011953],[3.4705203435680954e-05]
2428,25.0435393,[0.82895522484731798],[0.4846854428740115],[0.0087509597522002491],[6.7184355567462273e-05]
2429,26.75616987,[0.53736441939693691],[0.064268883912083297],[0.0090956556394373722],[2.5569271365655233e-05]
