iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
0,26.585132809999998,[0.32948907714667652],[0.37332022743526239],[0.0041427071408765559],[3.7988162156665783e-05]
1,27.06452245,[0.32613857700526849],[0.6109384068752608],[0.006990395756488077],[7.2023323476888557e-05]
2,26.55684054,[0.74430964294747826],[0.35770069701218921],[0.0069998116813020372],[7.2895541183504164e-05]
3,26.58794659,[0.56757017351928851],[0.2847282064614276],[0.0090722853451988827],[2.8895676832674244e-05]
4,26.48098652,[0.91432916141399023],[0.29603153202935945],[0.0031164901854618954],[3.8687823532945753e-05]
5,25.42142456,[0.89396192363057869],[0.19035473980708623],[0.012251723382822322],[2.7234762612071695e-05]
6,26.54128416,[0.355129138792175],[0.77033645567021936],[0.007260194165198075],[4.9730154672744664e-05]
7,27.55431729,[0.21920020547243318],[0.33079144140546746],[0.0032336259563713887],[4.6220426929477476e-05]
8,26.45365294,[0.29477321881374274],[0.71740727717135577],[0.0062048245934504531],[3.0087835186654033e-05]
9,26.52945803,[0.26750160814876278],[0.60772052883743821],[0.006483564479564552],[4.7020206542847109e-05]
10,25.57082503,[0.53818398968687753],[1e-08],[0.0050045318082498902],[4.8779952740385379e-05]
11,26.12118634,[0.7057635986805576],[0.79106680737728885],[0.0053760823286765347],[4.494892842443754e-05]
12,25.67261792,[0.68822526474467094],[0.78377900244068643],[0.0046263091177697335],[7.3799861216750084e-05]
13,26.09871167,[0.63922873738278563],[0.93068645183610155],[0.010640191399526322],[4.8847891650827258e-05]
14,24.55652939,[0.14567600025111943],[0.74895745834212446],[0.0070083619778555928],[3.217676324240859e-05]
15,24.63033725,[0.42765200635423645],[0.65952993813340699],[0.0067888612827042283],[4.2530847722599407e-05]
16,26.823670510000003,[0.95539776035714863],[0.77473750467369618],[0.012886424324967838],[3.2774297361426452e-05]
17,25.54115722,[0.71647658424964122],[0.78162044702144573],[0.0073287219290786854],[4.3320402350000009e-05]
18,28.23378443,[0.21221498323644439],[0.34491218573572963],[0.0044729946968087297],[4.8919516731860124e-05]
19,26.30497851,[0.62722201763173824],[0.679381043696208],[0.0098102875137137113],[5.4542721688366491e-05]
20,25.96870349,[0.46364936521795452],[0.13813049743216432],[0.010061783588736106],[4.2184528442845703e-05]
21,25.57069853,[0.30085616487333883],[0.25082034617939619],[0.0026993963249639097],[6.2075308714493183e-05]
22,26.81115094,[0.77671988176707529],[0.74773006242038242],[0.0062927376661200962],[6.5518780676010469e-05]
23,26.34976866,[0.52800599674594262],[0.6025078137130877],[0.006296690874516786],[5.1339526273508351e-05]
24,25.726092949999998,[0.87148086666525093],[0.2847139646143968],[0.0062133548666870597],[2.694258696023244e-05]
