iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
100,25.23167112,[0.81487140474251563],[0.033808501400822477],[0.011837217213368167],[1.9856715755772747e-05]
101,26.41232153,[0.59353142549724702],[0.71551657491824272],[0.012759515571923563],[3.1899347332775552e-05]
102,26.79183164,[0.44571941851090491],[0.44442809874842165],[0.012138068907648458],[0.00010300115733224979]
103,25.22883399,[0.80082423464323427],[0.094181019195872573],[0.0043639343934679942],[3.742050644145456e-05]
104,25.56752508,[0.83194584910087011],[0.30209607148343243],[0.007719753987474709],[3.8871088687053579e-05]
105,26.594016789999998,[0.12010964556024478],[0.54713552784847086],[0.0061878003182365138],[2.0397900796720325e-05]
106,26.411334989999997,[0.33130939509536406],[0.31091657799198835],[0.0035732977435299351],[4.3799579493686291e-05]
107,28.30406152,[0.16264782630707647],[0.644690802985314],[0.0021282161655747922],[3.6518841724841877e-05]
108,25.34686494,[0.1329163782237856],[0.62714259376536785],[0.0027196202161111627],[2.8392066852178655e-05]
109,26.1353527,[0.11806138823427947],[0.025564833197390224],[0.011939103259390738],[5.0852866951722753e-05]
110,26.185723940000003,[0.96803629792459223],[0.017643189609720167],[0.0075215843971870866],[4.3924923804117277e-05]
111,26.487488059999997,[0.094588598447098327],[0.16881337759312104],[0.0037611195566198408],[2.3947153019732159e-05]
112,25.33665018,[0.84572357836505341],[0.91027543807512967],[0.002988685530287194],[3.4247078807503328e-05]
113,25.09261005,[0.43634642172337662],[0.68517273987519356],[0.0060084954488215936],[2.4674615235975583e-05]
114,26.088139469999998,[0.071269010680004019],[0.50625476192470609],[0.0056636379240875279],[2.5154921536096886e-05]
115,26.14609634,[0.29033928582384982],[0.97065920181486831],[0.0050677985996682162],[3.3100937906760386e-05]
116,27.53657457,[0.39078668247153192],[0.030833185835149823],[0.0037536052587450741],[2.5204673790468757e-05]
117,28.041123629999998,[0.53380325969774145],[1e-08],[0.0076394077240400926],[5.7435609471523374e-05]
118,27.585265420000002,[0.96507776287732172],[0.41114319816901834],[0.0062028878420908873],[3.0806272150407654e-05]
119,25.862587379999997,[0.25459289379719574],[0.30805779547706436],[0.0096762491522591754],[3.3927357845353612e-05]
120,26.184535030000003,[0.86780904425532768],[0.90361245853959415],[0.0061488093167373359],[8.1390952573479058e-05]
121,25.393404370000003,[0.78217009616318489],[0.69051313028165295],[0.003257136602412336],[4.1040269757208758e-05]
122,26.432737059999997,[0.38092036839471921],[0.90292665468616029],[0.0065402750400551102],[7.875857246608664e-05]
123,25.09024138,[0.58397908885862793],[0.85801829525505569],[0.0068862548512523825],[6.4445970638260519e-05]
124,27.175152710000003,[0.12624684373175465],[0.66608596237400919],[0.0027351269936274902],[3.4874182452737656e-05]
125,25.93312052,[0.1030790118222113],[0.22075714547501257],[0.0069375704782159153],[2.4250665256353443e-05]
126,26.734746620000003,[0.5304359374281209],[0.96038072583445411],[0.0045768109870594209],[6.2963467901078207e-05]
127,26.0089869,[0.71271954004734583],[0.21552807816881447],[0.0077475878886082428],[4.4656517998620249e-05]
128,27.47434934,[0.31658510090454234],[0.03817287203710934],[0.007439627863607523],[4.2372500632437138e-05]
