iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
1200,26.16650334,[0.57259323677114526],[0.17704375403707195],[0.0052473206613700141],[2.8568676703810691e-05]
1201,26.166568010000002,[0.4887801099605204],[0.62440458473854743],[0.0064625564148532155],[1.630544147857016e-05]
1202,27.36153639,[0.28012527953097266],[0.95993120042870861],[0.0028745097087408689],[5.932818960274755e-05]
1203,26.83117727,[0.68610731975173433],[0.41256718910821838],[0.0083049303026920263],[3.85483011000054e-05]
1204,27.140735,[0.81567868434528346],[0.37295570686138385],[0.0064879786875054468],[2.0126069457393481e-05]
1205,27.64571843,[0.57332804231162027],[0.9087850991801516],[0.0088170663035744834],[3.1573327379241789e-05]
1206,26.97761877,[0.2948225022308818],[0.82036496243349655],[0.0089742792190342091],[7.8401960242113766e-05]
1207,26.674120289999998,[0.40961928694826105],[0.73768282474547864],[0.00038651021196300928],[4.3840079447243774e-05]
1208,25.03803872,[0.39535543216994068],[0.29680279986345792],[0.007248175739009266],[8.055849997762321e-05]
1209,26.02879317,[0.95583037787849012],[0.14617448235051728],[0.019145943406383592],[2.9836569348684616e-05]
1210,25.58238822,[0.64599392314532578],[0.35993840119612253],[0.007373866572798371],[6.6178909225944604e-05]
1211,26.034384510000002,[0.31374175839401164],[0.48590271183162903],[0.0097006642371008089],[2.9114041620537101e-05]
1212,26.3493333,[0.38125295153492361],[0.068337549005231701],[0.0074872429732052437],[3.3650149986186317e-05]
1213,27.95914425,[0.47842948750684761],[0.12254755872035045],[0.0030948236428031128],[2.7220734536870239e-05]
1214,27.01713825,[0.81152809842627982],[0.61354034456503759],[0.011945083585377769],[6.6470323890122085e-05]
1215,25.96204432,[0.053031495978790699],[0.88185598981098079],[0.0071077065603166178],[3.5157085734871529e-05]
1216,25.03788386,[0.034574423636545781],[0.038254937011599821],[0.00821252246869969],[4.7465739931584761e-05]
1217,27.162825859999998,[0.91718322683016185],[0.97458425747060207],[0.0087961536652183536],[4.0056330232018933e-05]
1218,25.5287109,[0.26092568862698018],[0.50998758217311213],[0.0097991503308456629],[4.2997169086178566e-05]
1219,25.74747276,[0.21704888798168775],[0.94903117186859864],[0.0093630568624460953],[2.8464228817137727e-05]
1220,26.25708566,[0.20460320950796579],[0.58777420874492659],[0.0085949346761377554],[3.7187115709436114e-05]
1221,26.4947625,[0.22723887306895479],[0.65372555530258636],[0.005042678854039806],[4.4538520771297829e-05]
1222,25.9996167,[0.9733515265108843],[0.70691700521804368],[0.0057940444310780048],[6.488671495075149e-05]
1223,26.70999413,[0.70500202296402847],[0.10875259677593191],[0.011127447932626988],[3.4424936620536251e-05]
1224,25.16286054,[0.72993747685124832],[0.29677588326997029],[0.0037820261940452182],[2.4928406160862338e-05]
1225,25.01443768,[0.81353935587059301],[0.91460919092113491],[0.011559503202645149],[5.3775445580772629e-05]
1226,25.9403965,[0.76075944990821243],[0.29546941838067275],[0.011777522747368152],[4.0337598015305343e-05]
1227,25.45882693,[0.97220478065512905],[0.49200272238452042],[0.008537651998470841],[5.8325427468697288e-05]
1228,26.28548945,[0.89092428143668134],[0.81156130005243188],[0.0099157342559299533],[3.3125341199979896e-05]
1229,26.392705739999997,[0.909847379722176],[0.8899185303645325],[0.0056144718864155063],[4.7660722928055677e-05]
1230,26.15814612,[0.97689413509401057],[0.83722545522747094],[0.0056691509282091324],[5.5110336689478956e-05]
1231,25.88178568,[0.34366189451040341],[0.67032576262064647],[0.0050550276883704059],[1.8460589755520118e-05]
