iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
3900,25.52724861,[0.95055073359059983],[0.63298806608952385],[0.0090159976399936115],[4.9461966862451856e-05]
3901,26.0602238,[0.054600621918254932],[0.30014132830744444],[0.0038851688605752721],[3.2527912950330862e-05]
3902,25.382715989999998,[0.21726351183840931],[0.98926418941933703],[0.0067009667428662434],[3.7526991003067334e-05]
3903,26.5938805,[0.10931104468897074],[0.3191568069044316],[0.0068262030234416127],[3.1532710255965934e-05]
3904,26.659121850000002,[0.5655661101350441],[0.76465366037180327],[0.0049711112363268195],[6.9077241133086442e-05]
3905,25.67633155,[0.1372016890451721],[0.57203772678838505],[0.0048839600742482392],[6.1867091767697779e-05]
3906,26.415612460000002,[0.80760663034385805],[0.66575802639407233],[0.0037816494413457358],[5.5374034019783913e-05]
3907,25.93781958,[0.35710947646988139],[0.71126497030988611],[0.0084770856732432343],[6.2628958134247625e-05]
3908,27.35145666,[0.48890878542379862],[1e-08],[0.008403349179443742],[1.6464572748842166e-05]
3909,26.53628272,[0.88482349334461197],[0.39267998094280476],[0.021648966236245737],[4.0295307356830179e-05]
3910,26.76962116,[0.33596920001810859],[0.58233610788215451],[0.0099916811431647878],[6.093408648849552e-05]
3911,24.99419572,[0.16475440098314043],[0.86004518168945632],[0.0051156738667795243],[2.1973935924790577e-05]
3912,25.32424848,[0.064125894780984349],[0.63211839970018957],[0.012261428823455656],[6.5317528882835596e-05]
3913,26.46447816,[0.080322302428898651],[0.71072310202290179],[0.0075551611666106466],[5.1140538100735711e-05]
3914,26.88663671,[0.63083827201054476],[0.58043427302263628],[0.003441242319490001],[2.9068155115608008e-05]
3915,26.546978879999998,[0.40422159942452007],[0.36765278344060348],[0.006109906332438797],[4.1963977635339766e-05]
3916,25.490280329999997,[0.32280972011481418],[0.49475949099139427],[0.0065013337131331062],[4.4949600869814699e-05]
3917,24.978776030000002,[0.46629921241193012],[0.27031641940868006],[0.0032535868036305815],[4.6200654040429168e-05]
3918,26.044469760000002,[0.98345931405948961],[0.92949390065230708],[0.004750064959172462],[4.0369211548429984e-05]
3919,25.901830190000002,[0.85241453280905621],[0.26404949399147515],[0.0081560658391050533],[3.9842168208681361e-05]
3920,27.48098487,[0.89936799433630865],[0.52383020868239905],[0.0053730376732997742],[2.7951010292293077e-05]
3921,26.47777053,[0.29463710555842559],[0.62819655182620759],[0.0092871668500755789],[1.785671430309943e-05]
3922,26.84780432,[0.59613375133983482],[0.87134556229655846],[0.0047737668445084758],[3.533155600621285e-05]
