iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2700,26.47430988,[0.42811342799492413],[0.93962498125499827],[0.014125529807971771],[3.4886278428791773e-05]
2701,25.352423920000003,[0.48469265506677928],[0.18572555929478335],[0.0078297880653444007],[6.176858669498797e-05]
2702,26.65283961,[0.97690779587477472],[0.1466600604928921],[0.012461254622944062],[4.690277993024683e-05]
2703,27.42006535,[0.22592375260359771],[0.10581466058201633],[0.0054953873237309492],[4.5071944965058286e-05]
2704,26.42044779,[0.49483675878713596],[0.053606009323250325],[0.0084199161078747364],[4.9569656430048514e-05]
2705,26.995687649999997,[0.32377962307970404],[0.27160548783169369],[0.0086043929797252616],[3.1748621085070372e-05]
2706,27.344156050000002,[0.802762063584328],[0.16548679250310211],[0.0043597117225239179],[2.7360787605290593e-05]
2707,25.647979399999997,[0.13297915444594166],[0.53633027369056152],[0.010950570761319556],[4.1340253208510536e-05]
2708,26.510135289999997,[0.42420674833486982],[0.92273262524480482],[0.0056326284321923659],[3.7432817415694597e-05]
2709,27.03807149,[0.91393587771458118],[0.23490467447540886],[0.0074254298451548739],[5.4557425384405001e-05]
2710,26.896659800000002,[0.10499309308550836],[0.56838500964617644],[0.010774658820691063],[5.341073332582047e-05]
2711,25.84240148,[0.66641298440244512],[0.28366125312472112],[0.002598179239262477],[2.033054901662279e-05]
2712,23.19778666,[0.90058234615540333],[0.08326768498340642],[0.013338431285257635],[2.6012630789440383e-05]
2713,26.88654988,[0.78537158762280557],[0.97166508918969696],[0.013105365785259893],[6.2742567472240385e-05]
2714,25.837160649999998,[0.26304146967193531],[0.91445831572545311],[0.009662035551026793],[5.9185456258159519e-05]
2715,26.210812190000002,[0.43008527534468854],[0.17312495130883737],[0.0022429737184981313],[2.9585416160549105e-05]
2716,26.2422102,[0.62823843127006718],[0.22304037585850489],[0.007268332953954848],[2.0383075779839555e-05]
2717,26.2274476,[0.55498353910362597],[0.55605916720287107],[0.0040704516706648319],[4.4902653689171679e-05]
2718,25.16582708,[0.25538996119125779],[0.84531822273589174],[0.0036068934206733294],[3.0161524978311594e-05]
2719,26.42248363,[0.60239119469196067],[0.030697631894241795],[0.0081686314594025533],[2.4738767998688793e-05]
2720,24.94111831,[0.87160100884348957],[0.60127474462165253],[0.009360093299661032],[7.5784037571635654e-05]
2721,24.987193350000002,[0.67286221725830941],[0.18741505767468131],[0.0029789689953156895],[4.6719402826134182e-05]
2722,26.604643239999998,[0.071980733801185248],[0.52889613300530003],[0.0059833197447106135],[1.6230620101642668e-05]
2723,26.275902289999998,[0.90427753025327751],[0.094953618454155897],[0.0065692774335208703],[1.9736648290413772e-05]
2724,27.69656765,[0.13117364994137964],[0.85539313039185716],[0.0066613947865205581],[0.00010759962041584359]
2725,26.47184473,[0.18343076320359697],[0.87022860945899283],[0.0053738159910682315],[3.6719656757056018e-05]
2726,25.79816569,[0.26572205296873369],[0.75290263750469666],[0.0069933052374836491],[3.5058466448523173e-05]
2727,27.18774428,[0.97053600356734826],[0.74161144337472629],[0.010071421628114918],[4.2988602566629286e-05]
2728,26.73307518,[0.93723496422320052],[0.028148696791410077],[0.0051696007055062609],[3.0943398665495003e-05]
2729,25.31575127,[0.81452689415783208],[0.6296875374807126],[0.0036405900554439818],[3.216002828487774e-05]
2730,26.429135719999998,[0.71519516182753706],[0.058338484431897486],[0.010482901754991392],[5.5254462434539686e-05]
2731,26.29105361,[0.20470543787428513],[1e-08],[0.0099385246859179377],[3.5505042508543472e-05]
2732,26.784544320000002,[0.11160196927169663],[0.40801394293906651],[0.0084651083516378844],[4.5601863926381103e-05]
2733,27.50310711,[0.41883315058425263],[0.85538157834308559],[0.0086661281840438309],[6.104398548800738e-05]
2734,25.742493969999998,[0.19620295582839092],[0.40674334105289006],[0.0096716833794208146],[3.2967907245107231e-05]
2735,27.16295743,[0.59601660124855771],[0.96556629878899392],[0.011782537781110103],[8.6399513151202978e-05]
2736,26.0399058,[0.77051302781346709],[0.44604174941721703],[0.0076172961387115934],[4.2615153470038081e-05]
2737,26.698204989999997,[0.78588040375116353],[0.38832421715098298],[0.0086270268503769176],[3.8316275271510492e-05]
2738,26.71474546,[0.63584218485970545],[0.40922950300598043],[0.0053320017446030765],[4.4655000757565233e-05]
2739,26.54520725,[0.027359242282490093],[0.28938634344083469],[0.0091040876824895478],[2.3510688518024736e-05]
2740,25.65652443,[0.45605642689921611],[0.09511077059493489],[0.0065307452588504455],[3.830520170788887e-05]
2741,27.805737699999998,[0.78696299839238892],[0.0034308511540454001],[0.015536407778433348],[2.1619215285206828e-05]
2742,25.6409343,[0.30435698060105421],[0.090627170758483699],[0.0060164778290375254],[3.5362657204274228e-05]
2743,26.62287611,[0.15263555220183267],[0.78117458309633891],[0.009388205679633721],[3.29567365546235e-05]
2744,27.196266480000002,[0.46620079071561188],[0.11329267165191931],[0.0053755607772028036],[2.7838228763121808e-05]
2745,25.72180371,[0.95837772391970777],[0.6654009911774279],[0.0024760713956817337],[5.3344518107012462e-05]
2746,25.841181629999998,[0.26826489809314058],[0.53073077008681824],[0.0045168664643109313],[5.6476209271127953e-05]
2747,26.43731554,[0.98667443290257539],[0.21899266808068929],[0.013317334028422334],[4.2530941696539148e-05]
2748,25.63804603,[0.11894412285213662],[0.20956001555089948],[0.0048106104394053384],[2.6878016668951954e-05]
2749,26.02442808,[0.095133611345317892],[0.63826300918160994],[0.0061441418477761189],[6.5598425478596845e-05]
2750,25.56472113,[0.34779660771701526],[0.26123781294156595],[0.0047031053741788398],[1.8220989091932704e-05]
2751,26.264690719999997,[0.28422569922459795],[0.0047466978030562545],[0.0051917922397395344],[5.1687694317903432e-05]
2752,26.97349598,[0.96225244148002154],[0.27116640206886217],[0.010247683278537589],[4.7450289613060193e-05]
2753,25.20218572,[0.85084568557162199],[0.72183877835354393],[0.0050975502384125182],[5.3202893777137827e-05]
2754,26.21541543,[0.04598925899836992],[0.37462756562771099],[0.0038036178831067913],[2.5452311540885564e-05]
2755,26.56003965,[0.9812004356631806],[0.43802342557152485],[0.0058865133111297152],[3.9079755566828744e-05]
2756,25.744424579999997,[0.26784415708533849],[0.25239314118500622],[0.0039755396783132113],[4.2511898319774755e-05]
2757,24.113433079999997,[0.37881396654819083],[0.091125406797839537],[0.0070767555611492283],[4.5983244563341241e-05]
2758,27.439961030000003,[0.35828874516190889],[0.91056982251096341],[0.0088732968527595601],[3.9765337247921195e-05]
2759,25.926809940000002,[0.80431121034732067],[0.037964391909094009],[0.010737485430793392],[3.7693763111967815e-05]
2760,26.77672349,[0.42696160596218569],[0.22452945294898846],[0.011396908765242797],[3.3145198268413889e-05]
2761,26.00061977,[0.53137975564691975],[0.28783827880943769],[0.0067968257797009768],[3.6224839998821867e-05]
2762,25.486300850000003,[0.91885416926191765],[0.67637096871878721],[0.01357651402108162],[5.497411133109642e-05]
2763,25.045155079999997,[0.26945772578072436],[0.01182111877008285],[0.0052010866385550081],[3.6639928923720699e-05]
2764,26.71277305,[0.055574190297503767],[0.66381883148752807],[0.006569024607270213],[4.5518650390374837e-05]
2765,26.044479059999997,[0.18229575344531296],[0.91393976497190033],[0.0051702672299298591],[5.667780980272985e-05]
2766,26.3621414,[0.20589072433127786],[0.020394844622556141],[0.0054852328720472743],[4.3483636312402485e-05]
2767,26.635516539999998,[0.61932094537449278],[0.76508389127603049],[0.0044173247689717199],[5.2841312087992254e-05]
2768,26.56422162,[0.38325422334194043],[0.00024706248828471056],[0.0041983832778501595],[7.4523958918049082e-05]
2769,25.07372556,[0.85751063216740731],[0.1711812339415531],[0.01297018459734639],[2.789192539820462e-05]
2770,25.706472100000003,[0.31844461388043577],[0.1813271663508747],[0.0090792500277440125],[4.4983097537032446e-05]
2771,26.17920371,[0.65201769264276699],[0.32302318250649387],[0.012501083085115272],[2.7112716137533965e-05]
2772,27.399787800000002,[0.0099779563474283739],[0.44332892691034714],[0.0047531080369364043],[5.6464367541808613e-05]
2773,25.61802672,[0.93721844595386083],[0.50677014235265183],[0.0061917189154493402],[3.5537784549566354e-05]
2774,24.605758100000003,[0.48171328747873371],[0.6248718561434764],[0.016235386634859406],[3.5218554420901604e-05]
2775,25.874972539999998,[0.93075422649373807],[0.24708444494418885],[0.0060702427412771542],[5.685066794225424e-05]
2776,27.04508561,[0.14358710189470497],[0.63085500079233436],[0.0078370401118333932],[3.9258724983670668e-05]
2777,26.26412061,[0.65807896951958134],[0.55339183733635455],[0.0083030733107519183],[6.9730523531263966e-05]
2778,26.094076989999998,[0.29729296669881633],[0.73180406131531273],[0.0065237791517686605],[3.4591092542113344e-05]
2779,26.87305625,[0.73286800111584749],[0.32792131712271899],[0.0048402447248166447],[2.7251310732168132e-05]
2780,25.30635986,[0.71926948058574669],[0.44297667537710478],[0.011115492652680636],[4.8541800487411635e-05]
2781,26.44886016,[0.22051392406221587],[0.24198202278595754],[0.011261426620140846],[3.5045849170634025e-05]
2782,25.04655607,[0.2618659812137587],[0.45381711250363577],[0.01229336777534118],[4.6419402688790967e-05]
2783,25.547609379999997,[0.53980924993304569],[0.015673473008869621],[0.0063966459353038685],[2.7885529757853966e-05]
2784,27.01310913,[0.82983201141130714],[0.83506142030801023],[0.0055705648069794278],[3.9512406925124033e-05]
2785,25.67940654,[0.21586336790048927],[0.98533493635529679],[0.0070055926495735665],[5.4718426617694771e-05]
2786,27.40083065,[0.87532149573013951],[0.11303999242809004],[0.0062371870983374267],[4.3069365889436551e-05]
2787,25.093283260000003,[0.57761825370051678],[0.14660239643976702],[0.0079045839400312401],[3.833508498529703e-05]
2788,25.0996913,[0.057972379576221478],[0.52954966502198653],[0.0024609161003064095],[5.6435707192326046e-05]
2789,26.56002403,[0.075553317577257417],[0.045563179216163319],[0.0043664429902047774],[3.0603903717174585e-05]
2790,25.44252774,[0.16710888340562696],[0.53442222868400047],[0.0055500325905511461],[4.9998056152855685e-05]
2791,26.35707793,[0.77075281249866667],[0.77758220705434955],[0.0063693704031456133],[5.2168285923248625e-05]
2792,26.52306961,[0.23125098097565899],[0.28347367751003189],[0.0052604846273929806],[1.9996485882967097e-05]
2793,26.14425887,[0.042010449749644296],[1e-08],[0.0099364139425014986],[3.5163474151611585e-05]
2794,26.04553659,[0.034700547309235774],[0.92389274680699962],[0.0079399402751605952],[4.1190442000682559e-05]
2795,25.22016563,[0.78658017689364024],[0.84250929556737941],[0.013225143888987156],[3.6000764924937201e-05]
2796,24.330091550000002,[0.43559248156303554],[0.85141370828114882],[0.0029816873782592124],[3.057708031223294e-05]
2797,25.51622656,[0.50293751563974387],[0.49529531841110563],[0.0055483659918528216],[5.8037725710613497e-05]
2798,27.607301550000003,[0.70591318865921782],[0.29404295568639932],[0.0096208636076096643],[1.8961166908415539e-05]
2799,26.8156715,[0.37192443858739493],[0.15160664714718242],[0.0081225057958912439],[3.2622131848847324e-05]
