iter,incidence(millions),vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
3400,25.646449649999997,[0.49773875822189334],[0.38006129565106528],[0.007460294372797216],[3.7947693366680024e-05]
3401,26.89254672,[0.95644025968242596],[0.56270335216743161],[0.012593824375045748],[4.2055333720203425e-05]
3402,24.15369272,[0.80237759924249918],[0.84874699920736507],[0.0041754534078611849],[4.5126057632904892e-05]
3403,26.17621137,[0.70571727085164015],[0.9473451937970564],[0.0042035624486423395],[5.7414923757492797e-05]
3404,25.00521465,[0.27037318066033422],[0.39985926387056797],[0.0074921488635145139],[3.1685079473819933e-05]
3405,27.81798734,[0.87031131064690626],[0.61577613802569575],[0.0032378385151160538],[4.1998314850300034e-05]
3406,25.284189089999998,[0.12841319929175299],[0.39363514713801567],[0.0027205616746897032],[3.5104722625911577e-05]
3407,27.502146120000003,[0.42961764333885638],[0.97161518036000016],[0.0047118745757441238],[4.867766376587257e-05]
3408,25.69320893,[0.15838761578873795],[0.25415134511057969],[0.0019025257232835879],[3.5492525076452619e-05]
3409,26.63984875,[0.55289755575585842],[0.56195643140978191],[0.0087434509614389144],[2.4468855166492887e-05]
3410,25.79332798,[0.71423457618604402],[0.058628594666149669],[0.0072296767133613882],[4.8788862290982671e-05]
3411,26.791127940000003,[0.5853644322917414],[0.55712991761956676],[0.0061277606770010484],[3.6436383083038315e-05]
3412,26.27971317,[0.53960707216828074],[0.78346074036240521],[0.0070658259438953208],[9.4558606047290272e-05]
3413,25.837217629999998,[0.003954550433989068],[0.32548863410677831],[0.0040195349245443768],[8.26881469303542e-05]
3414,25.44642766,[0.86487023792107942],[0.07208133756653784],[0.0079547739509583937],[2.9378991833417523e-05]
3415,27.263162100000002,[0.60298602069868401],[0.76070894367185593],[0.005783334937463358],[4.1349185923689191e-05]
3416,25.59632514,[0.33157766339290362],[0.5055946187186322],[0.0081716391906409003],[8.2552381864220425e-05]
3417,26.0452328,[0.11296220469676721],[0.17876650666823818],[0.010878433010207855],[3.2618938011930165e-05]
3418,25.92599539,[0.54293552520085331],[0.22381113261988922],[0.007695869881525097],[4.6701302951646095e-05]
3419,24.33324715,[0.71799922199773436],[0.554069015738758],[0.0059877195661005023],[3.7577404193356312e-05]
3420,24.92470332,[0.18893118269625242],[0.2341278583075323],[0.0041371835831657267],[3.4821992663580659e-05]
3421,26.62438361,[0.93925919109419032],[0.93644302674616919],[0.0076409080903130366],[4.4429127152245673e-05]
3422,27.64910576,[0.94859001605811943],[0.80952423311363308],[0.01539910047241333],[5.2783654067023456e-05]
3423,26.26599643,[0.74651873090787024],[0.8042560741436775],[0.0058207664805731696],[4.1029570119144321e-05]
3424,25.49778246,[0.11980630996560182],[0.020761967302142303],[0.011735781270518386],[2.4663975651761927e-05]
3425,25.75636032,[0.87212651749591363],[0.34829135984191339],[0.0098907670169472439],[3.4524063303675856e-05]
3426,25.65724504,[0.48970743544560713],[0.12975279296074288],[0.0079181396595704445],[4.2836965418846518e-05]
3427,26.862017379999998,[0.51805140512794801],[0.45656335091149003],[0.0072836757707673838],[4.3648517025374201e-05]
3428,25.72025625,[0.96231093709859838],[0.99013421426690429],[0.0098306534268003953],[6.7874572183268533e-05]
3429,26.36411786,[0.67319849384120167],[0.043374408716834179],[0.013782838330045677],[5.8314878994714103e-05]
3430,26.48495456,[0.59594364502226993],[0.54001347120413612],[0.0053539568525276526],[3.9274850760884217e-05]
